	Systematic.name	cluster	cluster.size	coord
Thiazole biosynthesis protein ThiG	Thiazole biosynthesis protein ThiG	1	326	0.0323519844873569
Arginine pathway regulatory protein ArgR, repressor of arg regulon	Arginine pathway regulatory protein ArgR, repressor of arg regulon	1	326	0.0239118903301614
Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	1	326	0.0222209333581101
Zinc uptake regulation protein ZUR	Zinc uptake regulation protein ZUR	1	326	0.0221792125309576
prolyl oligopeptidase family protein	prolyl oligopeptidase family protein	1	326	0.0347349006625641
Aspartate ammonia-lyase (EC 4.3.1.1)	Aspartate ammonia-lyase (EC 4.3.1.1)	1	326	0.0243724705556067
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	1	326	0.0257367011269589
Putative permease often clustered with de novo purine synthesis	Putative permease often clustered with de novo purine synthesis	1	326	0.0252673309345163
Aminoglycoside N6'-acetyltransferase (EC 2.3.1.82)	Aminoglycoside N6'-acetyltransferase (EC 2.3.1.82)	1	326	0.0270135277123592
FIG019733: possible DNA-binding protein	FIG019733: possible DNA-binding protein	1	326	0.0280941973570233
Protein of unknown function DUF156	Protein of unknown function DUF156	1	326	0.0266323506551885
FIG003307: hypothetical protein	FIG003307: hypothetical protein	1	326	0.0312097458436047
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	1	326	0.027067229605524
RNA polymerase sigma factor RpoS	RNA polymerase sigma factor RpoS	1	326	0.0315337499151687
Sigma factor RpoE regulatory protein RseC	Sigma factor RpoE regulatory protein RseC	1	326	0.0318638281637426
Sodium/glycine symporter GlyP	Sodium/glycine symporter GlyP	1	326	0.0280260878191277
Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	1	326	0.027301920086975
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	1	326	0.0289412611768773
Queuosine biosynthesis QueD, PTPS-I	Queuosine biosynthesis QueD, PTPS-I	1	326	0.0314228724303534
Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	1	326	0.0254372590266898
Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	1	326	0.0271623089359201
Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135)	Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135)	1	326	0.030653852508952
Cytoplasmic alpha-amylase (EC 3.2.1.1)	Cytoplasmic alpha-amylase (EC 3.2.1.1)	1	326	0.0314004237735759
Phosphoserine aminotransferase (EC 2.6.1.52)	Phosphoserine aminotransferase (EC 2.6.1.52)	1	326	0.0310817217830808
Putative glycogen debranching enzyme, archaeal type, TIGR01561	Putative glycogen debranching enzyme, archaeal type, TIGR01561	1	326	0.030964990758108
Amidophosphoribosyltransferase (EC 2.4.2.14)	Amidophosphoribosyltransferase (EC 2.4.2.14)	1	326	0.024372977187794
Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	1	326	0.0259136053136159
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	1	326	0.0260151707719789
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	1	326	0.0240758482837762
Colicin I receptor precursor	Colicin I receptor precursor	1	326	0.0348551017939357
Pseudouridine 5'-phosphate glycosidase	Pseudouridine 5'-phosphate glycosidase	1	326	0.0354670449702018
Translation elongation factor G-related protein	Translation elongation factor G-related protein	1	326	0.0334491151177392
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	1	326	0.0294588009774312
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	1	326	0.0300703515607785
Pyruvate,phosphate dikinase (EC 2.7.9.1)	Pyruvate,phosphate dikinase (EC 2.7.9.1)	1	326	0.0256864900460941
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1	326	0.0234723664712722
Cell wall-associated murein hydrolase LytC	Cell wall-associated murein hydrolase LytC	1	326	0.0275940321979342
LSU ribosomal protein L25p	LSU ribosomal protein L25p	1	326	0.0283443132934533
Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2)	Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2)	1	326	0.0344952227088482
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	1	326	0.0275778317440843
Outer membrane protein A precursor	Outer membrane protein A precursor	1	326	0.0321186761342491
Phenylacetic acid degradation protein PaaD, thioesterase	Phenylacetic acid degradation protein PaaD, thioesterase	1	326	0.0357126252864141
Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	1	326	0.0303439813311822
Molybdenum cofactor biosynthesis protein MoaB	Molybdenum cofactor biosynthesis protein MoaB	1	326	0.0324815567177127
Carbon starvation protein A	Carbon starvation protein A	1	326	0.035063404205758
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	1	326	0.0370155382463401
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	1	326	0.0330772489609759
TonB-dependent siderophore receptor	TonB-dependent siderophore receptor	1	326	0.0369304633635119
Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	1	326	0.0238607647020648
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1	326	0.0218039925454307
YjeF protein, function unknown	YjeF protein, function unknown	1	326	0.0229866124624043
Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	1	326	0.0231157955543748
Polyphosphate kinase (EC 2.7.4.1)	Polyphosphate kinase (EC 2.7.4.1)	1	326	0.0230645734056417
Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes	Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes	1	326	0.0262680260140774
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	1	326	0.0226076506708709
Nucleotide excision repair protein, with UvrB/UvrC motif	Nucleotide excision repair protein, with UvrB/UvrC motif	1	326	0.0212847789611748
Serine acetyltransferase (EC 2.3.1.30)	Serine acetyltransferase (EC 2.3.1.30)	1	326	0.0244116592715632
Transcription termination factor Rho	Transcription termination factor Rho	1	326	0.0241834478385312
Cation ABC transporter, periplasmic cation-binding protein, PA2407 homolog	Cation ABC transporter, periplasmic cation-binding protein, PA2407 homolog	1	326	0.0369267309269924
Predicted cobalt ABC transporter periplasmic component	Predicted cobalt ABC transporter periplasmic component	1	326	0.0401905396153333
Rare lipoprotein A precursor	Rare lipoprotein A precursor	1	326	0.0321604022434745
V-type ATP synthase subunit E (EC 3.6.3.14)	V-type ATP synthase subunit E (EC 3.6.3.14)	1	326	0.0308994857892534
V-type ATP synthase subunit K (EC 3.6.3.14)	V-type ATP synthase subunit K (EC 3.6.3.14)	1	326	0.031195797137576
Hypothetical protein in pyoverdin gene cluster, PA2406 homolog	Hypothetical protein in pyoverdin gene cluster, PA2406 homolog	1	326	0.0402332642553208
ClpB protein	ClpB protein	1	326	0.0283708687052253
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	1	326	0.028207746248516
Transketolase, C-terminal section (EC 2.2.1.1)	Transketolase, C-terminal section (EC 2.2.1.1)	1	326	0.0273778908689529
Substrate-specific component BioY of biotin ECF transporter	Substrate-specific component BioY of biotin ECF transporter	1	326	0.0277604084911047
Lipoprotein releasing system ATP-binding protein LolD	Lipoprotein releasing system ATP-binding protein LolD	1	326	0.0298337129076147
Pyrophosphate-specific outer membrane porin OprO	Pyrophosphate-specific outer membrane porin OprO	1	326	0.0370767621409568
Tyrosine-protein kinase Wzc (EC 2.7.10.2)	Tyrosine-protein kinase Wzc (EC 2.7.10.2)	1	326	0.0336067433708481
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	1	326	0.0271482226530742
KH domain RNA binding protein YlqC	KH domain RNA binding protein YlqC	1	326	0.0264580818577123
Formate hydrogenlyase transcriptional activator	Formate hydrogenlyase transcriptional activator	1	326	0.0347693212479808
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	1	326	0.0317762297432161
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	1	326	0.0300693134581532
Thiazole biosynthesis protein ThiH	Thiazole biosynthesis protein ThiH	1	326	0.0240371494842848
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	1	326	0.0229099818008791
O-succinylbenzoate-CoA synthase (EC 4.2.1.-)	O-succinylbenzoate-CoA synthase (EC 4.2.1.-)	1	326	0.0272832040512646
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	1	326	0.0312789468045504
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	1	326	0.0266217292943085
V-type ATP synthase subunit I (EC 3.6.3.14)	V-type ATP synthase subunit I (EC 3.6.3.14)	1	326	0.0299937640947948
Septum formation protein Maf	Septum formation protein Maf	1	326	0.0203741436242429
Predicted endonuclease distantly related to archaeal Holliday junction resolvase	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	1	326	0.0193365937512773
Sodium-dependent phosphate transporter	Sodium-dependent phosphate transporter	1	326	0.0209212693908261
Stage II sporulation protein D (SpoIID)	Stage II sporulation protein D (SpoIID)	1	326	0.0283271162353423
Vitamin B12 ABC transporter, B12-binding component BtuF	Vitamin B12 ABC transporter, B12-binding component BtuF	1	326	0.0226501050832589
V-type ATP synthase subunit B (EC 3.6.3.14)	V-type ATP synthase subunit B (EC 3.6.3.14)	1	326	0.0305656837933641
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	1	326	0.0262281832596543
(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	1	326	0.031257054975324
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	1	326	0.02926828219929
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	1	326	0.0286187241135384
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	1	326	0.0254276446097352
2-dehydropantoate 2-reductase (EC 1.1.1.169)	2-dehydropantoate 2-reductase (EC 1.1.1.169)	1	326	0.0256180068539958
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	1	326	0.0304774348775284
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	326	0.0322802326809521
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	1	326	0.0235753359499272
5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	326	0.026944732052235
ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A	ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A	1	326	0.0302897651880963
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	1	326	0.033267456812127
Aldehyde dehydrogenase (EC 1.2.1.3)	Aldehyde dehydrogenase (EC 1.2.1.3)	1	326	0.027526190669362
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	1	326	0.0272364884243087
Alpha-1,2-mannosidase	Alpha-1,2-mannosidase	1	326	0.0310265903776391
Alpha-glucosidase SusB (EC 3.2.1.20)	Alpha-glucosidase SusB (EC 3.2.1.20)	1	326	0.0349207757614324
Ammonium transporter	Ammonium transporter	1	326	0.0242401145273134
Aquaporin Z	Aquaporin Z	1	326	0.0247247835671816
Aspartate 1-decarboxylase (EC 4.1.1.11)	Aspartate 1-decarboxylase (EC 4.1.1.11)	1	326	0.0320298753043597
ATP synthase protein I	ATP synthase protein I	1	326	0.0345010875834385
BatB	BatB	1	326	0.0317827414688225
Cadmium efflux system accessory protein	Cadmium efflux system accessory protein	1	326	0.0235081781715161
Chorismate mutase (EC 5.4.99.5)	Chorismate mutase (EC 5.4.99.5)	1	326	0.0211814088590593
COG1649 predicted glycoside hydrolase	COG1649 predicted glycoside hydrolase	1	326	0.0273109937062957
Conjugative transposon protein TraA	Conjugative transposon protein TraA	1	326	0.0291655422702785
Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthetase (EC 6.3.3.3)	1	326	0.0290311195327518
Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	1	326	0.0314721382491421
FIG007959: peptidase, M16 family	FIG007959: peptidase, M16 family	1	326	0.0270871846200225
FIG139598: Potential ribosomal protein	FIG139598: Potential ribosomal protein	1	326	0.0258426943747137
His repressor	His repressor	1	326	0.0228368508601291
Lipoprotein releasing system transmembrane protein LolC	Lipoprotein releasing system transmembrane protein LolC	1	326	0.0282002845266724
MazG nucleotide pyrophosphohydrolase	MazG nucleotide pyrophosphohydrolase	1	326	0.0243374700334952
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	1	326	0.0289557944332778
Phosphomannomutase (EC 5.4.2.8)	Phosphomannomutase (EC 5.4.2.8)	1	326	0.0210734714591842
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	1	326	0.0210624111119913
Rubredoxin	Rubredoxin	1	326	0.0283349658728335
V-type ATP synthase subunit A (EC 3.6.3.14)	V-type ATP synthase subunit A (EC 3.6.3.14)	1	326	0.0301342065607246
Dihydropteroate synthase (EC 2.5.1.15)	Dihydropteroate synthase (EC 2.5.1.15)	2	3	0.00790253214522987
GTP cyclohydrolase I (EC 3.5.4.16) type 1	GTP cyclohydrolase I (EC 3.5.4.16) type 1	2	3	0.00775376465866652
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	2	3	0.00697877479726779
protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis	protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis	3	36	-0.0357812725983677
6-phospho-beta-glucosidase (EC 3.2.1.86)	6-phospho-beta-glucosidase (EC 3.2.1.86)	3	36	-0.0415746551485155
Agmatine/putrescine antiporter, associated with agmatine catabolism	Agmatine/putrescine antiporter, associated with agmatine catabolism	3	36	-0.0428403387874706
Beta-glucoside bgl operon antiterminator, BglG family	Beta-glucoside bgl operon antiterminator, BglG family	3	36	-0.0410514683866529
Hypothetical similar to thiamin biosynthesis lipoprotein ApbE	Hypothetical similar to thiamin biosynthesis lipoprotein ApbE	3	36	-0.0490481340048446
Lactate 2-monooxygenase (EC 1.13.12.4)	Lactate 2-monooxygenase (EC 1.13.12.4)	3	36	-0.0539610202001927
Lysophospholipase L2 (EC 3.1.1.5)	Lysophospholipase L2 (EC 3.1.1.5)	3	36	-0.0474929921607765
Outer surface protein of unknown function, cellobiose operon	Outer surface protein of unknown function, cellobiose operon	3	36	-0.0463805612624587
Penicillin-binding protein 1A/1B (PBP1)	Penicillin-binding protein 1A/1B (PBP1)	3	36	-0.0445757487514225
Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1)	Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1)	3	36	-0.0517964261241501
Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)	Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)	3	36	-0.0469033266911909
Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	3	36	-0.0462049038545483
Programmed cell death toxin MazF	Programmed cell death toxin MazF	3	36	-0.0457331612666506
Pyruvate oxidase (EC 1.2.3.3)	Pyruvate oxidase (EC 1.2.3.3)	3	36	-0.0507738277685644
Regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR	Regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR	3	36	-0.0411723998098993
Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase	Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase	3	36	-0.0457561746163438
Septation ring formation regulator EzrA	Septation ring formation regulator EzrA	3	36	-0.0495696083932042
Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	3	36	-0.0440505353824472
Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	3	36	-0.0376098278475198
Putative oxidoreductase YeaE, aldo/keto reductase family	Putative oxidoreductase YeaE, aldo/keto reductase family	3	36	-0.0449848743005035
Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)	Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)	3	36	-0.0414946978936769
Ribosomal-protein-L7p-serine acetyltransferase	Ribosomal-protein-L7p-serine acetyltransferase	3	36	-0.0362472196820313
Trehalose operon transcriptional repressor	Trehalose operon transcriptional repressor	3	36	-0.04020874905809
Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	3	36	-0.0409875188718506
Teichoic acid glycosylation protein	Teichoic acid glycosylation protein	3	36	-0.0394796339489577
Potassium voltage-gated channel subfamily KQT	Potassium voltage-gated channel subfamily KQT	3	36	-0.0433933189575277
Substrate-specific component FolT of folate ECF transporter	Substrate-specific component FolT of folate ECF transporter	3	36	-0.0423395561183871
2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	3	36	-0.0308499328876628
5'-nucleotidase family protein in cluster with NagD-like phosphatase	5'-nucleotidase family protein in cluster with NagD-like phosphatase	3	36	-0.0448773869802716
Amino acid permease in 4-hydroxyproline catabolic gene cluster	Amino acid permease in 4-hydroxyproline catabolic gene cluster	3	36	-0.0453401027718211
Beta-glucanase precursor (EC 3.2.1.73)	Beta-glucanase precursor (EC 3.2.1.73)	3	36	-0.0390124217077477
CRISPR-associated helicase Cas3	CRISPR-associated helicase Cas3	3	36	-0.0373600526054882
fig|269801.1.peg.4266	fig|269801.1.peg.4266	3	36	-0.0441991719472427
Galactose operon repressor, GalR-LacI family of transcriptional regulators	Galactose operon repressor, GalR-LacI family of transcriptional regulators	3	36	-0.0351540194763287
MFS superfamily export protein YceL	MFS superfamily export protein YceL	3	36	-0.039642949423699
Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	3	36	-0.0329659018864874
Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	4	2	-0.00773861203352826
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	4	2	-0.00941407383047451
PTS system, lactose-specific IIC component (EC 2.7.1.69)	PTS system, lactose-specific IIC component (EC 2.7.1.69)	5	2	-0.00616023050062931
6-phospho-beta-galactosidase (EC 3.2.1.85)	6-phospho-beta-galactosidase (EC 3.2.1.85)	5	2	-0.00695127870054729
Asparaginyl-tRNA synthetase (EC 6.1.1.22)	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	6	187	-0.0109105516196714
Membrane-associated zinc metalloprotease	Membrane-associated zinc metalloprotease	6	187	-0.0134495901325775
Phosphoglycerate mutase (EC 5.4.2.1)	Phosphoglycerate mutase (EC 5.4.2.1)	6	187	-0.0129769659415586
Pyruvate kinase (EC 2.7.1.40)	Pyruvate kinase (EC 2.7.1.40)	6	187	-0.0117664530302865
Rod shape-determining protein MreB	Rod shape-determining protein MreB	6	187	-0.0113012910733523
Thymidine kinase (EC 2.7.1.21)	Thymidine kinase (EC 2.7.1.21)	6	187	-0.0136993124860603
ATP-dependent hsl protease ATP-binding subunit HslU	ATP-dependent hsl protease ATP-binding subunit HslU	6	187	-0.0125374162807425
ATP-dependent RNA helicase YqfR	ATP-dependent RNA helicase YqfR	6	187	-0.0151254823228941
DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)	DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)	6	187	-0.0130204621442794
FIG007079: UPF0348 protein family	FIG007079: UPF0348 protein family	6	187	-0.0159920812370212
NAD synthetase (EC 6.3.1.5)	NAD synthetase (EC 6.3.1.5)	6	187	-0.0198325905124016
Nucleotidase YfbR, HD superfamily	Nucleotidase YfbR, HD superfamily	6	187	-0.0169494504472045
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	6	187	-0.0177629125395454
Phosphoesterase, DHH family protein	Phosphoesterase, DHH family protein	6	187	-0.0161251557948924
RNA methyltransferase, TrmA family	RNA methyltransferase, TrmA family	6	187	-0.0149650957922865
Thymidylate kinase (EC 2.7.4.9)	Thymidylate kinase (EC 2.7.4.9)	6	187	-0.0138268453273562
Transcription regulator [contains diacylglycerol kinase catalytic domain]	Transcription regulator [contains diacylglycerol kinase catalytic domain]	6	187	-0.0170939818912808
Zn-dependent hydrolase (beta-lactamase superfamily)	Zn-dependent hydrolase (beta-lactamase superfamily)	6	187	-0.016431776795991
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	6	187	-0.0218791827006453
Alanine racemase (EC 5.1.1.1)	Alanine racemase (EC 5.1.1.1)	6	187	-0.0145007161523437
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	6	187	-0.0128267854431868
Cysteine desulfurase (EC 2.8.1.7)	Cysteine desulfurase (EC 2.8.1.7)	6	187	-0.0129816350484813
Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	6	187	-0.013218777393272
Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	6	187	-0.0157885785166723
Beta-lactamase class C and other penicillin binding proteins	Beta-lactamase class C and other penicillin binding proteins	6	187	-0.025926439025861
FIG001721: Predicted N6-adenine-specific DNA methylase	FIG001721: Predicted N6-adenine-specific DNA methylase	6	187	-0.023840213998277
Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	6	187	-0.028290848583596
Cytidylate kinase (EC 2.7.4.14)	Cytidylate kinase (EC 2.7.4.14)	6	187	-0.011746031735206
DNA ligase (EC 6.5.1.2)	DNA ligase (EC 6.5.1.2)	6	187	-0.0117978921714963
FIG000233: metal-dependent hydrolase	FIG000233: metal-dependent hydrolase	6	187	-0.0127751108704061
Guanylate kinase (EC 2.7.4.8)	Guanylate kinase (EC 2.7.4.8)	6	187	-0.0100465004459062
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	6	187	-0.011532294567917
Phosphate starvation-inducible protein PhoH, predicted ATPase	Phosphate starvation-inducible protein PhoH, predicted ATPase	6	187	-0.0138510120621108
Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	6	187	-0.0109121020939073
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	6	187	-0.00967173492304552
DNA repair protein RadC	DNA repair protein RadC	6	187	-0.0175188716178687
Lon-like protease with PDZ domain	Lon-like protease with PDZ domain	6	187	-0.0125222692969991
Aspartate racemase (EC 5.1.1.13)	Aspartate racemase (EC 5.1.1.13)	6	187	-0.0185627224847742
Maltodextrin glucosidase (EC 3.2.1.20)	Maltodextrin glucosidase (EC 3.2.1.20)	6	187	-0.0145338061458536
Oligo-1,6-glucosidase (EC 3.2.1.10)	Oligo-1,6-glucosidase (EC 3.2.1.10)	6	187	-0.0124653838289008
Ribonuclease Z (EC 3.1.26.11)	Ribonuclease Z (EC 3.1.26.11)	6	187	-0.0140485661138738
Cell division protein FtsH (EC 3.4.24.-)	Cell division protein FtsH (EC 3.4.24.-)	6	187	-0.00902436696717054
Dimethyladenosine transferase (EC 2.1.1.-)	Dimethyladenosine transferase (EC 2.1.1.-)	6	187	-0.00868262847525814
DNA polymerase III delta prime subunit (EC 2.7.7.7)	DNA polymerase III delta prime subunit (EC 2.7.7.7)	6	187	-0.012423351851931
LSU ribosomal protein L3p (L3e)	LSU ribosomal protein L3p (L3e)	6	187	-0.00984617914089631
Peptide chain release factor 3	Peptide chain release factor 3	6	187	-0.0104413030876991
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	6	187	-0.0105979750477226
Prolyl-tRNA synthetase (EC 6.1.1.15)	Prolyl-tRNA synthetase (EC 6.1.1.15)	6	187	-0.0108535577163725
