Gene	EC_number	EC_Annotation
V1498417	ec:1.17.4.1	 ribonucleoside-diphosphate reductase; ribonucleotide reductase (ambiguous); CDP reductase; ribonucleoside diphosphate reductase; UDP reductase; ADP reductase; nucleoside diphosphate reductase; ribonucleoside 5'-diphosphate reductase; ribonucleotide diphosphate reductase; 2'-deoxyribonucleoside-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; RR; nrdB (gene name); nrdF (gene name); nrdJ (gene name)
V1504011	ec:4.1.1.17	 ornithine decarboxylase; SpeC; L-ornithine carboxy-lyase
V1528857	ec:5.99.1.3	 DNA topoisomerase (ATP-hydrolysing); type II DNA topoisomerase; DNA-gyrase; deoxyribonucleate topoisomerase; deoxyribonucleic topoisomerase; topoisomerase; DNA topoisomerase II
V1529841	ec:4.1.1.31	 phosphoenolpyruvate carboxylase; phosphopyruvate (phosphate) carboxylase; PEP carboxylase; phosphoenolpyruvic carboxylase; PEPC; PEPCase; phosphate:oxaloacetate carboxy-lyase (phosphorylating)
V1563611	ec:1.1.1.86	 ketol-acid reductoisomerase (NADP+); dihydroxyisovalerate dehydrogenase (isomerizing); acetohydroxy acid isomeroreductase; ketol acid reductoisomerase; alpha-keto-beta-hydroxylacyl reductoisomerase; 2-hydroxy-3-keto acid reductoisomerase; acetohydroxy acid reductoisomerase; acetolactate reductoisomerase; dihydroxyisovalerate (isomerizing) dehydrogenase; isomeroreductase; reductoisomerase; ketol-acid reductoisomerase; (R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)
V1594750	ec:2.4.2.8	 hypoxanthine phosphoribosyltransferase; IMP pyrophosphorylase; transphosphoribosidase; hypoxanthine---guanine phosphoribosyltransferase; guanine phosphoribosyltransferase; GPRT; HPRT; guanosine 5'-phosphate pyrophosphorylase; IMP-GMP pyrophosphorylase; HGPRTase; 6-hydroxypurine phosphoribosyltransferase; 6-mercaptopurine phosphoribosyltransferase; GMP pyrophosphorylase; guanine-hypoxanthine phosphoribosyltransferase; guanosine phosphoribosyltransferase; guanylate pyrophosphorylase; guanylic pyrophosphorylase; inosinate pyrophosphorylase; inosine 5'-phosphate pyrophosphorylase; inosinic acid pyrophosphorylase; inosinic pyrophosphorylase; 6-mercaptopurine phosphoribosyltransferase; purine-6-thiol phosphoribosyltransferase
V1603732	ec:6.1.1.14	 glycine---tRNA ligase; glycyl-tRNA synthetase; glycyl-transfer ribonucleate synthetase; glycyl-transfer RNA synthetase; glycyl-transfer ribonucleic acid synthetase; glycyl translase
V1684156	ec:6.1.1.6	 lysine---tRNA ligase; lysyl-tRNA synthetase; lysyl-transfer ribonucleate synthetase; lysyl-transfer RNA synthetase; L-lysine-transfer RNA ligase; lysine-tRNA synthetase; lysine translase
V1806795	ec:1.2.1.12	 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating); triosephosphate dehydrogenase; dehydrogenase, glyceraldehyde phosphate; phosphoglyceraldehyde dehydrogenase; 3-phosphoglyceraldehyde dehydrogenase; NAD+-dependent glyceraldehyde phosphate dehydrogenase; glyceraldehyde phosphate dehydrogenase (NAD+); glyceraldehyde-3-phosphate dehydrogenase (NAD+); NADH-glyceraldehyde phosphate dehydrogenase; glyceraldehyde-3-P-dehydrogenase
V1849664	ec:1.3.99.22	 Transferred to 1.3.98.3
V1852079	ec:2.7.13.3	 histidine kinase; EnvZ; histidine kinase (ambiguous); histidine protein kinase (ambiguous); protein histidine kinase (ambiguous); protein kinase (histidine) (ambiguous); HK1; HP165; Sln1p
V1000066	ec:3.4.21.107	 peptidase Do; DegP; DegP protease; HtrA; high temperature requirement protease A; HrtA heat shock protein; protease Do; Do protease
V1000304	ec:3.2.1.41	 pullulanase; limit dextrinase (erroneous); amylopectin 6-glucanohydrolase; bacterial debranching enzyme; debranching enzyme; alpha-dextrin endo-1,6-alpha-glucosidase; R-enzyme; pullulan alpha-1,6-glucanohydrolase
V1000563	ec:2.7.4.8	 guanylate kinase; deoxyguanylate kinase; 5'-GMP kinase; GMP kinase; guanosine monophosphate kinase; ATP:GMP phosphotransferase
V1019516	ec:4.1.1.49	 phosphoenolpyruvate carboxykinase (ATP); phosphopyruvate carboxylase (ATP); phosphoenolpyruvate carboxylase (ambiguous); phosphoenolpyruvate carboxykinase (ambiguous); phosphopyruvate carboxykinase (adenosine triphosphate); PEP carboxylase (ambiguous); PEP carboxykinase (ambiguous); PEPCK (ATP); PEPK; PEPCK; phosphoenolpyruvic carboxylase (ambiguous); phosphoenolpyruvic carboxykinase (ambiguous); phosphoenolpyruvate carboxylase (ATP); phosphopyruvate carboxykinase (ambiguous); ATP:oxaloacetate carboxy-lyase (transphosphorylating)
V1021358	ec:1.1.1.44	 phosphogluconate dehydrogenase (NADP+-dependent, decarboxylating); phosphogluconic acid dehydrogenase; 6-phosphogluconic dehydrogenase; 6-phosphogluconic carboxylase; 6-phosphogluconate dehydrogenase (decarboxylating); 6-phospho-D-gluconate dehydrogenase
V1021832	ec:5.1.3.14	 UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing); UDP-N-acetylglucosamine 2'-epimerase (ambiguous); uridine diphosphoacetylglucosamine 2'-epimerase (ambiguous); uridine diphospho-N-acetylglucosamine 2'-epimerase (ambiguous); uridine diphosphate-N-acetylglucosamine-2'-epimerase (ambiguous); rffE (gene name); mnaA (gene name); UDP-N-acetyl-D-glucosamine 2-epimerase
V1032620	ec:1.17.4.1	 ribonucleoside-diphosphate reductase; ribonucleotide reductase (ambiguous); CDP reductase; ribonucleoside diphosphate reductase; UDP reductase; ADP reductase; nucleoside diphosphate reductase; ribonucleoside 5'-diphosphate reductase; ribonucleotide diphosphate reductase; 2'-deoxyribonucleoside-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; RR; nrdB (gene name); nrdF (gene name); nrdJ (gene name)
V1033558	ec:2.7.2.3	 phosphoglycerate kinase; PGK; 3-PGK; ATP-3-phospho-D-glycerate-1-phosphotransferase; ATP:D-3-phosphoglycerate 1-phosphotransferase; 3-phosphoglycerate kinase; 3-phosphoglycerate phosphokinase; 3-phosphoglyceric acid kinase; 3-phosphoglyceric acid phosphokinase; 3-phosphoglyceric kinase; glycerate 3-phosphate kinase; glycerophosphate kinase; phosphoglyceric acid kinase; phosphoglyceric kinase; phosphoglycerokinase
V1033559	ec:5.3.1.1	 triose-phosphate isomerase; phosphotriose isomerase; triose phosphoisomerase; triose phosphate mutase; D-glyceraldehyde-3-phosphate ketol-isomerase ec:5.3.1.10 Transferred to 3.5.99.6 ec:5.3.1.11 Deleted entry ec:5.3.1.12 glucuronate isomerase; uronic isomerase; uronate isomerase; D-glucuronate isomerase; uronic acid isomerase; D-glucuronate ketol-isomerase ec:5.3.1.13 arabinose-5-phosphate isomerase; kdsD (gene name); gutQ (gene name); arabinose phosphate isomerase; phosphoarabinoisomerase; D-arabinose-5-phosphate ketol-isomerase ec:5.3.1.14 L-rhamnose isomerase; rhamnose isomerase; L-rhamnose ketol-isomerase ec:5.3.1.15 D-lyxose ketol-isomerase; D-lyxose isomerase; D-lyxose ketol-isomerase ec:5.3.1.16 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase; N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide isomerase; phosphoribosylformiminoaminophosphoribosylimidazolecarboxamide isomerase; N-(phosphoribosylformimino) aminophosphoribosylimidazolecarboxamide isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide ketol-isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide aldose-ketose-isomerase ec:5.3.1.17 5-dehydro-4-deoxy-D-glucuronate isomerase; 4-deoxy-L-threo-5-hexulose uronate isomerase; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase; kduI (gene name) ec:5.3.1.18 Deleted entry ec:5.3.1.19 Transferred to 2.6.1.16
V1036050	ec:4.2.1.46	 dTDP-glucose 4,6-dehydratase; thymidine diphosphoglucose oxidoreductase; TDP-glucose oxidoreductase; dTDP-glucose 4,6-hydro-lyase; dTDP-glucose 4,6-hydro-lyase (dTDP-4-dehydro-6-deoxy-alpha-D-glucose-forming)
V1036326	ec:2.8.1.7	 cysteine desulfurase; IscS; NIFS; NifS; SufS; cysteine desulfurylase
V1038414	ec:2.4.1.25	 4-alpha-glucanotransferase; disproportionating enzyme; dextrin glycosyltransferase; D-enzyme; debranching enzyme maltodextrin glycosyltransferase; amylomaltase; dextrin transglycosylase; 1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase ec:2.4.1.130 Transferred to 2.4.1.258 and 2.4.1.259 and 2.4.1.260 and 2.4.1.261 ec:2.4.1.250 D-inositol-3-phosphate glycosyltransferase; mycothiol glycosyltransferases; MshA; UDP-N-acetyl-D-glucosamine:1D-myo-inositol 3-phosphate alpha-D-glycosyltransferase ec:2.4.1.251 GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase; GumI ec:2.4.1.252 GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase; GumH; AceA; alpha1,3-mannosyltransferase AceA ec:2.4.1.253 baicalein 7-O-glucuronosyltransferase; UBGAT ec:2.4.1.254 cyanidin-3-O-glucoside 2''-O-glucuronosyltransferase; BpUGT94B1; UDP-glucuronic acid:anthocyanin glucuronosyltransferase; UDP-glucuronic acid:anthocyanidin 3-glucoside 2'-O-beta-glucuronosyltransferase; BpUGAT; UDP-D-glucuronate:cyanidin-3-O-beta-glucoside 2-O-beta-glucuronosyltransferase ec:2.4.1.255 protein O-GlcNAc transferase; O-GlcNAc transferase; OGTase; O-linked N-acetylglucosaminyltransferase; uridine diphospho-N-acetylglucosamine:polypeptide beta-N-acetylglucosaminyltransferase; protein O-linked beta-N-acetylglucosamine transferase ec:2.4.1.256 dolichyl-P-Glc:Glc2Man9GlcNAc2-PP-dolichol alpha-1,2-glucosyltransferase; ALG10; Dol-P-Glc:Glc2Man9GlcNAc2-PP-Dol alpha-1,2-glucosyltransferase ec:2.4.1.257 GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase; GDP-Man:Man2GlcNAc2-PP-Dol alpha-1,6-mannosyltransferase; Alg2 mannosyltransferase (ambiguous); ALG2 (gene name, ambiguous); GDP-Man:Man1GlcNAc2-PP-dolichol mannosyltransferase (ambiguous); GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase ec:2.4.1.258 dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase; Man5GlcNAc2-PP-Dol mannosyltransferase; ALG3; dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase; Not56-like protein; Alg3 alpha-1,3-mannosyl transferase; Dol-P-Man:Man5GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase; dolichyl beta-D-mannosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-mannosyltransferase ec:2.4.1.259 dolichyl-P-Man:Man6GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase; ALG9; ALG9 alpha1,2 mannosyltransferase; dolichylphosphomannose-dependent ALG9 mannosyltransferase; ALG9 mannosyltransferase; Dol-P-Man:Man6GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase; dolichyl beta-D-mannosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->3)-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-mannosyltransferase
V1048243	ec:6.1.1.12	 aspartate---tRNA ligase; aspartyl-tRNA synthetase; aspartyl ribonucleic synthetase; aspartyl-transfer RNA synthetase; aspartic acid translase; aspartyl-transfer ribonucleic acid synthetase; aspartyl ribonucleate synthetase
V1048897	ec:4.2.1.20	 tryptophan synthase; L-tryptophan synthetase; indoleglycerol phosphate aldolase; tryptophan desmolase; tryptophan synthetase; L-serine hydro-lyase (adding indoleglycerol-phosphate); L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate, L-tryptophan and glyceraldehyde-3-phosphate-forming]
V1049468	ec:2.7.2.3	 phosphoglycerate kinase; PGK; 3-PGK; ATP-3-phospho-D-glycerate-1-phosphotransferase; ATP:D-3-phosphoglycerate 1-phosphotransferase; 3-phosphoglycerate kinase; 3-phosphoglycerate phosphokinase; 3-phosphoglyceric acid kinase; 3-phosphoglyceric acid phosphokinase; 3-phosphoglyceric kinase; glycerate 3-phosphate kinase; glycerophosphate kinase; phosphoglyceric acid kinase; phosphoglyceric kinase; phosphoglycerokinase
V1050784	ec:6.1.1.12	 aspartate---tRNA ligase; aspartyl-tRNA synthetase; aspartyl ribonucleic synthetase; aspartyl-transfer RNA synthetase; aspartic acid translase; aspartyl-transfer ribonucleic acid synthetase; aspartyl ribonucleate synthetase
V1052608	ec:3.5.4.9	 methenyltetrahydrofolate cyclohydrolase; Citrovorum factor cyclodehydrase; cyclohydrolase; formyl-methenyl-methylenetetrahydrofolate synthetase (combined); 5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)
V1053088	ec:3.4.21.92	 endopeptidase Clp; endopeptidase Ti; caseinolytic protease; protease Ti; ATP-dependent Clp protease; endopeptidase Ti; caseinolytic protease; ClpP; Clp protease
V1053216	ec:2.7.7.6	 DNA-directed RNA polymerase; RNA polymerase; RNA nucleotidyltransferase (DNA-directed); RNA polymerase I; RNA polymerase II; RNA polymerase III; C RNA formation factors; deoxyribonucleic acid-dependent ribonucleic acid polymerase; DNA-dependent ribonucleate nucleotidyltransferase; DNA-dependent RNA nucleotidyltransferase; DNA-dependent RNA polymerase; ribonucleate nucleotidyltransferase; ribonucleate polymerase; C ribonucleic acid formation factors; ribonucleic acid nucleotidyltransferase; ribonucleic acid polymerase; ribonucleic acid transcriptase; ribonucleic polymerase; ribonucleic transcriptase; RNA nucleotidyltransferase; RNA transcriptase; transcriptase; RNA nucleotidyltransferase I ec:2.7.7.60 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MEP cytidylyltransferase ec:2.7.7.61 citrate lyase holo-[acyl-carrier protein] synthase; 2'-(5''-phosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase; CitX; holo-ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase adenylyltransferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase adenylyltransferase; holo-citrate lyase synthase (incorrect) ec:2.7.7.62 adenosylcobinamide-phosphate guanylyltransferase; CobU; adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase; AdoCbi kinase/AdoCbi-phosphate guanylyltransferase ec:2.7.7.63 Transferred to 6.3.1.20 ec:2.7.7.64 UTP-monosaccharide-1-phosphate uridylyltransferase; UDP-sugar pyrophosphorylase; PsUSP ec:2.7.7.65 diguanylate cyclase; DGC; PleD ec:2.7.7.66 malonate decarboxylase holo-[acyl-carrier protein] synthase; holo ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo ACP 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; MdcG; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase adenylyltransferase; holo-malonate-decarboxylase synthase (incorrect) ec:2.7.7.67 CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase; carS (gene name); CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase; CTP:2,3-GG-GP ether cytidylyltransferase; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol synthase; CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphate cytidylyltransferase; CDP-unsaturated archaeol synthase; CDP-archaeol synthase (incorrect) ec:2.7.7.68 2-phospho-L-lactate guanylyltransferase; CofC; MJ0887 ec:2.7.7.69 GDP-L-galactose phosphorylase; VTC2; VTC5
