Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1482513	; TOP1Ac; TOPRIM_TopoIA_TopoI	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain	; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Bacterial Topoisomerase I	; DNA topoisomerase 1 [topA].	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain			; Prokaryotic DNA topoisomerase I signature	; DNA topoisomerase; Topoisomerase DNA binding C4 zinc finger; Toprim domain		; Prokaryotic DNA topoisomerase I active site.	; Toprim domain profile.		; Bacterial DNA topoisomeraes I ATP-binding domain; Bacterial DNA topoisomerase I DNA-binding domain; 	; Zinc beta-ribbon; Prokaryotic type I DNA topoisomerase	;  DNA topoisomerase I
V1000057	; PRTases_typeI	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Ribose-phosphate diphosphokinase; Ribose-phosphate pyrophosphokinase, N-terminal domain			; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Ribose-phosphate diphosphokinase; Ribose-phosphate pyrophosphokinase, N-terminal domain				; N-terminal domain of ribose phosphate pyrophosphokinase; Phosphoribosyl synthetase-associated domain						; PRTase-like; PRTase-like	;  ribose-phosphate diphosphokinase
V1481324		; Asn/Gln amidotransferase; Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic; Aspartyl/glutamyl-tRNA amidotransferase subunit B-related; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit; Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site		; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [gatB].	; Asn/Gln amidotransferase; Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic; Aspartyl/glutamyl-tRNA amidotransferase subunit B-related; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit; Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site				; GatB domain; GatB/GatE catalytic domain		; Glutamyl-tRNA(Gln) amidotransferase subunit B signature.			; GatB domain	; Glutamine synthetase/guanido kinase; GatB/YqeY motif	;  aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
V1339711		; Peptidyl-prolyl cis-trans isomerase, PpiC-type			; Peptidyl-prolyl cis-trans isomerase, PpiC-type				; PPIC-type PPIASE domain			; PpiC-type peptidyl-prolyl cis-trans isomerase family profile.			; FKBP-like	
V1000081		; Cyclic-di-AMP phosphodiesterase GdpP/PdeA; DDH domain; DHHA1 domain; GGDEF domain; Nucleotide cyclase	; inorganic pyrophosphatase (n-terminal core)		; Cyclic-di-AMP phosphodiesterase GdpP/PdeA; DDH domain; DHHA1 domain; GGDEF domain; Nucleotide cyclase		; (Full/Desc.) signal transduction phosphoesterase with modified GGDEF domain, YybT type		; DHH family; DHHA1 domain			; GGDEF domain profile.		; diguanylate cyclase	; Nucleotide cyclase; DHH phosphoesterases	
V1101641		; Glycoside hydrolase, family 65, central catalytic; Six-hairpin glycosidase; Six-hairpin glycosidase-like			; Glycoside hydrolase, family 65, central catalytic; Six-hairpin glycosidase; Six-hairpin glycosidase-like				; Glycosyl hydrolase family 65 central catalytic domain						; Six-hairpin glycosidases	
V1381099	; F1-ATPase_gamma	; ATP synthase, F1 complex, gamma subunit			; ATP synthase, F1 complex, gamma subunit			; ATP synthase gamma subunit signature	; ATP synthase						; ATP synthase (F1-ATPase), gamma subunit	;  ATP synthase F1, gamma subunit
V1879918		; Ribosomal protein S4/S9, N-terminal	; Ribosomal Protein S4 Delta 41; Chain A		; Ribosomal protein S4/S9, N-terminal				; Ribosomal protein S4/S9 N-terminal domain					; Ribosomal protein S4/S9 N-terminal domain	; Alpha-L RNA-binding motif	
V1852084		; Nucleotide-binding alpha-beta plait domain; Ribosomal protein L23/L15e core domain; Ribosomal protein L23/L25, conserved site; Ribosomal protein L25/L23		; 50S ribosomal protein L23 [rplW].	; Nucleotide-binding alpha-beta plait domain; Ribosomal protein L23/L15e core domain; Ribosomal protein L23/L25, conserved site; Ribosomal protein L25/L23				; Ribosomal protein L23		; Ribosomal protein L23 signature.				; Ribosomal proteins S24e, L23 and L15e	
V1162881	; PGM2	; Alpha-D-phosphohexomutase, C-terminal; Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III; Alpha-D-phosphohexomutase, alpha/beta/alpha domain I; Alpha-D-phosphohexomutase, alpha/beta/alpha domain II; Alpha-D-phosphohexomutase, alpha/beta/alpha domain III	; Major birch pollen allergen Bet v 1; Alpha-D-Glucose-1; Alpha-D-Glucose-1; Alpha-D-Glucose-1		; Alpha-D-phosphohexomutase, C-terminal; Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III; Alpha-D-phosphohexomutase, alpha/beta/alpha domain I; Alpha-D-phosphohexomutase, alpha/beta/alpha domain II; Alpha-D-phosphohexomutase, alpha/beta/alpha domain III				; Phosphoglucomutase/phosphomannomutase, C-terminal domain; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III						; Phosphoglucomutase, first 3 domains; Phosphoglucomutase, C-terminal domain; Phosphoglucomutase, C-terminal domain; Phosphoglucomutase, first 3 domains; Phosphoglucomutase, first 3 domains	
V1886513	; HDc	; HD domain; HD/PDEase domain; HDIG domain; K Homology domain; K Homology domain, type 1	; Hypothetical protein af1432		; HD domain; HD/PDEase domain; HDIG domain; K Homology domain; K Homology domain, type 1				; HD domain; KH domain			; Type-1 KH domain profile.		; K homology RNA-binding domain; Metal dependent phosphohydrolases with conserved 'HD' motif.	; HD-domain/PDEase-like; Eukaryotic type KH-domain (KH-domain type I)	;  HDIG domain
V1000326	; TGS_ThrRS_N; ThrRS_anticodon; ThrRS_core	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (G/ P/ S/T); Anticodon-binding; Beta-grasp domain; TGS; TGS-like; Threonine-tRNA ligase catalytic core domain; Threonine-tRNA ligase, class IIa; Threonyl/alanyl tRNA synthetase, SAD; Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain	; Class II aaRS ABD-related; Bira Bifunctional Protein; Domain 2; Threonyl-trna Synthetase; Chain A; Threonyl-trna Synthetase; Chain A	; Threonine--tRNA ligase [thrS].	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (G/ P/ S/T); Anticodon-binding; Beta-grasp domain; TGS; TGS-like; Threonine-tRNA ligase catalytic core domain; Threonine-tRNA ligase, class IIa; Threonyl/alanyl tRNA synthetase, SAD; Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain			; Threonyl-tRNA synthetase signature	; Anticodon binding domain; TGS domain; Threonyl and Alanyl tRNA synthetase second additional domain; tRNA synthetase class II core domain (G, H, P, S and T)			; Aminoacyl-transfer RNA synthetases class-II family profile.		; Threonyl and Alanyl tRNA synthetase second additional domain	; Class II aaRS ABD-related; TGS-like; Class II aaRS and biotin synthetases; ThrRS/AlaRS common domain	;  threonine--tRNA ligase
V1364877	; F1-ATPase_delta	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	; ATP Synthase; domain 1	; ATP synthase epsilon chain [atpC].	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal				; ATP synthase, Delta/Epsilon chain, beta-sandwich domain; ATP synthase, Delta/Epsilon chain, long alpha-helix domain	; ATP SYNTHASE ION EPSILON SUBUNIT HYDROLASE CF1 SYNTHESIS CHAIN HYDROGEN					; Epsilon subunit of F1F0-ATP synthase N-terminal domain; Epsilon subunit of F1F0-ATP synthase C-terminal domain	;  ATP synthase F1, epsilon subunit
V1191213	; LanC_SerThrkinase	; Lanthionine synthetase C-like; Protein kinase domain; Protein kinase-like domain	; Transferase(Phosphotransferase) domain 1		; Lanthionine synthetase C-like; Protein kinase domain; Protein kinase-like domain				; Lanthionine synthetase C-like protein; Protein kinase domain			; Protein kinase domain profile.			; Protein kinase-like (PK-like); LanC-like	
V1076330	; SSB_OBF	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; Nucleic acid-binding proteins	; Single-stranded DNA-binding protein.	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; consensus disorder prediction	; (Full) single-strand binding protein		; Single-strand binding protein family			; Single-strand binding (SSB) domain profile.			; Nucleic acid-binding proteins	;  single-stranded DNA-binding protein
V1297356	; EF_Tu	; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain	; Translation factors; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain			; GTP-binding elongation factor signature	; Elongation factor Tu GTP binding domain		; Translational (tr)-type guanine nucleotide-binding (G) domain signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1607589	; HAMP; HATPase_c; HisKA	; HAMP domain; Histidine kinase domain; Histidine kinase-like ATPase, C-terminal domain; Signal transduction histidine kinase, dimerisation/phosphoacceptor domain; Signal transduction histidine kinase-related protein, C-terminal			; HAMP domain; Histidine kinase domain; Histidine kinase-like ATPase, C-terminal domain; Signal transduction histidine kinase, dimerisation/phosphoacceptor domain; Signal transduction histidine kinase-related protein, C-terminal			; Bacterial sensor protein C-terminal signature	; HAMP domain; His Kinase A (phospho-acceptor) domain; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			; HAMP domain profile.; Histidine kinase domain profile.		; HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain; Histidine kinase-like ATPases; His Kinase A (phosphoacceptor) domain	; HAMP domain-like; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase; Homodimeric domain of signal transducing histidine kinase	
V1500383	; GroEL	; Chaperonin Cpn60; Chaperonin Cpn60, conserved site; Chaperonin Cpn60/TCP-1 family; GroEL-like apical domain; GroEL-like equatorial domain	; GroEL; GROEL		; Chaperonin Cpn60; Chaperonin Cpn60, conserved site; Chaperonin Cpn60/TCP-1 family; GroEL-like apical domain; GroEL-like equatorial domain			; 60kDa chaperonin signature	; TCP-1/cpn60 chaperonin family		; Chaperonins cpn60 signature.				; GroEL equatorial domain-like; GroEL apical domain-like; GroEL equatorial domain-like	;  chaperonin GroL
V1482595		; 50S ribosomal protein uL4; Ribosomal protein L4 domain; Ribosomal protein L4/L1e		; 50S ribosomal protein L4 [rplD].	; 50S ribosomal protein uL4; Ribosomal protein L4 domain; Ribosomal protein L4/L1e				; Ribosomal protein L4/L1 family						; Ribosomal protein L4	;  50S ribosomal protein uL4
V1149854		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1581223	; SSB_OBF	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; Nucleic acid-binding proteins	; Single-stranded DNA-binding protein.	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein		; (Full) single-strand binding protein		; Single-strand binding protein family			; Single-strand binding (SSB) domain profile.			; Nucleic acid-binding proteins	;  single-stranded DNA-binding protein
V1851978		; Solute-binding family 1, conserved site	; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Solute-binding family 1, conserved site				; Bacterial extracellular solute-binding protein		; Bacterial extracellular solute-binding proteins, family 1 signature.	; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1000044	; AsnB; Asn_Synthase_B_C	; Asparagine synthase; Asparagine synthase, N-terminal domain; Asparagine synthase, glutamine-hydrolyzing; Glutamine amidotransferase type 2 domain; Nucleophile aminohydrolases, N-terminal; Rossmann-like alpha/beta/alpha sandwich fold	; Glutamine Phosphoribosylpyrophosphate; HUPs; HUPs		; Asparagine synthase; Asparagine synthase, N-terminal domain; Asparagine synthase, glutamine-hydrolyzing; Glutamine amidotransferase type 2 domain; Nucleophile aminohydrolases, N-terminal; Rossmann-like alpha/beta/alpha sandwich fold		; (Full) asparagine synthetase [glutamine-hydrolyzing]		; Asparagine synthase; Glutamine amidotransferase domain			; Glutamine amidotransferase type 2 domain profile.			; N-terminal nucleophile aminohydrolases (Ntn hydrolases); Adenine nucleotide alpha hydrolases-like; Adenine nucleotide alpha hydrolases-like	;  asparagine synthase (glutamine-hydrolyzing)
V1541135	; AmyAc_SI_OligoGlu_DGase	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain	; Glycosidases; Glycosidases; Golgi alpha-mannosidase II; Oligo-1		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain				; Alpha amylase, catalytic domain					; Alpha-amylase domain	; Glycosyl hydrolase domain; (Trans)glycosidases	
V1107920		; Tox-PL domain			; Tox-PL domain				; Papain fold toxin 1, glutamine deamidase							
V1001475		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1033474	; EFTU_II; EFTU_III	; Elongation factor Tu, domain 2; P-loop containing nucleoside triphosphate hydrolase; Transcription factor, GTP-binding domain; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu/EF1A, bacterial/organelle; Translation protein, beta-barrel domain	; Translation factors; Translation factors; P-loop containing nucleotide triphosphate hydrolases		; Elongation factor Tu, domain 2; P-loop containing nucleoside triphosphate hydrolase; Transcription factor, GTP-binding domain; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu/EF1A, bacterial/organelle; Translation protein, beta-barrel domain				; Elongation factor Tu C-terminal domain; Elongation factor Tu GTP binding domain; Elongation factor Tu domain 2			; Translational (tr)-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases; EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain; Translation proteins	;  translation elongation factor Tu
V1000563	; GMPK	; Guanylate kinase; Guanylate kinase, conserved site; Guanylate kinase-like domain; Guanylate kinase/L-type calcium channel beta subunit; P-loop containing nucleoside triphosphate hydrolase	; Guanylate Kinase phosphate binding domain; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases	; Guanylate kinase [gmk].	; Guanylate kinase; Guanylate kinase, conserved site; Guanylate kinase-like domain; Guanylate kinase/L-type calcium channel beta subunit; P-loop containing nucleoside triphosphate hydrolase				; Guanylate kinase		; Guanylate kinase-like signature.	; Guanylate kinase-like domain profile.		; Guanylate kinase homologues.	; P-loop containing nucleoside triphosphate hydrolases	;  guanylate kinase
V1000050	; SCP_bacterial	; CAP domain	; Pathogenesis-related Protein p14a		; CAP domain				; Cysteine-rich secretory protein family						; PR-1-like	
V1594051	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, core; ClpA/B, conserved site 1; P-loop containing nucleoside triphosphate hydrolase; UVR domain	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ATPase, AAA-type, core; ClpA/B, conserved site 1; P-loop containing nucleoside triphosphate hydrolase; UVR domain	; consensus disorder prediction			; ATPase family associated with various cellular activities (AAA); UvrB/uvrC motif		; Chaperonins clpA/B signature 1.	; UVR domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1481338		; Flavoprotein-like domain; NADPH-dependent FMN reductase-like			; Flavoprotein-like domain; NADPH-dependent FMN reductase-like				; NADPH-dependent FMN reductase						; Flavoproteins	
V1159530		; P-loop containing nucleoside triphosphate hydrolase; PhoH-like protein	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; PhoH-like protein				; PhoH-like protein						; P-loop containing nucleoside triphosphate hydrolases	
V1000007	; S1_IF1	; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; RNA-binding domain, S1, IF1 type; Translation initiation factor IF-1	; Nucleic acid-binding proteins	; Translation initiation factor IF-1 [infA].	; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; RNA-binding domain, S1, IF1 type; Translation initiation factor IF-1				; Translation initiation factor 1A / IF-1			; S1 domain IF1 type profile.		; Ribosomal protein S1-like RNA-binding domain	; Nucleic acid-binding proteins	;  translation initiation factor IF-1
V1886508		; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; YebC-like			; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; YebC-like				; Transcriptional regulator						; YebC-like	
V1364188	; F1-ATPase_beta	; AAA+ ATPase domain; ATP synthase, F1 complex, beta subunit; ATPase, F1/V1 complex, beta subunit, C-terminal; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain; ATPase, alpha/beta subunit, nucleotide-binding domain, active site; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Bovine Mitochondrial F1-atpase; Atp Synthase Beta Chain; Chain D		; AAA+ ATPase domain; ATP synthase, F1 complex, beta subunit; ATPase, F1/V1 complex, beta subunit, C-terminal; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain; ATPase, alpha/beta subunit, nucleotide-binding domain, active site; P-loop containing nucleoside triphosphate hydrolase				; ATP synthase alpha/beta family, beta-barrel domain; ATP synthase alpha/beta family, nucleotide-binding domain		; ATP synthase alpha and beta subunits signature.			; ATPases associated with a variety of cellular activities	; C-terminal domain of alpha and beta subunits of F1 ATP synthase; N-terminal domain of alpha and beta subunits of F1 ATP synthase; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	;  ATP synthase F1, beta subunit
V1213480	; recA	; AAA+ ATPase domain; DNA recombination and repair protein RecA; DNA recombination and repair protein RecA, C-terminal; DNA recombination and repair protein RecA, monomer-monomer interface; DNA recombination and repair protein RecA-like, ATP-binding domain; DNA recombination/repair protein RecA, conserved site; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; RecA protein	; Protein RecA [recA].	; AAA+ ATPase domain; DNA recombination and repair protein RecA; DNA recombination and repair protein RecA, C-terminal; DNA recombination and repair protein RecA, monomer-monomer interface; DNA recombination and repair protein RecA-like, ATP-binding domain; DNA recombination/repair protein RecA, conserved site; P-loop containing nucleoside triphosphate hydrolase			; RecA protein signature	; recA bacterial DNA recombination protein		; recA signature.	; RecA family profile 1.; RecA family profile 2.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; RecA protein, C-terminal domain	;  protein RecA
V1000008	; ADK	; Adenylate kinase subfamily; Adenylate kinase, active site lid domain; Adenylate kinase, conserved site; Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases	; Adenylate kinase [adk].	; Adenylate kinase subfamily; Adenylate kinase, active site lid domain; Adenylate kinase, conserved site; Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase			; Adenylate kinase signature	; Adenylate kinase; Adenylate kinase, active site lid		; Adenylate kinase signature.				; P-loop containing nucleoside triphosphate hydrolases	;  adenylate kinase
V1000533	; CTGs; GATase1_CTP_Synthase	; CTP synthase; CTP synthase GATase domain; CTP synthase, N-terminal; Class I glutamine amidotransferase-like; Glutamine amidotransferase; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases	; CTP synthase [pyrG].	; CTP synthase; CTP synthase GATase domain; CTP synthase, N-terminal; Class I glutamine amidotransferase-like; Glutamine amidotransferase; P-loop containing nucleoside triphosphate hydrolase				; CTP synthase N-terminus; Glutamine amidotransferase class-I			; Glutamine amidotransferase type 1 domain profile.			; Class I glutamine amidotransferase-like; P-loop containing nucleoside triphosphate hydrolases	;  CTP synthase
V1137029		; DDH domain; DHHA2 domain; Manganese-dependent inorganic pyrophosphatase, probable	; inorganic pyrophosphatase (n-terminal core)	; Probable manganese-dependent inorganic pyrophosphatase [ppaC].	; DDH domain; DHHA2 domain; Manganese-dependent inorganic pyrophosphatase, probable				; DHH family; DHHA2 domain					; 	; DHH phosphoesterases	
V1204231		; Adhesion domain; Fibrinogen-binding domain 2; Fibrogen-binding domain 1; MucBP domain			; Adhesion domain; Fibrinogen-binding domain 2; Fibrogen-binding domain 1; MucBP domain	; consensus disorder prediction			; C-terminus of bacterial fibrinogen-binding adhesin; MucBP domain						; Bacterial adhesins; Bacterial adhesins	
V1000144	; RPS2	; Ribosomal protein S2; Ribosomal protein S2, bacteria/mitochondria/plastid; Ribosomal protein S2, conserved site; Ribosomal protein S2, flavodoxin-like domain	; Helix hairpin bin; Glucose-6-phosphate isomerase like protein; domain 1; Glucose-6-phosphate isomerase like protein; domain 1	; 30S ribosomal protein S2 [rpsB].	; Ribosomal protein S2; Ribosomal protein S2, bacteria/mitochondria/plastid; Ribosomal protein S2, conserved site; Ribosomal protein S2, flavodoxin-like domain	; consensus disorder prediction		; Ribosomal protein S2 signature	; Ribosomal protein S2		; Ribosomal protein S2 signature 1.; Ribosomal protein S2 signature 2.				; Ribosomal protein S2	;  ribosomal protein uS2
V1034832		; Metallo-beta-lactamase; Ribonuclease J; Ribonuclease J, bacteria; Zn-dependent metallo-hydrolase, RNA specificity domain	; Metallo-beta-lactamase	; Ribonuclease J [rnj].	; Metallo-beta-lactamase; Ribonuclease J; Ribonuclease J, bacteria; Zn-dependent metallo-hydrolase, RNA specificity domain				; Metallo-beta-lactamase superfamily; Zn-dependent metallo-hydrolase RNA specificity domain					; Metallo-beta-lactamase superfamily	; Metallo-hydrolase/oxidoreductase	;  beta-CASP ribonuclease, RNase J family
V1852140	; Anticodon_Ia_Met; MetRS_core; tRNA_bind_EcMetRS_like	; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Methionine-tRNA synthetase, type 2; Methioninyl-tRNA synthetase core domain; Methionyl-tRNA synthetase; Methionyl-tRNA synthetase, beta subunit, C-terminal; Methionyl/Leucyl tRNA synthetase; Nucleic acid-binding, OB-fold; Rossmann-like alpha/beta/alpha sandwich fold; tRNA-binding domain	; HUPs; HUPs; Nucleic acid-binding proteins; Isoleucyl-tRNA Synthetase; Domain 1	; Methionine--tRNA ligase [metG].	; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Methionine-tRNA synthetase, type 2; Methioninyl-tRNA synthetase core domain; Methionyl-tRNA synthetase; Methionyl-tRNA synthetase, beta subunit, C-terminal; Methionyl/Leucyl tRNA synthetase; Nucleic acid-binding, OB-fold; Rossmann-like alpha/beta/alpha sandwich fold; tRNA-binding domain			; Methionyl-tRNA synthetase signature	; Putative tRNA binding domain; tRNA synthetases class I (M)		; Aminoacyl-transfer RNA synthetases class-I signature.	; tRNA-binding domain profile.			; Nucleic acid-binding proteins; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases; Nucleotidylyl transferase	;  methionine--tRNA ligase;  methionine--tRNA ligase, beta subunit
V1000551	; AmyAc_CMD; E_set_CDase_PDE_N	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal Ig-like domain; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold	; Glycosidases; Immunoglobulins		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal Ig-like domain; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold				; Alpha amylase, N-terminal ig-like domain; Alpha amylase, catalytic domain					; Alpha-amylase domain	; (Trans)glycosidases; E set domains	
V1552751	; TGS_YchF_C; YchF	; Beta-grasp domain; Domain of unknown function DUF933; GTP binding domain; OBG-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase; Ribosome-binding ATPase YchF/Obg-like ATPase 1; TGS-like; TGS-like domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; TGS-like domain	; Ribosome-binding ATPase YchF [ychF].	; Beta-grasp domain; Domain of unknown function DUF933; GTP binding domain; OBG-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase; Ribosome-binding ATPase YchF/Obg-like ATPase 1; TGS-like; TGS-like domain		; (Full) GTP-dependent nucleic acid-binding protein, EngD type	; GTP1/OBG GTP-binding protein family signature	; 50S ribosome-binding GTPase; Protein of unknown function (DUF933)			; OBG-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases; TGS-like	;  GTP-binding protein YchF
V1000012		; Ribosomal protein L6; Ribosomal protein L6, alpha-beta domain; Ribosomal protein L6, bacterial-type; Ribosomal protein L6, conserved site		; 50S ribosomal protein L6 [rplF].	; Ribosomal protein L6; Ribosomal protein L6, alpha-beta domain; Ribosomal protein L6, bacterial-type; Ribosomal protein L6, conserved site		; (Full) ribosomal protein, L6p/L6a/L9e/organellar L9 types	; Ribosomal protein L6 signature	; Ribosomal protein L6		; Ribosomal protein L6 signature 1.				; Ribosomal protein L6; Ribosomal protein L6	;  ribosomal protein uL6
