Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1592979		; DNA breaking-rejoining enzyme, catalytic core; Integrase-like, catalytic domain	; Intergrase catalytic core		; DNA breaking-rejoining enzyme, catalytic core; Integrase-like, catalytic domain										; DNA breaking-rejoining enzymes	
V1608731		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, methionine import, ATP-binding protein, MetN, C-terminal; ABC transporter-like; NIL domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, methionine import, ATP-binding protein, MetN, C-terminal; ABC transporter-like; NIL domain; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; NIL domain		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.; Methionine import ATP-binding protein metN family profile.		; ATPases associated with a variety of cellular activities; 	; P-loop containing nucleoside triphosphate hydrolases; ACT-like	
V1879906		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like				; Beta-lactamase						; beta-lactamase/transpeptidase-like	
V1880025		; Major facilitator superfamily domain	; MFS general substrate transporter like domains		; Major facilitator superfamily domain				; MFS/sugar transport protein						; MFS general substrate transporter	
V1000325		; Ribosomal protein L35; Ribosomal protein L35, conserved site; Ribosomal protein L35, non-mitochondrial		; 50S ribosomal protein L35 [rpmI].	; Ribosomal protein L35; Ribosomal protein L35, conserved site; Ribosomal protein L35, non-mitochondrial	; consensus disorder prediction		; Ribosomal protein L35 signature	; Ribosomal protein L35		; Ribosomal protein L35 signature.				; L35p-like	;  ribosomal protein bL35
V1006818		; ABC-2 transporter; ABC-2 type transporter			; ABC-2 transporter; ABC-2 type transporter		; (Full) ABC-type transport system, permease component, DrrB type		; ABC-2 type transporter			; ABC transporter integral membrane type-2 domain profile.				
V1043350		; ABC transporter, conserved site; ABC transporter-like; Oligopeptide/dipeptide ABC transporter, C-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter, conserved site; ABC transporter-like; Oligopeptide/dipeptide ABC transporter, C-terminal; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; Oligopeptide/dipeptide transporter, C-terminal region		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.			; P-loop containing nucleoside triphosphate hydrolases	;  oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
V1046737		; Protein of unknown function DUF990			; Protein of unknown function DUF990				; ABC-2 family transporter protein							
V1144166		; Glutamine synthetase, catalytic domain; Glutamine synthetase/guanido kinase, catalytic domain	; Glutamine synthetase/guanido kinase		; Glutamine synthetase, catalytic domain; Glutamine synthetase/guanido kinase, catalytic domain				; Glutamine synthetase, catalytic domain						; Glutamine synthetase/guanido kinase	
V1296394		; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold	; Isoleucyl-tRNA Synthetase; Domain 1; HUPs		; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold				; tRNA synthetases class I (I, L, M and V)						; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases; Nucleotidylyl transferase	
V1306481	; MFS	; Major facilitator superfamily domain; Transmembrane secretion effector	; MFS general substrate transporter like domains		; Major facilitator superfamily domain; Transmembrane secretion effector				; Transmembrane secretion effector						; MFS general substrate transporter	
V1463129		; HAD-like domain			; HAD-like domain				; Haloacid dehalogenase-like hydrolase						; HAD-like	
V1469492		; Mur ligase, central			; Mur ligase, central										; MurD-like peptide ligases, catalytic domain	
V1580703						; consensus disorder prediction										;  LPXTG cell wall anchor domain
V1852126		; ABC/ECF transporter, transmembrane component			; ABC/ECF transporter, transmembrane component				; Cobalt transport protein							
V1886681		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1				; ABC transporter		; Sigma-54 interaction domain ATP-binding region A signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1000089	; dNK	; Deoxynucleoside kinase; Deoxynucleoside kinase domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Deoxynucleoside kinase; Deoxynucleoside kinase domain; P-loop containing nucleoside triphosphate hydrolase		; (Full) deoxynucleoside kinase		; Deoxynucleoside kinase						; P-loop containing nucleoside triphosphate hydrolases	
V1000194		; Domain of unknown function DUF2479			; Domain of unknown function DUF2479				; Domain of unknown function (DUF2479)						; Apolipoprotein A-I	
V1000504	; NAPRTase_A	; Nicotinate phosphoribosyltransferase family; Nicotinate phosphoribosyltransferase pncB-type; Quinolinate phosphoribosyl transferase, C-terminal	; nicotinate phosphoribosyltransferase		; Nicotinate phosphoribosyltransferase family; Nicotinate phosphoribosyltransferase pncB-type; Quinolinate phosphoribosyl transferase, C-terminal		; (Full) nicotinate phosphoribosyltransferase		; Nicotinate phosphoribosyltransferase (NAPRTase) family						; Nicotinate/Quinolinate PRTase C-terminal domain-like; Nicotinate/Quinolinate PRTase N-terminal domain-like	;  nicotinate phosphoribosyltransferase
V1034595		; Endopeptidase, NLPC/P60 domain	; endopeptidase domain like (from Nostoc punctiforme)		; Endopeptidase, NLPC/P60 domain				; NlpC/P60 family						; Cysteine proteinases	
V1143869		; Glycoside hydrolase family 31; Glycoside hydrolase superfamily			; Glycoside hydrolase family 31; Glycoside hydrolase superfamily				; Glycosyl hydrolases family 31						; Glycosyl hydrolase domain; (Trans)glycosidases	
V1420606		; Antitoxin DinJ; RelB antitoxin/Antitoxin DinJ			; Antitoxin DinJ; RelB antitoxin/Antitoxin DinJ		; (Full) toxin-antitoxin system, toxin component, DinJ type		; RelB antitoxin							;  addiction module antitoxin, RelB/DinJ family
V1595480		; RNA polymerase sigma factor 54; RNA polymerase sigma factor 54, core-binding			; RNA polymerase sigma factor 54; RNA polymerase sigma factor 54, core-binding				; Sigma-54 factor, Activator interacting domain (AID); Sigma-54 factor, core binding domain							
V1000489		; Bacterial EndoU nuclease			; Bacterial EndoU nuclease				; Bacterial EndoU nuclease							
V1033521		; Amino acid/polyamine transporter I			; Amino acid/polyamine transporter I				; Amino acid permease							
V1034596		; L,D-transpeptidase catalytic domain; Putative peptidoglycan binding domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39; L		; L,D-transpeptidase catalytic domain; Putative peptidoglycan binding domain; S-adenosyl-L-methionine-dependent methyltransferase				; L,D-transpeptidase catalytic domain; Putative peptidoglycan binding domain						; L,D-transpeptidase pre-catalytic domain-like; L,D-transpeptidase catalytic domain-like	
V1038287	; INT_XerDC_C	; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal; Tyrosine recombinase XerC; Tyrosine recombinase XerC/XerD	; Intergrase catalytic core	; Tyrosine recombinase XerC [xerC].	; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal; Tyrosine recombinase XerC; Tyrosine recombinase XerC/XerD				; Phage integrase family; Phage integrase, N-terminal SAM-like domain						; DNA breaking-rejoining enzymes	;  tyrosine recombinase XerC
V1157461		; Glycine-tRNA ligase, beta subunit; Glycine-tRNA synthetase, heterodimeric		; Glycine--tRNA ligase beta subunit [glyS].	; Glycine-tRNA ligase, beta subunit; Glycine-tRNA synthetase, heterodimeric			; Glycyl-tRNA synthetase beta subunit signature	; Glycyl-tRNA synthetase beta subunit			; Heterodimeric glycyl-transfer RNA synthetases family profile.			; HD-domain/PDEase-like	;  glycine--tRNA ligase, beta subunit
V1293700						; consensus disorder prediction										
V1469328	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1552712		; Homing endonuclease; Sporulation  transcription regulator WhiA, N-terminal domain; Sporulation regulator WhiA; Sporulation regulator WhiA, C-terminal; Sporulation regulator WhiA-like	; Homing endonucleases	; Putative sporulation transcription regulator WhiA [whiA].	; Homing endonuclease; Sporulation  transcription regulator WhiA, N-terminal domain; Sporulation regulator WhiA; Sporulation regulator WhiA, C-terminal; Sporulation regulator WhiA-like				; WhiA C-terminal HTH domain; WhiA LAGLIDADG-like domain; WhiA N-terminal LAGLIDADG-like domain						; Homing endonucleases	;  DNA-binding protein WhiA
V1580986	; Obg	; GTP binding domain; GTP-binding protein Obg/CgtA; GTP1/OBG domain; GTP1/OBG, conserved site; OBG-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase	; Obg GTP-binding protein N-terminal domain; P-loop containing nucleotide triphosphate hydrolases		; GTP binding domain; GTP-binding protein Obg/CgtA; GTP1/OBG domain; GTP1/OBG, conserved site; OBG-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase		; (Full) GTP-binding protein, obg type	; GTP1/OBG GTP-binding protein family signature	; 50S ribosome-binding GTPase		; GTP1/OBG family signature.	; OBG-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases; Obg GTP-binding protein N-terminal domain	
V1851974	; AAA	; IstB-like ATP-binding protein; P-loop containing nucleoside triphosphate hydrolase; Primosomal DnaI, N-terminal	; P-loop containing nucleotide triphosphate hydrolases		; IstB-like ATP-binding protein; P-loop containing nucleoside triphosphate hydrolase; Primosomal DnaI, N-terminal				; IstB-like ATP binding protein; Primosomal protein DnaI N-terminus						; P-loop containing nucleoside triphosphate hydrolases	
V1886116	; F1-ATPase_delta	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	; ATP Synthase; domain 1	; ATP synthase epsilon chain [atpC].	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal				; ATP synthase, Delta/Epsilon chain, beta-sandwich domain; ATP synthase, Delta/Epsilon chain, long alpha-helix domain	; ATP SYNTHASE ION EPSILON SUBUNIT HYDROLASE CF1 SYNTHESIS CHAIN HYDROGEN					; Epsilon subunit of F1F0-ATP synthase N-terminal domain	
V1886480	; HAD_like	; HAD hydrolase, subfamily IA; HAD-like domain			; HAD hydrolase, subfamily IA; HAD-like domain			; Haloacid dehalogenase/epoxide hydrolase family signature	; Haloacid dehalogenase-like hydrolase						; HAD-like	;  HAD hydrolase, family IA, variant 1
V1886637		; Amidohydrolase-related; Metal-dependent hydrolase	; Metal-dependent hydrolases; Metal-dependent hydrolases		; Amidohydrolase-related; Metal-dependent hydrolase				; Amidohydrolase family						; Metallo-dependent hydrolases	
V1000150		; Alpha/beta knot methyltransferases; tRNA (guanine-N1-)-methyltransferase, C-terminal; tRNA (guanine-N1-)-methyltransferase, N-terminal; tRNA (guanine-N1-)-methyltransferase, bacteria; tRNA methyltransferase TRMD/TRM10-type domain	; tRNA(m1g37)methyltransferase	; tRNA (guanine-N(1)-)-methyltransferase [trmD].	; Alpha/beta knot methyltransferases; tRNA (guanine-N1-)-methyltransferase, C-terminal; tRNA (guanine-N1-)-methyltransferase, N-terminal; tRNA (guanine-N1-)-methyltransferase, bacteria; tRNA methyltransferase TRMD/TRM10-type domain		; (Full/Desc.) tRNA-(m1G37) methyltransferase		; tRNA (Guanine-1)-methyltransferase						; alpha/beta knot	;  tRNA (guanine(37)-N(1))-methyltransferase
V1006735		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1399301		; ABC transporter substrate-binding protein PnrA-like			; ABC transporter substrate-binding protein PnrA-like				; ABC transporter substrate-binding protein PnrA-like							
V1491905		; Beta-lactamase/transpeptidase-like; Penicillin-binding protein, transpeptidase	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase/transpeptidase-like; Penicillin-binding protein, transpeptidase	; consensus disorder prediction			; Penicillin binding protein transpeptidase domain						; beta-lactamase/transpeptidase-like	
V1879849		; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like											
V1000509		; Cytidyltransferase-like domain; Glycerol-3-phosphate cytidylyltransferase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; Cytidyltransferase-like domain; Glycerol-3-phosphate cytidylyltransferase; Rossmann-like alpha/beta/alpha sandwich fold				; Cytidylyltransferase-like						; Nucleotidylyl transferase	;  cytidyltransferase-like domain;  glycerol-3-phosphate cytidylyltransferase
V1093192		; Branched-chain amino acid transport system II carrier protein			; Branched-chain amino acid transport system II carrier protein				; Branched-chain amino acid transport protein							
V1149241		; MraZ domain; SpoVT-AbrB domain; Transcriptional regulator MraZ		; Transcriptional regulator MraZ [mraZ].	; MraZ domain; SpoVT-AbrB domain; Transcriptional regulator MraZ				; MraZ protein, putative antitoxin-like	; MRAZ YABB DIVISION CELL 3D-STRUCTURE UNCHARACTERIZED BCR SIMILAR PROTEIN		; SpoVT-AbrB domain profile.			; AbrB/MazE/MraZ-like	;  division/cell wall cluster transcriptional repressor MraZ
V1522270		; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase; S-layer homology domain	; P-loop containing nucleotide triphosphate hydrolases		; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase; S-layer homology domain	; consensus disorder prediction			; DEAD/DEAH box helicase; S-layer homology domain			; S-layer homology (SLH) domain profile.; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.		; DEAD-like helicases superfamily	; P-loop containing nucleoside triphosphate hydrolases	
V1570909		; Branched-chain amino acid transport system II carrier protein			; Branched-chain amino acid transport system II carrier protein				; Branched-chain amino acid transport protein							
V1581618		; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain			; GTP-binding elongation factor signature	; Elongation factor Tu GTP binding domain		; Translational (tr)-type guanine nucleotide-binding (G) domain signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases	;  small GTP-binding protein domain
V1879938		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase				; AAA-like domain						; P-loop containing nucleoside triphosphate hydrolases	
V1886258		; HAD-like domain; P-type ATPase; P-type ATPase,  transmembrane domain	; Calcium-transporting ATPase		; HAD-like domain; P-type ATPase; P-type ATPase,  transmembrane domain			; H+-transporting ATPase (proton pump) signature; P-type cation-transporting ATPase superfamily signature	; haloacid dehalogenase-like hydrolase						; HAD-like	;  HAD ATPase, P-type, family IC
V1094005		; Putative threonine/serine exporter			; Putative threonine/serine exporter				; Putative threonine/serine exporter							
V1256632		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family	; Preprotein translocase SecY subunit domain		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family			; Preprotein translocase SecY subunit signature	; SecY translocase		; Protein secY signature 2.				; Preprotein translocase SecY subunit	
V1341426	; REC	; CheY-like superfamily; Signal transduction response regulator, receiver domain			; CheY-like superfamily; Signal transduction response regulator, receiver domain				; Response regulator receiver domain			; Response regulatory domain profile.		; cheY-homologous receiver domain	; CheY-like	
V1432705		; GTP cyclohydrolase 1 type 2/Nif3	; NIF3 (NGG1p interacting factor 3)-like; NIF3 (NGG1p interacting factor 3)-like		; GTP cyclohydrolase 1 type 2/Nif3				; NIF3 (NGG1p interacting factor 3)						; NIF3 (NGG1p interacting factor 3)-like	;  dinuclear metal center protein, YbgI/SA1388 family
V1575675	; tRNA_bind_bactPheRS	; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain	; Nucleic acid-binding proteins		; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain				; Putative tRNA binding domain			; tRNA-binding domain profile.			; Nucleic acid-binding proteins	
V1886466		; Ribosomal protein L2 domain 2; Ribosomal protein L2, C-terminal; Ribosomal protein L2, domain 3; Translation protein SH3-like domain	; Ribosomal protein L2		; Ribosomal protein L2 domain 2; Ribosomal protein L2, C-terminal; Ribosomal protein L2, domain 3; Translation protein SH3-like domain				; Ribosomal Proteins L2, C-terminal domain					; Ribosomal Proteins L2, C-terminal domain	; Translation proteins SH3-like domain	
V1886729		; ABC transporter permease protein domain			; ABC transporter permease protein domain				; FtsX-like permease family							
V1000832	; PTH	; Peptidyl-tRNA hydrolase; Peptidyl-tRNA hydrolase, conserved site		; Peptidyl-tRNA hydrolase [pth].	; Peptidyl-tRNA hydrolase; Peptidyl-tRNA hydrolase, conserved site				; Peptidyl-tRNA hydrolase		; Peptidyl-tRNA hydrolase signature 1.				; Peptidyl-tRNA hydrolase-like	;  aminoacyl-tRNA hydrolase
V1144029		; CoA-binding; NAD(P)-binding domain; Redox-sensing transcriptional repressor Rex; Rex DNA-binding, C-terminal domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain; NAD(P)-binding Rossmann-like Domain	; Redox-sensing transcriptional repressor Rex [rex].	; CoA-binding; NAD(P)-binding domain; Redox-sensing transcriptional repressor Rex; Rex DNA-binding, C-terminal domain; Winged helix-turn-helix DNA-binding domain				; CoA binding domain; Putative DNA-binding protein N-terminus					; CoA binding domain	; Winged helix DNA-binding domain; NAD(P)-binding Rossmann-fold domains	
V1195944		; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1295241		; Penicillin-binding protein, dimerisation domain; Protein kinase domain; Protein kinase-like domain	; Transferase(Phosphotransferase) domain 1; Penicillin-binding protein 2a (Domain 2)		; Penicillin-binding protein, dimerisation domain; Protein kinase domain; Protein kinase-like domain				; Penicillin-binding Protein dimerisation domain; Protein kinase domain			; Protein kinase domain profile.			; Protein kinase-like (PK-like); Penicillin binding protein dimerisation domain	
V1299136		; Phage minor structural protein, N-terminal domain; Prophage tail endopeptidase			; Phage minor structural protein, N-terminal domain; Prophage tail endopeptidase				; Prophage endopeptidase tail							;  phage minor structural protein, N-terminal region
V1382132		; Cytochrome cd1-nitrite reductase-like, haem d1 domain; Lactonase, 7-bladed beta propeller; WD40/YVTN repeat-like-containing domain	; YVTN repeat-like/Quinoprotein amine dehydrogenase 		; Cytochrome cd1-nitrite reductase-like, haem d1 domain; Lactonase, 7-bladed beta propeller; WD40/YVTN repeat-like-containing domain				; Lactonase, 7-bladed beta-propeller						; C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase	
V1482665		; MucBP domain			; MucBP domain				; MucBP domain							;  LPXTG cell wall anchor domain
V1578275						; consensus disorder prediction										
V1046765	; ABC_cobalt_CbiO_domain1	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1094639		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain										; (Trans)glycosidases	
V1339713		; Integrase, catalytic core; Ribonuclease H-like domain			; Integrase, catalytic core; Ribonuclease H-like domain							; Integrase catalytic domain profile.			; Ribonuclease H-like	
V1420637		; MucBP domain	; Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain				; MucBP domain							
V1580716	; Cyt_C5_DNA_methylase	; C-5 cytosine methyltransferase; DNA methylase, C-5 cytosine-specific,  conserved site; DNA methylase, C-5 cytosine-specific, active site; S-adenosyl-L-methionine-dependent methyltransferase	; DNA Methylase; Vaccinia Virus protein VP39		; C-5 cytosine methyltransferase; DNA methylase, C-5 cytosine-specific,  conserved site; DNA methylase, C-5 cytosine-specific, active site; S-adenosyl-L-methionine-dependent methyltransferase			; Cytosine-specific DNA methyltransferase signature	; C-5 cytosine-specific DNA methylase		; C-5 cytosine-specific DNA methylases C-terminal signature.; C-5 cytosine-specific DNA methylases active site.	; C-5 cytosine-specific DNA methylase (Dnmt) domain profile.			; S-adenosyl-L-methionine-dependent methyltransferases	;  DNA (cytosine-5-)-methyltransferase
V1581241		; Cell cycle protein FtsW/RodA			; Cell cycle protein FtsW/RodA				; Cell cycle protein							
V1581530		; RNA polymerase Rpb1, domain 1			; RNA polymerase Rpb1, domain 1				; RNA polymerase Rpb1, domain 1						; beta and beta-prime subunits of DNA dependent RNA-polymerase	
V1602989		; MucBP domain	; Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain	; consensus disorder prediction			; MucBP domain							
V1852002	; UDG_F1	; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like	; Uracil-DNA Glycosylase	; Uracil-DNA glycosylase [ung].	; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like				; Uracil DNA glycosylase superfamily		; Uracil-DNA glycosylase signature.			; UreE urease accessory protein, C-terminal domain ; Uracil DNA glycosylase superfamily	; Uracil-DNA glycosylase-like	;  uracil-DNA glycosylase
V1856860		; HAD-like domain; P-type ATPase; P-type ATPase, A  domain; P-type ATPase, cytoplasmic domain N; P-type ATPase, phosphorylation site; P-type ATPase, subfamily IB	; Calcium-transporting ATPase; Calcium-transporting ATPase		; HAD-like domain; P-type ATPase; P-type ATPase, A  domain; P-type ATPase, cytoplasmic domain N; P-type ATPase, phosphorylation site; P-type ATPase, subfamily IB	; consensus disorder prediction		; Copper-transporting ATPase signature; P-type cation-transporting ATPase superfamily signature	; E1-E2 ATPase; haloacid dehalogenase-like hydrolase		; E1-E2 ATPases phosphorylation site.				; Calcium ATPase, transmembrane domain M; Calcium ATPase, transmembrane domain M; HAD-like; HAD-like; Calcium ATPase, transduction domain A	;  copper-translocating P-type ATPase;  cadmium-translocating P-type ATPase;  heavy metal translocating P-type ATPase;  HAD ATPase, P-type, family IC
V1882889		; Endolytic murein transglycosylase			; Endolytic murein transglycosylase				; YceG-like family							
V1144229		; FAD-dependent oxidoreductase 2, FAD binding domain; FAD/NAD(P)-binding domain			; FAD-dependent oxidoreductase 2, FAD binding domain; FAD/NAD(P)-binding domain				; FAD binding domain						; FAD/NAD(P)-binding domain	
V1256742	; LysM	; LysM domain	; Membrane-bound Lytic Murein Transglycosylase D; Chain A		; LysM domain				; LysM domain					; Lysin motif	; LysM domain	
V1302599		; Tetratricopeptide repeat; Tetratricopeptide repeat-containing domain; Tetratricopeptide-like helical domain			; Tetratricopeptide repeat; Tetratricopeptide repeat-containing domain; Tetratricopeptide-like helical domain				; Tetratricopeptide repeat			; TPR repeat profile.; TPR repeat region circular profile.			; TPR-like	
V1383806	; AdoMet_MTases; GIY-YIG_UPF0213	; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase				; GIY-YIG catalytic domain; Methyltransferase small domain			; GIY-YIG domain profile.			; GIY-YIG endonuclease; S-adenosyl-L-methionine-dependent methyltransferases	
V1541208	; PKD	; Domain of unknown function DUF5011			; Domain of unknown function DUF5011				; Domain of unknown function (DUF5011)							
V1592800		; Ribosomal protein L2, C-terminal; Ribosomal protein L2, domain 3; Translation protein SH3-like domain	; Ribosomal protein L2		; Ribosomal protein L2, C-terminal; Ribosomal protein L2, domain 3; Translation protein SH3-like domain	; consensus disorder prediction			; Ribosomal Proteins L2, C-terminal domain						; Translation proteins SH3-like domain	
V1947866						; consensus disorder prediction										
V1170741	; ParM_like														; Actin-like ATPase domain; Actin-like ATPase domain	
V1202615		; Gcp-like domain; Kae1/TsaD family			; Gcp-like domain; Kae1/TsaD family			; O-sialoglycoprotein endopeptidase (M22) metallo-protease family signature	; Glycoprotease family						; Actin-like ATPase domain	
V1389989	; SIS_PGI_2	; Phosphoglucose isomerase (PGI)	; Glucose-6-phosphate isomerase like protein; domain 1		; Phosphoglucose isomerase (PGI)							; Glucose-6-phosphate isomerase family profile.			; SIS domain	
V1445154		; Rib/alpha/Esp surface antigen			; Rib/alpha/Esp surface antigen				; Rib/alpha-like repeat							;  LPXTG cell wall anchor domain;  Rib/alpha/Esp surface antigen repeat
V1491800		; Folylpolyglutamate synthetase; Folylpolyglutamate synthetase, conserved site; Mur ligase, central			; Folylpolyglutamate synthetase; Folylpolyglutamate synthetase, conserved site; Mur ligase, central				; Mur ligase middle domain		; Folylpolyglutamate synthase signature 1.; Folylpolyglutamate synthase signature 2.				; MurD-like peptide ligases, catalytic domain	;  bifunctional protein FolC
V1851976		; CCB3/YggT			; CCB3/YggT				; YGGT family							
V1000160		; LytTR DNA-binding domain			; LytTR DNA-binding domain				; LytTr DNA-binding domain			; LytTR-type HTH domain profile.		; LytTr DNA-binding domain		
V1144053		; Endolytic murein transglycosylase			; Endolytic murein transglycosylase				; YceG-like family							
V1167639		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter			; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1168355		; ECF transporter, substrate-specific component			; ECF transporter, substrate-specific component				; ECF transporter, substrate-specific component							
V1295208		; Rib/alpha/Esp surface antigen			; Rib/alpha/Esp surface antigen	; consensus disorder prediction			; Rib/alpha-like repeat							;  Rib/alpha/Esp surface antigen repeat
V1399296		; Alpha/beta knot methyltransferases; tRNA (guanine-N1-)-methyltransferase, N-terminal; tRNA/rRNA methyltransferase, SpoU type			; Alpha/beta knot methyltransferases; tRNA (guanine-N1-)-methyltransferase, N-terminal; tRNA/rRNA methyltransferase, SpoU type				; SpoU rRNA Methylase family						; alpha/beta knot	
