Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1032986	; NAT_SF	; Acyl-CoA N-acyltransferase; GNAT domain			; Acyl-CoA N-acyltransferase; GNAT domain				; Acetyltransferase (GNAT) domain			; Gcn5-related N-acetyltransferase (GNAT) domain profile.			; Acyl-CoA N-acyltransferases (Nat)	
V1807938	; ABC_HisP_GlnQ	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; ABC-type amino acid transport system, ATPase component, HisP-type; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; ABC-type amino acid transport system, ATPase component, HisP-type; P-loop containing nucleoside triphosphate hydrolase		; (Full) ABC-type amino acid transport system, ATPase component, HisP type		; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1828758		; Restriction endonuclease, type I, HsdS			; Restriction endonuclease, type I, HsdS				; Type I restriction modification DNA specificity domain							
V1032686		; Threonine/Serine exporter, ThrE			; Threonine/Serine exporter, ThrE				; Threonine/Serine exporter, ThrE							
V1033277	; CSP_CDS	; Cold shock protein; Cold shock, CspA; Cold-shock protein, DNA-binding; Nucleic acid-binding, OB-fold	; Nucleic acid-binding proteins		; Cold shock protein; Cold shock, CspA; Cold-shock protein, DNA-binding; Nucleic acid-binding, OB-fold		; (Full) cold shock protein, CspA type	; Cold shock protein signature	; 'Cold-shock' DNA-binding domain					; Cold shock protein domain	; Nucleic acid-binding proteins	
V1885058	; INT_ICEBs1_C_like	; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal	; Intergrase catalytic core		; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal				; Phage integrase family; Phage integrase, N-terminal SAM-like domain						; DNA breaking-rejoining enzymes	
V1033051		; Citrate lyase acyl carrier protein CitD; Malonate decarboxylase/citrate lyase acyl carrier protein		; Citrate lyase acyl carrier protein [citD].	; Citrate lyase acyl carrier protein CitD; Malonate decarboxylase/citrate lyase acyl carrier protein		; (Full/Desc.) citrate lyase acyl carrier protein		; Malonate decarboxylase delta subunit (MdcD)	; LYASE CITRATE ACYL CARRIER GAMMA CHAIN CITD PRECURSOR SIGNAL DIRECT						;  citrate lyase acyl carrier protein
V1163005	; ABC_MJ0796_LolCDE_FtsE	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1806609		; RelB antitoxin/Antitoxin DinJ			; RelB antitoxin/Antitoxin DinJ				; RelB antitoxin							;  addiction module antitoxin, RelB/DinJ family
V1883329		; Ferritin-like superfamily; Ribonucleotide reductase-related	; Ribonucleotide Reductase		; Ferritin-like superfamily; Ribonucleotide reductase-related										; Ferritin-like	
V1033518	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1033081		; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase			; N12 class N6 adenine-specific DNA methyltransferase signature	; HsdM N-terminal domain; N-6 DNA Methylase		; N-6 Adenine-specific DNA methylases signature.				; S-adenosyl-L-methionine-dependent methyltransferases	
V1204604	; PRTases_typeI	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Xanthine phosphoribosyltransferase		; Xanthine phosphoribosyltransferase [xpt].	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Xanthine phosphoribosyltransferase				; Phosphoribosyl transferase domain						; PRTase-like	;  xanthine phosphoribosyltransferase
V1885117	; RT_G2_intron	; Group II intron, maturase-specific; Reverse transcriptase domain			; Group II intron, maturase-specific; Reverse transcriptase domain				; Group II intron, maturase-specific domain; Reverse transcriptase (RNA-dependent DNA polymerase)						; DNA/RNA polymerases	
V1032556	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1237067	; MATE_SpoVB_like	; Peptidoglycan biosynthesis protein, SpoVB-type; Polysaccharide biosynthesis protein; Polysaccharide biosynthesis protein, C-terminal domain			; Peptidoglycan biosynthesis protein, SpoVB-type; Polysaccharide biosynthesis protein; Polysaccharide biosynthesis protein, C-terminal domain		; (Full) peptidoglycan biosynthesis protein, SpoVB type		; Polysaccharide biosynthesis C-terminal domain; Polysaccharide biosynthesis protein							
V1684150	; INT_ICEBs1_C_like	; DNA breaking-rejoining enzyme, catalytic core; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal	; Intergrase catalytic core		; DNA breaking-rejoining enzyme, catalytic core; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal				; Phage integrase family						; DNA breaking-rejoining enzymes	
V1886021		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1886264	; RPI_A	; Ribose 5-phosphate isomerase, type A			; Ribose 5-phosphate isomerase, type A				; Ribose 5-phosphate isomerase A (phosphoriboisomerase A)						; NagB/RpiA/CoA transferase-like; D-ribose-5-phosphate isomerase (RpiA), lid domain	
V1204710		; Antibiotic biosynthesis monooxygenase domain; Dimeric alpha-beta barrel			; Antibiotic biosynthesis monooxygenase domain; Dimeric alpha-beta barrel				; Antibiotic biosynthesis monooxygenase			; ABM domain profile.			; Dimeric alpha+beta barrel; Dimeric alpha+beta barrel	
V1204772	; MFS	; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain				; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1608680		; Bacteriophage/Gene transfer agent portal protein; Phage portal protein, HK97			; Bacteriophage/Gene transfer agent portal protein; Phage portal protein, HK97	; consensus disorder prediction			; Phage portal protein							;  phage portal protein, HK97 family
V1882898		; Ada DNA repair, metal-binding	; DNA Methylphosphotriester Repair Domain		; Ada DNA repair, metal-binding	; consensus disorder prediction									; Ada DNA repair protein, N-terminal domain (N-Ada 10)	
V1886292									; Inhibitor of apoptosis-promoting Bax1							
V1891181	; REC	; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain				; Response regulator receiver domain; Transcriptional regulatory protein, C terminal			; OmpR/PhoB-type DNA-binding domain profile.; Response regulatory domain profile.		; cheY-homologous receiver domain	; C-terminal effector domain of the bipartite response regulators; CheY-like	
V1047082		; Duplicated hybrid motif; Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	; Glucose Permease (Domain IIA)		; Duplicated hybrid motif; Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	; consensus disorder prediction			; Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						; Duplicated hybrid motif	
V1047241	; ABC_DR_subfamily_A	; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter			; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1547375		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1883276		; Competence-induced protein CoiA; Competence-induced protein CoiA-like			; Competence-induced protein CoiA; Competence-induced protein CoiA-like		; (Full) competence protein/transcription factor CoiA		; Competence protein CoiA-like family							
V1883298		; Homeodomain-like; Integrase, catalytic core; Ribonuclease H-like domain; Transposase IS30-like HTH domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Homeodomain-like; Integrase, catalytic core; Ribonuclease H-like domain; Transposase IS30-like HTH domain; Winged helix-turn-helix DNA-binding domain				; Helix-turn-helix domain; Integrase core domain			; Integrase catalytic domain profile.			; Ribonuclease H-like; Homeodomain-like	
V1886317	; HAM1	; Ham1-like protein; Inosine triphosphate pyrophosphatase-like			; Ham1-like protein; Inosine triphosphate pyrophosphatase-like				; Ham1 family						; ITPase-like	;  non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
V1033141		; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain		; NAD(P)-binding domain	; consensus disorder prediction			; NAD(P)H-binding						; NAD(P)-binding Rossmann-fold domains	
V1034242		; Phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein				; ABC transporter, phosphonate, periplasmic substrate-binding protein			; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	;  phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
V1162966						; consensus disorder prediction									; NEAT domain-like	
V1398758		; Protein of unknown function DUF1273		; UPF0398 protein <locus_tag>.	; Protein of unknown function DUF1273		; (Full/Desc.) uncharacterized conserved protein		; Protein of unknown function (DUF1273)						; MCP/YpsA-like	
V1552744		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like				; Beta-lactamase						; beta-lactamase/transpeptidase-like	
V1882979	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like; Phosphate transport system permease protein PstA	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like; Phosphate transport system permease protein PstA				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	;  phosphate ABC transporter, permease protein PstA
V1033526		; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain; Signal recognition particle, SRP54 subunit, M-domain	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain; Signal recognition particle, SRP54 subunit, M-domain				; SRP54-type protein, GTPase domain; Signal peptide binding domain					; SRP54-type protein, GTPase domain	; P-loop containing nucleoside triphosphate hydrolases; Signal peptide-binding domain	
V1034240		; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1			; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1				; Phosphotransferase system, EIIC			; PTS_EIIC type-1 domain profile.				
V1101417	; PseudoU_synth_RluCD_like	; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain			; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain				; RNA pseudouridylate synthase						; Pseudouridine synthase	
V1684177	; IMPDH	; Aldolase-type TIM barrel; Guanosine monophosphate reductase, type2; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase	; Aldolase class I	; GMP reductase [guaC].	; Aldolase-type TIM barrel; Guanosine monophosphate reductase, type2; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase		; (Full/Desc.) GMP reductase, Firmicutes type		; IMP dehydrogenase / GMP reductase domain		; IMP dehydrogenase / GMP reductase signature.			; IMP dehydrogenase / GMP reductase domain	; Inosine monophosphate dehydrogenase (IMPDH)	;  guanosine monophosphate reductase
V1755574		; YbbR-like			; YbbR-like				; YbbR-like protein							
V1884631		; Elongation factor G, III-V domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2, domain IV			; Elongation factor G, III-V domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2, domain IV				; Elongation factor G C-terminus; Elongation factor G, domain IV						; Ribosomal protein S5 domain 2-like; EF-G C-terminal domain-like	
V1032489	; EFG_mtEFG_II; TetM_like; Tet_C	; Elongation factor G, III-V domain; P-loop containing nucleoside triphosphate hydrolase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Small GTP-binding protein domain; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2, domain IV; Translation protein, beta-barrel domain	; P-loop containing nucleotide triphosphate hydrolases; Elongation Factor G (Translational Gtpase); Translation factors		; Elongation factor G, III-V domain; P-loop containing nucleoside triphosphate hydrolase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Small GTP-binding protein domain; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2, domain IV; Translation protein, beta-barrel domain			; GTP-binding elongation factor signature; Tetracycline resistance protein TetO/TetQ/TetM family signature	; Elongation Factor G, domain II; Elongation factor G C-terminus; Elongation factor G, domain IV; Elongation factor Tu GTP binding domain			; Translational (tr)-type guanine nucleotide-binding (G) domain profile.		; Elongation factor G C-terminus; Elongation factor G, domain IV	; EF-G C-terminal domain-like; Ribosomal protein S5 domain 2-like; EF-G C-terminal domain-like; P-loop containing nucleoside triphosphate hydrolases; Translation proteins	;  small GTP-binding protein domain
V1891164	; AAA	; Holliday junction DNA helicase ruvB, N-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Holliday junction DNA helicase ruvB, N-terminal; P-loop containing nucleoside triphosphate hydrolase				; Holliday junction DNA helicase ruvB N-terminus						; P-loop containing nucleoside triphosphate hydrolases	
V1225501		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family	; Preprotein translocase SecY subunit domain		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family			; Preprotein translocase SecY subunit signature	; SecY translocase		; Protein secY signature 1.; Protein secY signature 2.				; Preprotein translocase SecY subunit	
V1033460	; DHDPS	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site	; Aldolase class I	; 4-hydroxy-tetrahydrodipicolinate synthase [dapA].	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site		; (Full) dihydrodipicolinate synthase	; Dihydrodipicolinate synthase signature	; Dihydrodipicolinate synthetase family		; Dihydrodipicolinate synthase signature 2.			; Dihydrodipicolinate synthetase family	; Aldolase	;  4-hydroxy-tetrahydrodipicolinate synthase
V1163037		; Alanine-tRNA ligase, class IIc; Alanine-tRNA ligase, class IIc, anti-codon-binding domain; Alanine-tRNA ligase, eukaryota/bacteria; Alanyl-tRNA synthetase, class IIc, N-terminal; Alanyl-tRNA synthetase, class IIc, core domain; Threonyl/alanyl tRNA synthetase, SAD; Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain; Translation protein, beta-barrel domain		; Alanine--tRNA ligase [alaS].	; Alanine-tRNA ligase, class IIc; Alanine-tRNA ligase, class IIc, anti-codon-binding domain; Alanine-tRNA ligase, eukaryota/bacteria; Alanyl-tRNA synthetase, class IIc, N-terminal; Alanyl-tRNA synthetase, class IIc, core domain; Threonyl/alanyl tRNA synthetase, SAD; Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain; Translation protein, beta-barrel domain			; Alanyl-tRNA synthetase signature	; Threonyl and Alanyl tRNA synthetase second additional domain; tRNA synthetases class II (A)			; Alanyl-transfer RNA synthetases family profile.		; Threonyl and Alanyl tRNA synthetase second additional domain	; Putative anticodon-binding domain of alanyl-tRNA synthetase (AlaRS); Translation proteins; ThrRS/AlaRS common domain	;  alanine--tRNA ligase
V1338862		; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal			; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal				; Probable transposase							;  transposase, IS605 OrfB family
V1032770	; HP_PGM_like	; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1; Phosphoglycerate/bisphosphoglycerate mutase, active site	; Phosphoglycerate mutase-like		; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1; Phosphoglycerate/bisphosphoglycerate mutase, active site				; Histidine phosphatase superfamily (branch 1)		; Phosphoglycerate mutase family phosphohistidine signature.			; Phosphoglycerate mutase family	; Phosphoglycerate mutase-like	
V1033702		; SEC10/PgrA surface exclusion domain			; SEC10/PgrA surface exclusion domain											;  SEC10/PgrA surface exclusion domain
V1880059		; Integrase, catalytic core; Ribonuclease H-like domain; Transposase IS30-like HTH domain; Transposase, IS30, conserved site			; Integrase, catalytic core; Ribonuclease H-like domain; Transposase IS30-like HTH domain; Transposase, IS30, conserved site				; Helix-turn-helix domain; Integrase core domain		; Transposases, IS30 family, signature.	; Integrase catalytic domain profile.			; Ribonuclease H-like	
V1883207	; HAD_like	; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB			; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB				; haloacid dehalogenase-like hydrolase		; Hypothetical cof family signature 2.		; C2.B.4: PGP Like		; HAD-like	;  Cof-like hydrolase;  HAD hydrolase, family IIB
V1033739	; WHTH_GntR	; Transcription regulator HTH, GntR; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Transcription regulator HTH, GntR; Winged helix-turn-helix DNA-binding domain				; Bacterial regulatory proteins, gntR family			; GntR-type HTH domain profile.		; helix_turn_helix gluconate operon transcriptional repressor	; Winged helix DNA-binding domain	
V1033832	; NAT_SF	; Acyl-CoA N-acyltransferase; GNAT domain			; Acyl-CoA N-acyltransferase; GNAT domain				; Acetyltransferase (GNAT) domain			; Gcn5-related N-acetyltransferase (GNAT) domain profile.			; Acyl-CoA N-acyltransferases (Nat)	
V1047237	; HP_PGM_like	; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1	; Phosphoglycerate mutase-like		; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1				; Histidine phosphatase superfamily (branch 1)					; Phosphoglycerate mutase family	; Phosphoglycerate mutase-like	
V1872736		; Helicase, superfamily 3, single-stranded DNA/RNA virus; P-loop containing nucleoside triphosphate hydrolase; Plasmid replication protein	; P-loop containing nucleotide triphosphate hydrolases		; Helicase, superfamily 3, single-stranded DNA/RNA virus; P-loop containing nucleoside triphosphate hydrolase; Plasmid replication protein				; Plasmid replication protein; RNA helicase						; P-loop containing nucleoside triphosphate hydrolases	
V1033303	; PBP2_LTTR_substrate	; LysR, substrate-binding; Transcription regulator HTH, LysR; Winged helix-turn-helix DNA-binding domain	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; winged helix repressor DNA binding domain		; LysR, substrate-binding; Transcription regulator HTH, LysR; Winged helix-turn-helix DNA-binding domain			; LysR bacterial regulatory protein HTH signature	; Bacterial regulatory helix-turn-helix protein, lysR family; LysR substrate binding domain			; LysR-type HTH domain profile.			; Periplasmic binding protein-like II; Winged helix DNA-binding domain	
V1163775		; Alpha/Beta hydrolase fold; Serine aminopeptidase, S33			; Alpha/Beta hydrolase fold; Serine aminopeptidase, S33				; Serine aminopeptidase, S33						; alpha/beta-Hydrolases; alpha/beta-Hydrolases	
V1032338		; Protein of unknown function DUF2969			; Protein of unknown function DUF2969				; Protein of unknown function (DUF2969)							
V1033027	; YbaK_deacylase	; Prolyl-tRNA editing protein, YbaK/EbsC; YbaK/aminoacyl-tRNA synthetase-associated domain	; YbaK/ProRS associated domain		; Prolyl-tRNA editing protein, YbaK/EbsC; YbaK/aminoacyl-tRNA synthetase-associated domain		; (Full) aminoacyl-tRNA deacylase, YbaK type		; Aminoacyl-tRNA editing domain						; YbaK/ProRS associated domain	
V1149224	; S4	; RNA-binding S4 domain; RNA-binding protein, HP1423 type	; Structural Genomics Hypothetical 15.5 Kd Protein In Mrca-pcka Intergenic Region; Chain		; RNA-binding S4 domain; RNA-binding protein, HP1423 type		; (Full) RNA-binding protein, HP1423 type		; S4 domain			; S4 RNA-binding domain profile.		; S4 RNA-binding domain	; Alpha-L RNA-binding motif	
V1149261	; GT1_CapH_like	; Glycosyl transferase, family 1; Glycosyltransferase subfamily 4-like, N-terminal domain	; Glycogen Phosphorylase B;		; Glycosyl transferase, family 1; Glycosyltransferase subfamily 4-like, N-terminal domain				; Glycosyl transferases group 1; Glycosyltransferase Family 4						; UDP-Glycosyltransferase/glycogen phosphorylase	
V1204818		; Domain of unknown function DUF4767			; Domain of unknown function DUF4767	; consensus disorder prediction			; Domain of unknown function (DUF4767)			; Prokaryotic membrane lipoprotein lipid attachment site profile.				
V1684233						; consensus disorder prediction										
V1828754	; GH25_Cpl1-like	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup				; Glycosyl hydrolases family 25					; Glycosyl hydrolases family 25; Glycosyl hydrolases family 25	; (Trans)glycosidases	
V1891412		; Alpha/Beta hydrolase fold; Protein of unknown function DUF915, hydrolase-like			; Alpha/Beta hydrolase fold; Protein of unknown function DUF915, hydrolase-like				; Alpha/beta hydrolase of unknown function (DUF915)						; alpha/beta-Hydrolases	
V1034248	; GH25_Cpl1-like	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup				; Glycosyl hydrolases family 25					; Glycosyl hydrolases family 25; Glycosyl hydrolases family 25	; (Trans)glycosidases	
V1034322		; Transposase IS204/IS1001/IS1096/IS1165, DDE domain			; Transposase IS204/IS1001/IS1096/IS1165, DDE domain				; Transposase							
V1202838		; Bacteriocin class IIa domain; Bacteriocin, class IIa; Bacteriocin, class IIa, conserved site; Putative peptide modification target			; Bacteriocin class IIa domain; Bacteriocin, class IIa; Bacteriocin, class IIa, conserved site; Putative peptide modification target				; Class II bacteriocin		; Bacteriocin class IIa family signature.					;  putative peptide modification target, TIGR04139 family
V1884716		; Bacteriophage/plasmid primase, P4, C-terminal; DNA primase, phage/plasmid; DNA primase/nucleoside triphosphatase, C-terminal; Helicase, superfamily 3, DNA virus; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Bacteriophage/plasmid primase, P4, C-terminal; DNA primase, phage/plasmid; DNA primase/nucleoside triphosphatase, C-terminal; Helicase, superfamily 3, DNA virus; P-loop containing nucleoside triphosphate hydrolase				; D5 N terminal like; Poxvirus D5 protein-like			; Superfamily 3 helicase of DNA viruses domain profile.		; D5 N terminal like	; P-loop containing nucleoside triphosphate hydrolases	;  phage/plasmid primase, P4 family, C-terminal domain
V1032925		; SNARE associated Golgi protein			; SNARE associated Golgi protein				; SNARE associated Golgi protein							
V1032668		; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain		; NAD(P)-binding domain				; NAD(P)H-binding						; NAD(P)-binding Rossmann-fold domains	
V1032700	; PBP2_OppA	; Peptide/nickel binding protein, MppA-type; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site	; Dipeptide-binding Protein; Domain 3; Dipeptide-binding Protein; Domain 1		; Peptide/nickel binding protein, MppA-type; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site		; (Full) peptide binding protein, MppA type		; Bacterial extracellular solute-binding proteins, family 5 Middle		; Bacterial extracellular solute-binding proteins, family 5 signature.	; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1819374									; ABC-2 family transporter protein							
V1883152		; Holliday junction resolvase RecU; Restriction endonuclease  type II-like; tRNA endonuclease-like domain		; Holliday junction resolvase RecU [recU].	; Holliday junction resolvase RecU; Restriction endonuclease  type II-like; tRNA endonuclease-like domain				; Recombination protein U						; Restriction endonuclease-like	;  recombination protein U
V1033551	; TBP_aldolase_IIB	; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II	; Aldolase class I		; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II		; (Full) fructose-bisphosphate aldolase II		; Fructose-bisphosphate aldolase class-II						; Aldolase	;  ketose-bisphosphate aldolase
V1162956		; Potassium transporter; Potassium uptake protein, low affinity, Kup		; Low affinity potassium transport system protein kup [kup].	; Potassium transporter; Potassium uptake protein, low affinity, Kup				; K+ potassium transporter							
V1032850		; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB protein signature	; MgtC family							
V1047266	; SIS_RpiR	; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain	; Glucose-6-phosphate isomerase like protein; domain 1; winged helix repressor DNA binding domain		; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain				; Helix-turn-helix domain, rpiR family; SIS domain			; RpiR-type HTH domain profile.; SIS domain profile.			; SIS domain; Homeodomain-like	
V1210615		; MucBP domain; YSIRK Gram-positive signal peptide	; Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; MucBP domain; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
