Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1884889	; HDc	; HD containing hydrolase-like enzyme; HD domain; HD/PDEase domain	; Hypothetical protein af1432		; HD containing hydrolase-like enzyme; HD domain; HD/PDEase domain				; HD containing hydrolase-like enzyme	; UPF0207 HYDROLASE HD PHOSPHOHYDROLASE METAL-DEPENDENT SUBDOMAIN YFBR PHOSPHOHYDROLASE NUCLEOTIDE-BINDING NUCLEOSIDE				; Metal dependent phosphohydrolases with conserved 'HD' motif.	; HD-domain/PDEase-like	
V1032701	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like; Oligopeptide transport permease C-like, N-terminal domain	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like; Oligopeptide transport permease C-like, N-terminal domain	; consensus disorder prediction			; Binding-protein-dependent transport system inner membrane component; N-terminal TM domain of oligopeptide transport permease C			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1033822		; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Lambda repressor-like, DNA-binding domain											
V1143235		; IrrE N-terminal-like domain			; IrrE N-terminal-like domain				; Domain of unknown function (DUF955)							
V1200536	; ValRS_core	; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold; Valine-tRNA ligase; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	; HUPs; HUPs; Isoleucyl-tRNA Synthetase; Domain 2; Isoleucyl-tRNA Synthetase; Domain 1		; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold; Valine-tRNA ligase; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain			; Valyl-tRNA synthetase signature	; tRNA synthetases class I (I, L, M and V)		; Aminoacyl-transfer RNA synthetases class-I signature.				; Nucleotidylyl transferase; Nucleotidylyl transferase; ValRS/IleRS/LeuRS editing domain	;  valine--tRNA ligase
V1424932	; S1_IF1	; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; RNA-binding domain, S1, IF1 type; Translation initiation factor IF-1	; Nucleic acid-binding proteins	; Translation initiation factor IF-1 [infA].	; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; RNA-binding domain, S1, IF1 type; Translation initiation factor IF-1				; Translation initiation factor 1A / IF-1			; S1 domain IF1 type profile.		; Ribosomal protein S1-like RNA-binding domain	; Nucleic acid-binding proteins	;  translation initiation factor IF-1
V1684101	; LT_GEWL	; Endopeptidase, NLPC/P60 domain; Lysozyme-like domain; Phage tail tape measure protein; Transglycosylase SLT domain 1	; endopeptidase domain like (from Nostoc punctiforme)		; Endopeptidase, NLPC/P60 domain; Lysozyme-like domain; Phage tail tape measure protein; Transglycosylase SLT domain 1	; consensus disorder prediction			; NlpC/P60 family; Phage-related minor tail protein; Transglycosylase SLT domain						; Cysteine proteinases; Lysozyme-like	;  phage tail tape measure protein, TP901 family, core region
V1684172		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; ABC transporter transmembrane region; P-loop containing nucleoside triphosphate hydrolases	
V1032467		; Protein of unknown function DUF951			; Protein of unknown function DUF951				; Bacterial protein of unknown function (DUF951)							
V1338894		; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase			; N12 class N6 adenine-specific DNA methyltransferase signature	; HsdM N-terminal domain; N-6 DNA Methylase		; N-6 Adenine-specific DNA methylases signature.				; S-adenosyl-L-methionine-dependent methyltransferases	
V1796837	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1032738	; AdoMet_MTases	; S-adenosyl-L-methionine-dependent methyltransferase; UbiE/COQ5 methyltransferase; UbiE/COQ5 methyltransferase, conserved site	; Vaccinia Virus protein VP39	; Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE [ubiE].	; S-adenosyl-L-methionine-dependent methyltransferase; UbiE/COQ5 methyltransferase; UbiE/COQ5 methyltransferase, conserved site				; ubiE/COQ5 methyltransferase family		; ubiE/COQ5 methyltransferase family signature 1.; ubiE/COQ5 methyltransferase family signature 2.	; UbiE family SAM-binding methyltransferase profile.			; S-adenosyl-L-methionine-dependent methyltransferases	;  ubiquinone/menaquinone biosynthesis methyltransferase
V1143266		; Protein of unknown function DUF806			; Protein of unknown function DUF806				; Protein of unknown function (DUF806)							
V1806609		; RelB antitoxin/Antitoxin DinJ			; RelB antitoxin/Antitoxin DinJ				; RelB antitoxin							;  addiction module antitoxin, RelB/DinJ family
V1890904		; Ribosomal RNA adenine dimethylase; Ribosomal RNA adenine methylase transferase, N-terminal; Ribosomal RNA adenine methylase transferase, conserved site; Ribosomal RNA adenine methyltransferase KsgA/Erm; S-adenosyl-L-methionine-dependent methyltransferase; rRNA adenine dimethylase-like	; Vaccinia Virus protein VP39	; Ribosomal RNA small subunit methyltransferase A [rsmA].	; Ribosomal RNA adenine dimethylase; Ribosomal RNA adenine methylase transferase, N-terminal; Ribosomal RNA adenine methylase transferase, conserved site; Ribosomal RNA adenine methyltransferase KsgA/Erm; S-adenosyl-L-methionine-dependent methyltransferase; rRNA adenine dimethylase-like				; Ribosomal RNA adenine dimethylase		; Ribosomal RNA adenine dimethylases signature.	; rRNA adenine N(6)-methyltransferase family profile.		; Ribosomal RNA adenine dimethylases	; S-adenosyl-L-methionine-dependent methyltransferases	;  ribosomal RNA small subunit methyltransferase A
V1162994	; MFS; S1_YloQ_GTPase	; Major facilitator superfamily domain; Nucleic acid-binding, OB-fold; P-loop containing nucleoside triphosphate hydrolase; Ribosome biogenesis GTPase RsgA, N-terminal; RsgA type GTPase domain	; P-loop containing nucleotide triphosphate hydrolases; MFS general substrate transporter like domains; Nucleic acid-binding proteins		; Major facilitator superfamily domain; Nucleic acid-binding, OB-fold; P-loop containing nucleoside triphosphate hydrolase; Ribosome biogenesis GTPase RsgA, N-terminal; RsgA type GTPase domain				; Protein of unknown function, DUF258; RsgA N-terminal domain						; Nucleic acid-binding proteins; P-loop containing nucleoside triphosphate hydrolases; MFS general substrate transporter	
V1883319		; Putative adhesin			; Putative adhesin	; consensus disorder prediction			; Putative adhesin							
V1032778		; DHS-like NAD/FAD-binding domain; Sirtuin family; Sirtuin family, catalytic core domain; Sirtuin family, catalytic core small domain	; TPP-binding domain; TPP-binding domain; TPP-binding domain; SIR2/SIRT2 'Small Domain'; SIR2/SIRT2 'Small Domain'		; DHS-like NAD/FAD-binding domain; Sirtuin family; Sirtuin family, catalytic core domain; Sirtuin family, catalytic core small domain				; Sir2 family			; Sirtuin catalytic domain profile.			; DHS-like NAD/FAD-binding domain	
V1033264		; Diaminopimelate epimerase, DapF; Diaminopimelate epimerase, active site	; Diaminopimelate Epimerase; Chain A; Diaminopimelate Epimerase; Chain A	; Diaminopimelate epimerase [dapF].	; Diaminopimelate epimerase, DapF; Diaminopimelate epimerase, active site				; Diaminopimelate epimerase		; Diaminopimelate epimerase signature.				; Diaminopimelate epimerase-like; Diaminopimelate epimerase-like	;  diaminopimelate epimerase
V1163775		; Alpha/Beta hydrolase fold; Serine aminopeptidase, S33			; Alpha/Beta hydrolase fold; Serine aminopeptidase, S33				; Serine aminopeptidase, S33						; alpha/beta-Hydrolases; alpha/beta-Hydrolases	
V1204773	; MFS	; Drug resistance transporter EmrB/QacA subfamily; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains; MFS general substrate transporter like domains		; Drug resistance transporter EmrB/QacA subfamily; Major facilitator superfamily; Major facilitator superfamily domain			; Tetracycline resistance protein TetB signature	; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter; MFS general substrate transporter; MFS general substrate transporter	; H+ antiporter-2 (14 Spanner) (DHA2) family
V1032427		; Acylphosphatase-like domain			; Acylphosphatase-like domain				; Acylphosphatase			; Acylphosphatase-like domain profile.			; Acylphosphatase/BLUF domain-like	
V1032591		; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF				; Bacterial extracellular solute-binding proteins, family 3					; Bacterial periplasmic substrate-binding proteins; Eukaryotic homologues of bacterial periplasmic substrate binding proteins.	; Periplasmic binding protein-like II	
V1033266	; Isoamyl_acetate_hydrolase_like	; GDSL lipase/esterase; SGNH hydrolase-type esterase domain			; GDSL lipase/esterase; SGNH hydrolase-type esterase domain				; GDSL-like Lipase/Acylhydrolase						; SGNH hydrolase	
V1199385	; PseudoU_synth_EcTruA	; Pseudouridine synthase I, TruA; Pseudouridine synthase I, TruA, C-terminal; Pseudouridine synthase I, TruA, N-terminal; Pseudouridine synthase I, TruA, alpha/beta domain; Pseudouridine synthase, catalytic domain		; tRNA pseudouridine synthase A [truA].	; Pseudouridine synthase I, TruA; Pseudouridine synthase I, TruA, C-terminal; Pseudouridine synthase I, TruA, N-terminal; Pseudouridine synthase I, TruA, alpha/beta domain; Pseudouridine synthase, catalytic domain		; (Full) tRNA-pseudouridine synthase A, prokaryotic type		; tRNA pseudouridine synthase						; Pseudouridine synthase	;  tRNA pseudouridine(38-40) synthase
V1204660	; FTHFS	; Formate-tetrahydrofolate ligase, FTHFS; Formate-tetrahydrofolate ligase, FTHFS, conserved site; P-loop containing nucleoside triphosphate hydrolase	; Formyltetrahydrofolate synthetase; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; Domain 2	; Formate--tetrahydrofolate ligase [fhs].	; Formate-tetrahydrofolate ligase, FTHFS; Formate-tetrahydrofolate ligase, FTHFS, conserved site; P-loop containing nucleoside triphosphate hydrolase				; Formate--tetrahydrofolate ligase		; Formate--tetrahydrofolate ligase signature 1.				; P-loop containing nucleoside triphosphate hydrolases	
V1694432	; Phosphoglycerate_kinase	; Phosphoglycerate kinase; Phosphoglycerate kinase, C-terminal; Phosphoglycerate kinase, N-terminal; Phosphoglycerate kinase, conserved site		; Phosphoglycerate kinase [pgk].	; Phosphoglycerate kinase; Phosphoglycerate kinase, C-terminal; Phosphoglycerate kinase, N-terminal; Phosphoglycerate kinase, conserved site		; (Full) phosphoglycerate kinase	; Phosphoglycerate kinase family signature	; Phosphoglycerate kinase		; Phosphoglycerate kinase signature.				; Phosphoglycerate kinase	
V1034245		; ABC-type thiamin-related transport system, permease component 1, predicted			; ABC-type thiamin-related transport system, permease component 1, predicted				; ABC-type cobalt transport system, permease component							
V1882859	; HDc	; HD domain	; Hypothetical protein af1432		; HD domain				; HD domain						; HD-domain/PDEase-like	
V1032561		; CAT RNA-binding domain; PRD domain	; SacY-like RNA-binding domain; PTS-regulatory domain; PTS-regulatory domain		; CAT RNA-binding domain; PRD domain				; CAT RNA binding domain; PRD domain			; PRD domain profile.		; CAT RNA binding domain	; PTS-regulatory domain, PRD; PTS-regulatory domain, PRD; SacY-like RNA-binding domain	
V1163757	; PBP2_AatB_like	; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF				; Bacterial extracellular solute-binding proteins, family 3					; Eukaryotic homologues of bacterial periplasmic substrate binding proteins.; Bacterial periplasmic substrate-binding proteins	; Periplasmic binding protein-like II	
V1891163	; THUMP_ThiI	; THUMP domain			; THUMP domain				; THUMP domain			; THUMP domain profile.		; 	; THUMP domain-like	
V1032727	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1101418	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1237086		; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain				; Major Facilitator Superfamily						; MFS general substrate transporter	
V1884654	; PBP2_OppA	; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site	; Periplasmic binding protein-like II; Dipeptide-binding Protein; Domain 1; Dipeptide-binding Protein; Domain 3		; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site				; Bacterial extracellular solute-binding proteins, family 5 Middle		; Bacterial extracellular solute-binding proteins, family 5 signature.	; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1032431	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like; Amino acid ABC transporter, permease protein, 3-TM domain	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like; Amino acid ABC transporter, permease protein, 3-TM domain				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	;  amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
V1033643	; GH25_Cpl1-like	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup; SLAP domain, Lactobacillus	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup; SLAP domain, Lactobacillus				; Bacterial surface layer protein; Glycosyl hydrolases family 25					; Glycosyl hydrolases family 25; Glycosyl hydrolases family 25	; (Trans)glycosidases	
V1033849		; DNA gyrase B subunit, C-terminal; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA-like domain; Toprim domain			; DNA gyrase B subunit, C-terminal; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA-like domain; Toprim domain			; DNA topoisomerase II family signature	; DNA gyrase B subunit, carboxyl terminus; Toprim domain		; DNA topoisomerase II signature.	; Toprim domain profile.		; TopoisomeraseII	; Type II DNA topoisomerase	
V1163641	; YycH_N															
V1032749	; AdoMet_MTases; GIY-YIG_UPF0213	; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase				; GIY-YIG catalytic domain; Methyltransferase small domain			; GIY-YIG domain profile.			; GIY-YIG endonuclease; S-adenosyl-L-methionine-dependent methyltransferases	
V1033334	; RT_G2_intron	; Group II intron reverse transcriptase/maturase; Group II intron, maturase-specific; RNA-directed DNA polymerase (reverse transcriptase), msDNA; Reverse transcriptase domain			; Group II intron reverse transcriptase/maturase; Group II intron, maturase-specific; RNA-directed DNA polymerase (reverse transcriptase), msDNA; Reverse transcriptase domain			; RNA-dependent DNA-polymerase (msDNA) signature	; Group II intron, maturase-specific domain; Reverse transcriptase (RNA-dependent DNA polymerase)			; Reverse transcriptase (RT) catalytic domain profile.			; DNA/RNA polymerases	;  group II intron reverse transcriptase/maturase
V1033417		; DNA-directed RNA polymerase, omega subunit; RNA polymerase subunit, RPB6/omega; RNA polymerase, subunit omega/K/RPB6		; DNA-directed RNA polymerase subunit omega [rpoZ].	; DNA-directed RNA polymerase, omega subunit; RNA polymerase subunit, RPB6/omega; RNA polymerase, subunit omega/K/RPB6				; RNA polymerase Rpb6						; RPB6/omega subunit-like	;  DNA-directed RNA polymerase, omega subunit
V1200427		; Transposase DDE domain			; Transposase DDE domain				; Transposase DDE domain							
V1598604		; Transposase, mutator type			; Transposase, mutator type				; Transposase, Mutator family		; Transposases, Mutator family, signature.					
V1796871	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1684142		; Transposase, mutator type			; Transposase, mutator type				; Transposase, Mutator family							
V1884536		; ABC transporter type 1, transmembrane domain	; Putative multidrug export ATP-binding/permease protein like domains		; ABC transporter type 1, transmembrane domain				; ABC transporter transmembrane region			; ABC transporter integral membrane type-1 fused domain profile.			; ABC transporter transmembrane region	
V1885078		; Branched-chain amino acid transport system II carrier protein			; Branched-chain amino acid transport system II carrier protein				; Branched-chain amino acid transport protein							;  branched-chain amino acid transport system II carrier protein
V1143243	; INT_ICEBs1_C_like	; AP2-like integrase, N-terminal domain; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal	; Intergrase catalytic core		; AP2-like integrase, N-terminal domain; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal				; AP2-like DNA-binding integrase domain; Phage integrase family; Phage integrase, N-terminal SAM-like domain						; DNA breaking-rejoining enzymes	
V1213026		; Phenylalanine-tRNA ligase, beta subunit, ferrodoxin-fold anticodon-binding	; Bira Bifunctional Protein; Domain 2		; Phenylalanine-tRNA ligase, beta subunit, ferrodoxin-fold anticodon-binding				; Ferredoxin-fold anticodon binding domain			; Ferredoxin-fold anticodon binding (FDX-ACB) domain profile.		; Ferredoxin-fold anticodon binding domain	; Anticodon-binding domain of PheRS; Class II aaRS and biotin synthetases	
V1032771		; Glycoside hydrolase, family 8; Six-hairpin glycosidase; Six-hairpin glycosidase-like			; Glycoside hydrolase, family 8; Six-hairpin glycosidase; Six-hairpin glycosidase-like			; Glycosyl hydrolase family 8 signature	; Glycosyl hydrolases family 8						; Six-hairpin glycosidases	
V1047201		; Duplicated hybrid motif; Major facilitator superfamily domain; Phosphotransferase system, sugar-specific permease EIIA type 1; Sodium:galactoside symporter; Sodium:galactoside symporter, conserved site	; Glucose Permease (Domain IIA); MFS general substrate transporter like domains; MFS general substrate transporter like domains		; Duplicated hybrid motif; Major facilitator superfamily domain; Phosphotransferase system, sugar-specific permease EIIA type 1; Sodium:galactoside symporter; Sodium:galactoside symporter, conserved site				; MFS/sugar transport protein; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1		; PTS EIIA domains phosphorylation site signature 1.; Sodium:galactoside symporter family signature.	; PTS_EIIA type-1 domain profile.			; MFS general substrate transporter; Duplicated hybrid motif	;  PTS system, glucose subfamily, IIA component;  sugar (Glycoside-Pentoside-Hexuronide) transporter
V1047261		; Transposase IS204/IS1001/IS1096/IS1165, zinc-finger			; Transposase IS204/IS1001/IS1096/IS1165, zinc-finger				; zinc-finger of transposase IS204/IS1001/IS1096/IS1165							
V1886317	; HAM1	; Ham1-like protein; Inosine triphosphate pyrophosphatase-like			; Ham1-like protein; Inosine triphosphate pyrophosphatase-like				; Ham1 family						; ITPase-like	;  non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
V1034215	; MATE_MepA_like	; Multi antimicrobial extrusion protein			; Multi antimicrobial extrusion protein		; (Full) multidrug and toxic compound extrusion protein, YoeA type		; MatE							;  MATE efflux family protein
V1143267		; Bacteriophage HK97-gp10, putative tail-component			; Bacteriophage HK97-gp10, putative tail-component	; consensus disorder prediction			; Bacteriophage HK97-gp10, putative tail-component							;  phage protein, HK97 gp10 family
V1807959						; consensus disorder prediction										
V1001201	; TBP_aldolase_IIB	; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II	; Aldolase class I		; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II		; (Full) fructose-bisphosphate aldolase II		; Fructose-bisphosphate aldolase class-II						; Aldolase	;  ketose-bisphosphate aldolase
V1199388		; ABC transporter type 1, transmembrane domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains		; ABC transporter type 1, transmembrane domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region			; ABC transporter integral membrane type-1 fused domain profile.			; P-loop containing nucleoside triphosphate hydrolases; ABC transporter transmembrane region	
V1366241		; Transposase, IS66			; Transposase, IS66				; IS66 C-terminal element; Transposase IS66 family							
V1884620	; AdoMet_MTases	; DNA methylase, adenine-specific; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; DNA methylase, adenine-specific; S-adenosyl-L-methionine-dependent methyltransferase			; N12 class N6 adenine-specific DNA methyltransferase signature	; N-6 DNA Methylase						; S-adenosyl-L-methionine-dependent methyltransferases	
V1885080		; Periplasmic binding protein-like I			; Periplasmic binding protein-like I										; Periplasmic binding protein-like I	
V1032568		; Phosphate-starvation-induced PsiE; Phosphate-starvation-induced PsiE-like			; Phosphate-starvation-induced PsiE; Phosphate-starvation-induced PsiE-like		; (Full) phosphate-starvation-inducible protein, PsiE type		; Phosphate-starvation-inducible E							
V1034211		; Amino acid/polyamine transporter I			; Amino acid/polyamine transporter I				; Amino acid permease							
V1047087		; Protein of unknown function DUF1056			; Protein of unknown function DUF1056				; Protein of unknown function (DUF1056)							
V1886260		; NUDIX hydrolase domain; NUDIX hydrolase domain-like	; Nucleoside Triphosphate Pyrophosphohydrolase		; NUDIX hydrolase domain; NUDIX hydrolase domain-like				; NUDIX domain						; Nudix	
V1032774	; AAG	; Formyl transferase, C-terminal-like; Methylpurine-DNA glycosylase (MPG)	; 3-methyladenine DNA Glycosylase; Chain A	; Putative 3-methyladenine DNA glycosylase.	; Formyl transferase, C-terminal-like; Methylpurine-DNA glycosylase (MPG)				; Methylpurine-DNA glycosylase (MPG)						; FMT C-terminal domain-like	;  DNA-3-methyladenine glycosylase
V1033460	; DHDPS	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site	; Aldolase class I	; 4-hydroxy-tetrahydrodipicolinate synthase [dapA].	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site		; (Full) dihydrodipicolinate synthase	; Dihydrodipicolinate synthase signature	; Dihydrodipicolinate synthetase family		; Dihydrodipicolinate synthase signature 2.			; Dihydrodipicolinate synthetase family	; Aldolase	;  4-hydroxy-tetrahydrodipicolinate synthase
V1164033		; Phosphotransferase system, mannose-type IIA component			; Phosphotransferase system, mannose-type IIA component				; PTS system fructose IIA component			; PTS_EIIA type-4 domain profile.			; PTS system fructose IIA component-like	
V1886142		; PPM-type phosphatase domain	; Phosphatase 2c; Domain 1		; PPM-type phosphatase domain				; Stage II sporulation protein E (SpoIIE)						; PP2C-like	
V1891144		; Transposase, IS4-like			; Transposase, IS4-like				; Transposase DDE domain							
V1204522		; Pectin lyase fold/virulence factor; Protein of unknown function DUF3737			; Pectin lyase fold/virulence factor; Protein of unknown function DUF3737				; Protein of unknown function (DUF3737)						; Pectin lyase-like	
V1684169	; CAP_ED; HTH_CRP	; Crp-type HTH domain; Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; RmlC-like jelly roll fold; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain; Jelly Rolls		; Crp-type HTH domain; Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; RmlC-like jelly roll fold; Winged helix-turn-helix DNA-binding domain			; CRP bacterial regulatory protein HTH signature	; Crp-like helix-turn-helix domain; Cyclic nucleotide-binding domain			; Crp-type HTH domain profile.; cAMP/cGMP binding motif profile.		; Cyclic nucleotide-monophosphate binding domain; helix_turn_helix, cAMP Regulatory protein	; Winged helix DNA-binding domain; cAMP-binding domain-like	
V1203078		; P-loop containing nucleoside triphosphate hydrolase; UvrD-like Helicase, ATP-binding domain	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; UvrD-like Helicase, ATP-binding domain				; UvrD/REP helicase N-terminal domain			; UvrD-like DNA helicase ATP-binding domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1883183		; MerR-type HTH domain; Putative DNA-binding domain			; MerR-type HTH domain; Putative DNA-binding domain				; MerR HTH family regulatory protein						; Putative DNA-binding domain	
V1886242		; Mur ligase, C-terminal			; Mur ligase, C-terminal										; MurD-like peptide ligases, peptide-binding domain	
V1032334		; 50S ribosomal protein L30e-like; Protein of unknown function DUF1694			; 50S ribosomal protein L30e-like; Protein of unknown function DUF1694	; consensus disorder prediction			; Protein of unknown function (DUF1694)						; YueI-like	
V1033592									; HlyD family secretion protein							
V1047266	; SIS_RpiR	; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain	; Glucose-6-phosphate isomerase like protein; domain 1; winged helix repressor DNA binding domain		; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain				; Helix-turn-helix domain, rpiR family; SIS domain			; RpiR-type HTH domain profile.; SIS domain profile.			; SIS domain; Homeodomain-like	
V1034934	; MreB_like	; Cell shape determining protein MreB	; Actin; Chain A		; Cell shape determining protein MreB			; Bacterial cell shape determinant MreB/Mbl protein signature	; MreB/Mbl protein						; Actin-like ATPase domain; Actin-like ATPase domain	;  cell shape determining protein, MreB/Mrl family
V1885117	; RT_G2_intron	; Group II intron, maturase-specific; Reverse transcriptase domain			; Group II intron, maturase-specific; Reverse transcriptase domain				; Group II intron, maturase-specific domain; Reverse transcriptase (RNA-dependent DNA polymerase)						; DNA/RNA polymerases	
V1033485		; Xylose isomerase-like, TIM barrel domain	; Divalent-metal-dependent TIM barrel enzymes		; Xylose isomerase-like, TIM barrel domain				; Xylose isomerase-like TIM barrel						; Xylose isomerase-like	
V1047041		; Fimbrial isopeptide formation D2 domain			; Fimbrial isopeptide formation D2 domain	; consensus disorder prediction										;  fimbrial isopeptide formation D2 domain
V1033725		; Putative threonine/serine exporter; S-adenosyl-L-methionine-dependent methyltransferase	; DNA helicase RuvA subunit; Vaccinia Virus protein VP39		; Putative threonine/serine exporter; S-adenosyl-L-methionine-dependent methyltransferase				; Putative threonine/serine exporter						; S-adenosyl-L-methionine-dependent methyltransferases	
V1047038						; consensus disorder prediction										
