Gene	EC_number	EC_Annotation
V1549076	ec:4.1.2.9	 phosphoketolase; D-xylulose-5-phosphate D-glyceraldehyde-3-phosphate-lyase (phosphate-acetylating)
V1197540	ec:5.4.2.10	 phosphoglucosamine mutase
V1159777	ec:5.1.3.4	 L-ribulose-5-phosphate 4-epimerase; phosphoribulose isomerase; ribulose phosphate 4-epimerase; L-ribulose-phosphate 4-epimerase; L-ribulose 5-phosphate 4-epimerase; AraD; L-Ru5P ec:5.1.3.40 D-tagatose 6-phosphate 4-epimerase ec:5.1.3.41 fructoselysine 3-epimerase; frlC (gene name)
V1340101	ec:3.1.3.3	 phosphoserine phosphatase ec:3.1.3.30 Deleted entry ec:3.1.3.31 nucleotidase; nucleotide phosphatase; nucleotide-specific phosphatase; NSP I; NSP II; deoxyribonucleoside-activated nucleotidase (DAN); deoxyinosine-activated nucleotidase (DIAN); acid nucleotidase ec:3.1.3.32 polynucleotide 3'-phosphatase; 2'(3')-polynucleotidase; DNA 3'-phosphatase; deoxyribonucleate 3'-phosphatase; 5'-polynucleotidekinase 3'-phosphatase ec:3.1.3.33 polynucleotide 5'-phosphatase; 5'-polynucleotidase ec:3.1.3.34 deoxynucleotide 3'-phosphatase; 3'-deoxynucleotidase; 3'-deoxyribonucleotidase ec:3.1.3.35 thymidylate 5'-phosphatase; thymidylate 5'-nucleotidase; deoxythymidylate 5'-nucleotidase; thymidylate nucleotidase; deoxythymidylic 5'-nucleotidase; deoxythymidylate phosphohydrolase; dTMPase ec:3.1.3.36 phosphoinositide 5-phosphatase; type II inositol polyphosphate 5-phosphatase; triphosphoinositide phosphatase; IP3 phosphatase; PtdIns(4,5)P2 phosphatase; triphosphoinositide phosphomonoesterase; diphosphoinositide phosphatase; inositol 1,4,5-triphosphate 5-phosphomonoesterase; inositol triphosphate 5-phosphomonoesterase; phosphatidylinositol-bisphosphatase; phosphatidyl-myo-inositol-4,5-bisphosphate phosphatase; phosphatidylinositol 4,5-bisphosphate phosphatase; polyphosphoinositol lipid 5-phosphatase; phosphatidyl-inositol-bisphosphate phosphatase ec:3.1.3.37 sedoheptulose-bisphosphatase; SBPase; sedoheptulose 1,7-diphospate phosphatase; sedoheptulose 1,7-diphosphatase; sedoheptulose diphosphatase; sedoheptulose bisphosphatase; sedoheptulose 1,7-bisphosphatase ec:3.1.3.38 3-phosphoglycerate phosphatase; D-3-Phosphoglycerate phosphatase; 3-PGA phosphatase ec:3.1.3.39 streptomycin-6-phosphatase; streptomycin 6-phosphate phosphatase; streptomycin 6-phosphate phosphohydrolase; streptomycin-6-P phosphohydrolase
V1492308	ec:3.4.21.53	 endopeptidase La; ATP-dependent serine proteinase; lon proteinase; protease La; proteinase La; ATP-dependent lon proteinase; ATP-dependent protease La; Escherichia coli proteinase La; Escherichia coli serine proteinase La; gene lon protease; gene lon proteins; PIM1 protease; PIM1 proteinase; serine protease La
V1000459	ec:2.1.1.198	 16S rRNA (cytidine1402-2'-O)-methyltransferase; RsmI; YraL
V1144147	ec:1.17.4.2	 ribonucleoside-triphosphate reductase (thioredoxin); ribonucleotide reductase (ambiguous); 2'-deoxyribonucleoside-triphosphate:oxidized-thioredoxin 2'-oxidoreductase
V1000461	ec:2.7.4.9	 dTMP kinase; thymidine monophosphate kinase; thymidylate kinase; thymidylate monophosphate kinase; thymidylic acid kinase; thymidylic kinase; deoxythymidine 5'-monophosphate kinase; TMPK; thymidine 5'-monophosphate kinase
V1381439	ec:3.1.11.5	 exodeoxyribonuclease V; Escherichia coli exonuclease V; E. coli exonuclease V; gene recBC endoenzyme; RecBC deoxyribonuclease; gene recBC DNase; exonuclease V; gene recBCD enzymes
V1430689	ec:2.7.7.7	 DNA-directed DNA polymerase; DNA polymerase I; DNA polymerase II; DNA polymerase III; DNA polymerase alpha; DNA polymerase beta; DNA polymerase gamma; DNA nucleotidyltransferase (DNA-directed); deoxyribonucleate nucleotidyltransferase; deoxynucleate polymerase; deoxyribonucleic acid duplicase; deoxyribonucleic acid polymerase; deoxyribonucleic duplicase; deoxyribonucleic polymerase; deoxyribonucleic polymerase I; DNA duplicase; DNA nucleotidyltransferase; DNA polymerase; DNA replicase; DNA-dependent DNA polymerase; duplicase; Klenow fragment; sequenase; Taq DNA polymerase; Taq Pol I; Tca DNA polymerase ec:2.7.7.21 Transferred to 2.7.7.72 ec:2.7.7.25 Transferred to 2.7.7.72 ec:2.7.7.70 D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase; D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase; D-glycero-D-manno-heptose-1beta-phosphate adenylyltransferase; hldE (gene name); rfaE (gene name) ec:2.7.7.71 D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase; hddC (gene name); gmhD (gene name) ec:2.7.7.72 CCA tRNA nucleotidyltransferase; CCA-adding enzyme; tRNA adenylyltransferase; tRNA cytidylyltransferase; tRNA CCA-pyrophosphorylase; tRNA-nucleotidyltransferase; transfer-RNA nucleotidyltransferase; transfer ribonucleic acid nucleotidyl transferase; CTP(ATP):tRNA nucleotidyltransferase; transfer ribonucleate adenylyltransferase; transfer ribonucleate adenyltransferase; transfer RNA adenylyltransferase; transfer ribonucleate nucleotidyltransferase; ATP (CTP):tRNA nucleotidyltransferase; ribonucleic cytidylic cytidylic adenylic pyrophosphorylase; transfer ribonucleic adenylyl (cytidylyl) transferase; transfer ribonucleic-terminal trinucleotide nucleotidyltransferase; transfer ribonucleate cytidylyltransferase; ribonucleic cytidylyltransferase; -C-C-A pyrophosphorylase; ATP(CTP)-tRNA nucleotidyltransferase; tRNA adenylyl(cytidylyl)transferase; CTP:tRNA cytidylyltransferase ec:2.7.7.73 sulfur carrier protein ThiS adenylyltransferase; thiF (gene name) ec:2.7.7.74 1L-myo-inositol 1-phosphate cytidylyltransferase; CTP:inositol-1-phosphate cytidylyltransferase (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); IPCT (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); L-myo-inositol-1-phosphate cytidylyltransferase ec:2.7.7.75 molybdopterin adenylyltransferase; MogA; Cnx1 (ambiguous) ec:2.7.7.76 molybdenum cofactor cytidylyltransferase; MocA; CTP:molybdopterin cytidylyltransferase; MoCo cytidylyltransferase; Mo-MPT cytidyltransferase ec:2.7.7.77 molybdenum cofactor guanylyltransferase; MobA; MoCo guanylyltransferase ec:2.7.7.78 GDP-D-glucose phosphorylase ec:2.7.7.79 tRNAHis guanylyltransferase; histidine tRNA guanylyltransferase; Thg1p (ambiguous); Thg1 (ambiguous)
V1852135	ec:2.1.1.226	 23S rRNA (cytidine1920-2'-O)-methyltransferase; TlyA (ambiguous)
V1000832	ec:3.1.1.29	 aminoacyl-tRNA hydrolase; aminoacyl-transfer ribonucleate hydrolase; N-substituted aminoacyl transfer RNA hydrolase; peptidyl-tRNA hydrolase
V1268318	ec:3.2.2.27	 uracil-DNA glycosylase; UdgB (ambiguous); uracil-DNA N-glycosylase; UDG (ambiguous); uracil DNA glycohydrolase
V1356188	ec:3.5.4.3	 guanine deaminase; guanase; guanine aminase; GAH ec:3.5.4.30 dCTP deaminase (dUMP-forming) ec:3.5.4.31 S-methyl-5'-thioadenosine deaminase; MTA deaminase; 5-methylthioadenosine deaminase ec:3.5.4.32 8-oxoguanine deaminase; 8-OGD ec:3.5.4.33 tRNA(adenine34) deaminase; tRNA:A34 deaminase; tadA protein; ADAT2-ADAT3 complex; TADA; tRNA adenosine deaminase arginine; AtTadA; tadA/ecADAT2; tRNA A:34 deaminase ec:3.5.4.34 tRNAAla(adenine37) deaminase; ADAT1; Tad1p ec:3.5.4.35 tRNA(cytosine8) deaminase; CDAT8 ec:3.5.4.36 mRNA(cytosine6666) deaminase; APOBEC-1 (catalytic component of an RNA-editing complex); APOBEC1 (catalytic subunit); apolipoprotein B mRNA-editing enzyme 1 (catalytic component of an RNA-editing complex); apoB mRNA-editing enzyme catalytic polypeptide 1 (catalytic component of an RNA-editing complex); apoB mRNA editing complex; apolipoprotein B mRNA editing enzyme; REPR ec:3.5.4.37 double-stranded RNA adenine deaminase; ADAR; double-stranded RNA adenosine deaminase; dsRAD; dsRNA adenosine deaminase; DRADA1; double-stranded RNA-specific adenosine deaminase ec:3.5.4.38 single-stranded DNA cytosine deaminase; AID; activation-induced deaminase; AICDA (gene name); activation-induced cytidine deaminase ec:3.5.4.39 GTP cyclohydrolase IV; MptA; GTP cyclohydrolase MptA
V1000507	ec:2.4.1.187	 N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase; uridine diphosphoacetyl-mannosamineacetylglucosaminylpyrophosphorylundecaprenol acetylmannosaminyltransferase; N-acetylmannosaminyltransferase; UDP-N-acetylmannosamine:N-acetylglucosaminyl diphosphorylundecaprenol N-acetylmannosaminyltransferase; UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase; UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol 4-beta-N-acetylmannosaminyltransferase; tagA (gene name); tarA (gene name); UDP-N-acetyl-alpha-D-mannosamine:N-acetyl-beta-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-beta-N-acetylmannosaminyltransferase
V1237574	ec:6.3.2.17	 tetrahydrofolate synthase; folylpolyglutamate synthase; folate polyglutamate synthetase; formyltetrahydropteroyldiglutamate synthetase; N10-formyltetrahydropteroyldiglutamate synthetase; folylpoly-gamma-glutamate synthase; folylpolyglutamyl synthetase; folylpoly(gamma-glutamate) synthase; folylpolyglutamate synthetase; FPGS; tetrahydrofolylpolyglutamate synthase; tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming); tetrahydropteroyl-[gamma-Glu]n:L-glutamate gamma-ligase (ADP-forming)
V1000488	ec:6.1.1.19	 arginine---tRNA ligase; arginyl-tRNA synthetase; arginyl-transfer ribonucleate synthetase; arginyl-transfer RNA synthetase; arginyl transfer ribonucleic acid synthetase; arginine-tRNA synthetase; arginine translase
V1000506	ec:2.4.1.250	 D-inositol-3-phosphate glycosyltransferase; mycothiol glycosyltransferases; MshA; UDP-N-acetyl-D-glucosamine:1D-myo-inositol 3-phosphate alpha-D-glycosyltransferase
V1000626	ec:2.7.8.5	 CDP-diacylglycerol---glycerol-3-phosphate 1-phosphatidyltransferase; glycerophosphate phosphatidyltransferase; 3-phosphatidyl-1'-glycerol-3'-phosphate synthase; CDPdiacylglycerol:glycerol-3-phosphate phosphatidyltransferase; cytidine 5'-diphospho-1,2-diacyl-sn-glycerol (CDP-diglyceride):sn-glycerol-3-phosphate phosphatidyltransferase; phosphatidylglycerophosphate synthase; phosphatidylglycerolphosphate synthase; PGP synthase; CDP-diacylglycerol-sn-glycerol-3-phosphate 3-phosphatidyltransferase; CDP-diacylglycerol:sn-glycero-3-phosphate phosphatidyltransferase; glycerol phosphate phosphatidyltransferase; glycerol 3-phosphate phosphatidyltransferase; phosphatidylglycerol phosphate synthase; phosphatidylglycerol phosphate synthetase; phosphatidylglycerophosphate synthetase; sn-glycerol-3-phosphate phosphatidyltransferase
V1059482	ec:6.1.1.11	 serine---tRNA ligase; seryl-tRNA synthetase; SerRS; seryl-transfer ribonucleate synthetase; seryl-transfer RNA synthetase; seryl-transfer ribonucleic acid synthetase; serine translase
V1000156	ec:3.1.11.6	 exodeoxyribonuclease VII; Escherichia coli exonuclease VII; E. coli exonuclease VII; endodeoxyribonuclease VII; exonuclease VII
V1852119	ec:5.4.99.25	 tRNA pseudouridine55 synthase; TruB; aCbf5; Pus4; YNL292w (gene name); Psi55 tRNA pseudouridine synthase; tRNA:Psi55-synthase; tRNA pseudouridine 55 synthase; tRNA:pseudouridine-55 synthase; Psi55 synthase; tRNA Psi55 synthase; tRNA:Psi55 synthase; tRNA-uridine55 uracil mutase; Pus10; tRNA-uridine54/55 uracil mutase
V1366363	ec:3.6.3.17	 monosaccharide-transporting ATPase
V1382034	ec:2.1.2.9	 methionyl-tRNA formyltransferase; N10-formyltetrahydrofolic-methionyl-transfer ribonucleic transformylase; formylmethionyl-transfer ribonucleic synthetase; methionyl ribonucleic formyltransferase; methionyl-tRNA Met formyltransferase; methionyl-tRNA transformylase; methionyl-transfer RNA transformylase; methionyl-transfer ribonucleate methyltransferase; methionyl-transfer ribonucleic transformylase
V1042561	ec:5.3.1.8	 mannose-6-phosphate isomerase; phosphomannose isomerase; phosphohexomutase; phosphohexoisomerase; mannose phosphate isomerase; phosphomannoisomerase; D-mannose-6-phosphate ketol-isomerase
V1100642	ec:2.7.8.33	 UDP-N-acetylglucosamine---undecaprenyl-phosphate N-acetylglucosaminephosphotransferase; UDP-N-acetylglucosamine:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; WecA; WecA transferase; UDP-GIcNAc:undecaprenyl phosphate N-acetylglucosaminyl 1-P transferase; GlcNAc-P-P-Und synthase; GPT (ambiguous); TagO; UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; UDP-N-acetyl-D-glucosamine:ditrans,octacis-undecaprenyl phosphate N-acetylglucosaminephosphotransferase
V1851975	ec:3.6.4.13	 RNA helicase; CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
V1852101	ec:2.4.1.227	 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase; MurG transferase; UDP-N-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol beta-1,4-N-acetylglucosaminlytransferase; UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase
V1008515	ec:2.7.1.21	 thymidine kinase; thymidine kinase (phosphorylating); 2'-deoxythymidine kinase; deoxythymidine kinase (phosphorylating) ec:2.7.1.210 D-erythrulose 4-kinase; derK (gene name) ec:2.7.1.211 protein-Npi-phosphohistidine---sucrose phosphotransferase; scrAB (gene names); sucrose PTS permease; EIIScr; Enzyme IIScr ec:2.7.1.212 alpha-D-ribose-1-phosphate 5-kinase (ADP) ec:2.7.1.213 cytidine kinase ec:2.7.1.214 C7-cyclitol 7-kinase; valC (gene name); vldC (gene name) ec:2.7.1.215 erythritol kinase (D-erythritol 1-phosphate-forming); eryA (gene name) ec:2.7.1.216 farnesol kinase; FOLK (gene name) ec:2.7.1.217 3-dehydrotetronate 4-kinase; otnK (gene name)
V1097503	ec:2.7.7.6	 DNA-directed RNA polymerase; RNA polymerase; RNA nucleotidyltransferase (DNA-directed); RNA polymerase I; RNA polymerase II; RNA polymerase III; C RNA formation factors; deoxyribonucleic acid-dependent ribonucleic acid polymerase; DNA-dependent ribonucleate nucleotidyltransferase; DNA-dependent RNA nucleotidyltransferase; DNA-dependent RNA polymerase; ribonucleate nucleotidyltransferase; ribonucleate polymerase; C ribonucleic acid formation factors; ribonucleic acid nucleotidyltransferase; ribonucleic acid polymerase; ribonucleic acid transcriptase; ribonucleic polymerase; ribonucleic transcriptase; RNA nucleotidyltransferase; RNA transcriptase; transcriptase; RNA nucleotidyltransferase I ec:2.7.7.60 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MEP cytidylyltransferase ec:2.7.7.61 citrate lyase holo-[acyl-carrier protein] synthase; 2'-(5''-phosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase; CitX; holo-ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase adenylyltransferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase adenylyltransferase; holo-citrate lyase synthase (incorrect) ec:2.7.7.62 adenosylcobinamide-phosphate guanylyltransferase; CobU; adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase; AdoCbi kinase/AdoCbi-phosphate guanylyltransferase ec:2.7.7.63 Transferred to 6.3.1.20 ec:2.7.7.64 UTP-monosaccharide-1-phosphate uridylyltransferase; UDP-sugar pyrophosphorylase; PsUSP ec:2.7.7.65 diguanylate cyclase; DGC; PleD ec:2.7.7.66 malonate decarboxylase holo-[acyl-carrier protein] synthase; holo ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo ACP 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; MdcG; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase adenylyltransferase; holo-malonate-decarboxylase synthase (incorrect) ec:2.7.7.67 CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase; carS (gene name); CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase; CTP:2,3-GG-GP ether cytidylyltransferase; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol synthase; CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphate cytidylyltransferase; CDP-unsaturated archaeol synthase; CDP-archaeol synthase (incorrect) ec:2.7.7.68 2-phospho-L-lactate guanylyltransferase; CofC; MJ0887 ec:2.7.7.69 GDP-L-galactose phosphorylase; VTC2; VTC5
V1000612	ec:3.1.4.46	 glycerophosphodiester phosphodiesterase; gene hpd protein; glycerophosphoryl diester phosphodiesterase; IgD-binding protein D
V1000530	ec:2.7.4.8	 guanylate kinase; deoxyguanylate kinase; 5'-GMP kinase; GMP kinase; guanosine monophosphate kinase; ATP:GMP phosphotransferase
V1000592	ec:3.5.2.3	 dihydroorotase; carbamoylaspartic dehydrase; dihydroorotate hydrolase
V1012053	ec:2.7.1.69	 Transferred to 2.7.1.191 and 2.7.1.192 and 2.7.1.193 and 2.7.1.194 and 2.7.1.195 and 2.7.1.196 and 2.7.1.197 and 2.7.1.198 and 2.7.1.199 and 2.7.1.200 and 2.7.1.201 and 2.7.1.202 and 2.7.1.203 and 2.7.1.204 and 2.7.1.205 and 2.7.1.206 and 2.7.1.207 and 2.7.1.208
V1144324	ec:6.1.1.13	 D-alanine---poly(phosphoribitol) ligase; D-alanyl-poly(phosphoribitol) synthetase; D-alanine: membrane acceptor ligase; D-alanine-D-alanyl carrier protein ligase; D-alanine-membrane acceptor ligase; D-alanine-activating enzyme
V1580963	ec:6.3.4.4	 adenylosuccinate synthase; IMP---aspartate ligase; adenylosuccinate synthetase; succinoadenylic kinosynthetase; succino-AMP synthetase
V1143803	ec:3.1.3.5	 5'-nucleotidase; uridine 5'-nucleotidase; 5'-adenylic phosphatase; adenosine 5'-phosphatase; AMP phosphatase; adenosine monophosphatase; 5'-mononucleotidase; AMPase; UMPase; snake venom 5'-nucleotidase; thimidine monophosphate nucleotidase; 5'-AMPase; 5'-AMP nucleotidase; AMP phosphohydrolase; IMP 5'-nucleotidase ec:3.1.3.50 sorbitol-6-phosphatase; sorbitol-6-phosphate phosphatase ec:3.1.3.51 dolichyl-phosphatase; dolichol phosphate phosphatase; dolichol phosphatase; dolichol monophosphatase; dolichyl monophosphate phosphatase; dolichyl phosphate phosphatase; polyisoprenyl phosphate phosphatase; polyprenylphosphate phosphatase; Dol-P phosphatase ec:3.1.3.52 [3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase; branched-chain oxo-acid dehydrogenase phosphatase; branched-chain 2-keto acid dehydrogenase phosphatase; branched-chain alpha-keto acid dehydrogenase phosphatase; BCKDH; [3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase; [3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphate phosphohydrolase ec:3.1.3.53 [myosin-light-chain] phosphatase; myosin light chain kinase phosphatase; myosin phosphatase; myosin phosphatase; protein phosphatase 2A; myosin-light-chain-phosphatase ec:3.1.3.54 fructose-2,6-bisphosphate 6-phosphatase; fructose 2,6-bisphosphate-6-phosphohydrolase; fructose-2,6-bisphosphate 6-phosphohydrolase; D-fructose-2,6-bisphosphate 6-phosphohydrolase ec:3.1.3.55 caldesmon-phosphatase; SMP-I; smooth muscle caldesmon phosphatase ec:3.1.3.56 inositol-polyphosphate 5-phosphatase; type I inositol-polyphosphate phosphatase; inositol trisphosphate phosphomonoesterase; InsP3/Ins(1,3,4,5)P4 5-phosphatase; inosine triphosphatase; D-myo-inositol 1,4,5-triphosphate 5-phosphatase; D-myo-inositol 1,4,5-trisphosphate 5-phosphatase; L-myo-inositol 1,4,5-trisphosphate-monoesterase; inositol phosphate 5-phosphomonoesterase; inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase; Ins(1,4,5)P3 5-phosphatase; D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase; inositol 1,4,5-trisphosphate phosphatase; inositol polyphosphate-5-phosphatase; myo-inositol-1,4,5-trisphosphate 5-phosphatase; inositol-1,4,5-trisphosphate 5-phosphatase ec:3.1.3.57 inositol-1,4-bisphosphate 1-phosphatase; inositol-polyphosphate 1-phosphatase ec:3.1.3.58 sugar-terminal-phosphatase; xylitol-5-phosphatase ec:3.1.3.59 alkylacetylglycerophosphatase; 1-alkyl-2-lyso-sn-glycero-3-P:acetyl-CoA acetyltransferase; alkylacetylglycerophosphate phosphatase
V1327727	ec:2.7.7.7	 DNA-directed DNA polymerase; DNA polymerase I; DNA polymerase II; DNA polymerase III; DNA polymerase alpha; DNA polymerase beta; DNA polymerase gamma; DNA nucleotidyltransferase (DNA-directed); deoxyribonucleate nucleotidyltransferase; deoxynucleate polymerase; deoxyribonucleic acid duplicase; deoxyribonucleic acid polymerase; deoxyribonucleic duplicase; deoxyribonucleic polymerase; deoxyribonucleic polymerase I; DNA duplicase; DNA nucleotidyltransferase; DNA polymerase; DNA replicase; DNA-dependent DNA polymerase; duplicase; Klenow fragment; sequenase; Taq DNA polymerase; Taq Pol I; Tca DNA polymerase ec:2.7.7.21 Transferred to 2.7.7.72 ec:2.7.7.25 Transferred to 2.7.7.72 ec:2.7.7.70 D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase; D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase; D-glycero-D-manno-heptose-1beta-phosphate adenylyltransferase; hldE (gene name); rfaE (gene name) ec:2.7.7.71 D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase; hddC (gene name); gmhD (gene name) ec:2.7.7.72 CCA tRNA nucleotidyltransferase; CCA-adding enzyme; tRNA adenylyltransferase; tRNA cytidylyltransferase; tRNA CCA-pyrophosphorylase; tRNA-nucleotidyltransferase; transfer-RNA nucleotidyltransferase; transfer ribonucleic acid nucleotidyl transferase; CTP(ATP):tRNA nucleotidyltransferase; transfer ribonucleate adenylyltransferase; transfer ribonucleate adenyltransferase; transfer RNA adenylyltransferase; transfer ribonucleate nucleotidyltransferase; ATP (CTP):tRNA nucleotidyltransferase; ribonucleic cytidylic cytidylic adenylic pyrophosphorylase; transfer ribonucleic adenylyl (cytidylyl) transferase; transfer ribonucleic-terminal trinucleotide nucleotidyltransferase; transfer ribonucleate cytidylyltransferase; ribonucleic cytidylyltransferase; -C-C-A pyrophosphorylase; ATP(CTP)-tRNA nucleotidyltransferase; tRNA adenylyl(cytidylyl)transferase; CTP:tRNA cytidylyltransferase ec:2.7.7.73 sulfur carrier protein ThiS adenylyltransferase; thiF (gene name) ec:2.7.7.74 1L-myo-inositol 1-phosphate cytidylyltransferase; CTP:inositol-1-phosphate cytidylyltransferase (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); IPCT (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); L-myo-inositol-1-phosphate cytidylyltransferase ec:2.7.7.75 molybdopterin adenylyltransferase; MogA; Cnx1 (ambiguous) ec:2.7.7.76 molybdenum cofactor cytidylyltransferase; MocA; CTP:molybdopterin cytidylyltransferase; MoCo cytidylyltransferase; Mo-MPT cytidyltransferase ec:2.7.7.77 molybdenum cofactor guanylyltransferase; MobA; MoCo guanylyltransferase ec:2.7.7.78 GDP-D-glucose phosphorylase ec:2.7.7.79 tRNAHis guanylyltransferase; histidine tRNA guanylyltransferase; Thg1p (ambiguous); Thg1 (ambiguous)
V1000589	ec:4.1.1.23	 orotidine-5'-phosphate decarboxylase; orotidine-5'-monophosphate decarboxylase; orotodylate decarboxylase; orotidine phosphate decarboxylase; OMP decarboxylase; orotate monophosphate decarboxylase; orotidine monophosphate decarboxylase; orotidine phosphate decarboxylase; OMP-DC; orotate decarboxylase; orotidine 5'-phosphate decarboxylase; orotidylic decarboxylase; orotidylic acid decarboxylase; orotodylate decarboxylase; ODCase; orotic decarboxylase; orotidine-5'-phosphate carboxy-lyase
