Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1380652		; Ribosomal protein L15; Ribosomal protein L15, bacterial-type; Ribosomal protein L15, conserved site; Ribosomal protein L18e/L15P		; 50S ribosomal protein L15 [rplO].	; Ribosomal protein L15; Ribosomal protein L15, bacterial-type; Ribosomal protein L15, conserved site; Ribosomal protein L18e/L15P	; consensus disorder prediction			; Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A		; Ribosomal protein L15 signature.				; Ribosomal proteins L15p and L18e	;  ribosomal protein uL15
V1503469		; Purine permease PbuG-like; Xanthine/uracil/vitamin C permease			; Purine permease PbuG-like; Xanthine/uracil/vitamin C permease		; (Full) guanine/hypoxanthine permease		; Permease family							
V1886663		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases	
V1000002	; PseudoU_synth_EcTruA	; Pseudouridine synthase I, TruA; Pseudouridine synthase I, TruA, C-terminal; Pseudouridine synthase I, TruA, N-terminal; Pseudouridine synthase I, TruA, alpha/beta domain; Pseudouridine synthase, catalytic domain		; tRNA pseudouridine synthase A [truA].	; Pseudouridine synthase I, TruA; Pseudouridine synthase I, TruA, C-terminal; Pseudouridine synthase I, TruA, N-terminal; Pseudouridine synthase I, TruA, alpha/beta domain; Pseudouridine synthase, catalytic domain		; (Full) tRNA-pseudouridine synthase A, prokaryotic type		; tRNA pseudouridine synthase						; Pseudouridine synthase	;  tRNA pseudouridine(38-40) synthase
V1391945		; Phosphotransferase system, mannose/fructose/sorbose family IID component			; Phosphotransferase system, mannose/fructose/sorbose family IID component				; PTS system mannose/fructose/sorbose family IID component			; PTS_EIID domain profile.				
V1392944		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; consensus disorder prediction			; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1464388	; RNA_pol_B_RPB2	; DNA-directed RNA polymerase beta subunit, bacterial-type; DNA-directed RNA polymerase, beta subunit, external 1 domain; DNA-directed RNA polymerase, subunit 2; DNA-directed RNA polymerase, subunit 2, domain 6; RNA polymerase Rpb2, OB-fold; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 7; RNA polymerase, beta subunit, conserved site; RNA polymerase, beta subunit, protrusion		; DNA-directed RNA polymerase subunit beta [rpoB].	; DNA-directed RNA polymerase beta subunit, bacterial-type; DNA-directed RNA polymerase, beta subunit, external 1 domain; DNA-directed RNA polymerase, subunit 2; DNA-directed RNA polymerase, subunit 2, domain 6; RNA polymerase Rpb2, OB-fold; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 7; RNA polymerase, beta subunit, conserved site; RNA polymerase, beta subunit, protrusion				; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 6; RNA polymerase Rpb2, domain 7; RNA polymerase beta subunit; RNA polymerase beta subunit external 1 domain		; RNA polymerases beta chain signature.				; beta and beta-prime subunits of DNA dependent RNA-polymerase; beta and beta-prime subunits of DNA dependent RNA-polymerase	;  DNA-directed RNA polymerase, beta subunit
V1852117	; THUMP_AdoMetMT	; DNA methylase, N-6 adenine-specific, conserved site; Putative RNA methylase domain; S-adenosyl-L-methionine-dependent methyltransferase; THUMP domain	; Vaccinia Virus protein VP39; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; Putative RNA methylase domain; S-adenosyl-L-methionine-dependent methyltransferase; THUMP domain				; Putative RNA methylase family UPF0020; THUMP domain		; N-6 Adenine-specific DNA methylases signature.	; THUMP domain profile.		; 	; S-adenosyl-L-methionine-dependent methyltransferases; S-adenosyl-L-methionine-dependent methyltransferases	
V1000125		; ComEC/Rec2-related protein; Competence protein ComEC/Rec2; Metallo-beta-lactamase	; Metallo-beta-lactamase		; ComEC/Rec2-related protein; Competence protein ComEC/Rec2; Metallo-beta-lactamase				; Competence protein; Metallo-beta-lactamase superfamily					; Metallo-beta-lactamase superfamily	; Metallo-hydrolase/oxidoreductase	;  ComEC/Rec2-related protein;  DNA internalization-related competence protein ComEC/Rec2
V1044644		; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain; Type IIA DNA topoisomerase subunit A, alpha-helical domain	; Topoisomerase		; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain; Type IIA DNA topoisomerase subunit A, alpha-helical domain				; DNA gyrase/topoisomerase IV, subunit A						; Type II DNA topoisomerase	
V1046766		; Rib/alpha/Esp surface antigen; YSIRK Gram-positive signal peptide			; Rib/alpha/Esp surface antigen; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; Rib/alpha-like repeat; YSIRK type signal peptide							;  LPXTG cell wall anchor domain;  gram-positive signal peptide, YSIRK family;  Rib/alpha/Esp surface antigen repeat
V1573677		; YcaO-like domain			; YcaO-like domain				; YcaO cyclodehydratase, ATP-ad Mg2+-binding			; YcaO domain profile.				
V1608313		; PEP-utilising enzyme, mobile domain; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta	; Phosphohistidine domains of PEP-utilising enzymes		; PEP-utilising enzyme, mobile domain; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta				; PEP-utilising enzyme, mobile domain						; Phosphohistidine domain; PK C-terminal domain-like	
V1000614	; HAD_like	; HAD-like domain; HAD-superfamily hydrolase, subfamily IIA; HAD-superfamily hydrolase, subfamily IIA, hypothetical 1; Nitrophenylphosphatase-like  domain			; HAD-like domain; HAD-superfamily hydrolase, subfamily IIA; HAD-superfamily hydrolase, subfamily IIA, hypothetical 1; Nitrophenylphosphatase-like  domain				; HAD-hyrolase-like; Haloacid dehalogenase-like hydrolase						; HAD-like	;  HAD hydrolase, TIGR01457 family;  HAD hydrolase, family IIA
V1463315		; Aminoacyl-tRNA synthetase, class II (D/K/N); Aspartyl/Asparaginyl-tRNA synthetase, class IIb	; Bira Bifunctional Protein; Domain 2		; Aminoacyl-tRNA synthetase, class II (D/K/N); Aspartyl/Asparaginyl-tRNA synthetase, class IIb			; Aspartyl-tRNA synthetase signature	; tRNA synthetases class II (D, K and N)						; Class II aaRS and biotin synthetases	
V1581637		; Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain; NAD(P)-binding Rossmann-like Domain		; Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain; NAD(P)-binding domain				; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain					; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	; NAD(P)-binding Rossmann-fold domains	
V1000056		; DNA-binding HTH domain, TetR-type; Homeodomain-like; Tetracycline transcriptional regulator, TetR-like, C-terminal	; Tetracycline Repressor		; DNA-binding HTH domain, TetR-type; Homeodomain-like; Tetracycline transcriptional regulator, TetR-like, C-terminal				; Bacterial regulatory proteins, tetR family			; TetR-type HTH domain profile.			; Homeodomain-like	
V1000623		; AAA+ ATPase domain; FtsK domain; FtsK gamma domain; P-loop containing nucleoside triphosphate hydrolase; Winged helix-turn-helix DNA-binding domain	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; FtsK domain; FtsK gamma domain; P-loop containing nucleoside triphosphate hydrolase; Winged helix-turn-helix DNA-binding domain	; consensus disorder prediction			; FtsK/SpoIIIE family; Ftsk gamma domain			; FtsK domain profile.; Prokaryotic membrane lipoprotein lipid attachment site profile.		; ATPases associated with a variety of cellular activities; 	; Winged helix DNA-binding domain; P-loop containing nucleoside triphosphate hydrolases	
V1390099		; Alkaline-phosphatase-like, core domain			; Alkaline-phosphatase-like, core domain										; Alkaline phosphatase-like	
V1000935	; GATase1_DJ-1	; Class I glutamine amidotransferase-like; DJ-1/PfpI; Protein deglycase DJ-1			; Class I glutamine amidotransferase-like; DJ-1/PfpI; Protein deglycase DJ-1				; DJ-1/PfpI family						; Class I glutamine amidotransferase-like	;  DJ-1 family protein
V1297373		; CTP synthase, N-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; CTP synthase, N-terminal; P-loop containing nucleoside triphosphate hydrolase				; CTP synthase N-terminus						; P-loop containing nucleoside triphosphate hydrolases	
V1553632		; YbbR-like			; YbbR-like				; YbbR-like protein							
V1553706	; FN3; GH31_N	; Domain of unknown function DUF5110; Fibronectin type III; Galactose mutarotase-like domain; Galactose-binding domain-like; Glycoside hydrolase family 31; Glycoside hydrolase superfamily; Immunoglobulin-like fold	; Galactose-binding domain-like; Immunoglobulins		; Domain of unknown function DUF5110; Fibronectin type III; Galactose mutarotase-like domain; Galactose-binding domain-like; Glycoside hydrolase family 31; Glycoside hydrolase superfamily; Immunoglobulin-like fold				; Domain of unknown function (DUF5110); Glycosyl hydrolases family 31			; Fibronectin type-III domain profile.			; Glycosyl hydrolase domain; Galactose-binding domain-like; Fibronectin type III; Galactose mutarotase-like; (Trans)glycosidases	
V1886388	; RPI_A; nuc_hydro_IU_UC_XIUA	; Inosine/uridine-preferring nucleoside hydrolase domain; Ribose 5-phosphate isomerase, type A; Ribose-5-phosphate isomerase, type A, subgroup	; Inosine-uridine Nucleoside N-ribohydrolase	; Ribose-5-phosphate isomerase A [rpiA].	; Inosine/uridine-preferring nucleoside hydrolase domain; Ribose 5-phosphate isomerase, type A; Ribose-5-phosphate isomerase, type A, subgroup				; Inosine-uridine preferring nucleoside hydrolase; Ribose 5-phosphate isomerase A (phosphoriboisomerase A)						; D-ribose-5-phosphate isomerase (RpiA), lid domain; Nucleoside hydrolase; NagB/RpiA/CoA transferase-like	;  ribose 5-phosphate isomerase A
V1044896		; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal	; Ribosomal Protein L9	; 50S ribosomal protein L9 [rplI].	; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal				; Ribosomal protein L9, C-terminal domain; Ribosomal protein L9, N-terminal domain		; Ribosomal protein L9 signature.				; L9 N-domain-like; Ribosomal protein L9 C-domain	;  ribosomal protein bL9
V1295066	; Glyco_tranf_GTA_type	; Glycosyltransferase 2-like; Nucleotide-diphospho-sugar transferases; Protein of unknown function DUF1002	; Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A		; Glycosyltransferase 2-like; Nucleotide-diphospho-sugar transferases; Protein of unknown function DUF1002				; Glycosyl transferase family 2; Protein of unknown function (DUF1002)						; Nucleotide-diphospho-sugar transferases	
V1430377	; ABCC_MRP_Like	; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; ABC transporter transmembrane region; P-loop containing nucleoside triphosphate hydrolases	
V1430690		; NAD(+) synthetase; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; NAD(+) synthetase; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold				; NAD synthase						; Adenine nucleotide alpha hydrolases-like	;  NAD+ synthetase
V1481291		; Protein-tyrosine phosphatase, active site; Protein-tyrosine phosphatase-like; Tyrosine specific protein phosphatases domain; Tyrosine/serine-protein phosphatase IphP-type	; Protein tyrosine phosphatase superfamily; Protein tyrosine phosphatase superfamily		; Protein-tyrosine phosphatase, active site; Protein-tyrosine phosphatase-like; Tyrosine specific protein phosphatases domain; Tyrosine/serine-protein phosphatase IphP-type				; Tyrosine phosphatase family		; Tyrosine specific protein phosphatases active site.	; Tyrosine specific protein phosphatases family profile.			; (Phosphotyrosine protein) phosphatases II	
V1552776	; TM_PBP1_transp_TpRbsC_like	; ABC transporter, permease			; ABC transporter, permease				; Branched-chain amino acid transport system / permease component							
V1577140	; RNA_pol_B_RPB2	; DNA-directed RNA polymerase beta subunit, bacterial-type; DNA-directed RNA polymerase, beta subunit, external 1 domain; DNA-directed RNA polymerase, subunit 2; DNA-directed RNA polymerase, subunit 2, domain 6; RNA polymerase Rpb2, OB-fold; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 7; RNA polymerase, beta subunit, conserved site; RNA polymerase, beta subunit, protrusion		; DNA-directed RNA polymerase subunit beta [rpoB].	; DNA-directed RNA polymerase beta subunit, bacterial-type; DNA-directed RNA polymerase, beta subunit, external 1 domain; DNA-directed RNA polymerase, subunit 2; DNA-directed RNA polymerase, subunit 2, domain 6; RNA polymerase Rpb2, OB-fold; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 7; RNA polymerase, beta subunit, conserved site; RNA polymerase, beta subunit, protrusion				; RNA polymerase Rpb2, domain 2; RNA polymerase Rpb2, domain 3; RNA polymerase Rpb2, domain 6; RNA polymerase Rpb2, domain 7; RNA polymerase beta subunit; RNA polymerase beta subunit external 1 domain		; RNA polymerases beta chain signature.				; beta and beta-prime subunits of DNA dependent RNA-polymerase; beta and beta-prime subunits of DNA dependent RNA-polymerase	;  DNA-directed RNA polymerase, beta subunit
V1886043		; Negative regulator of genetic competence, MecA			; Negative regulator of genetic competence, MecA				; Negative regulator of genetic competence (MecA)							
V1043410		; Putative threonine/serine exporter			; Putative threonine/serine exporter				; Putative threonine/serine exporter							
V1057035		; GGDEF domain; Pyridoxal phosphate-dependent decarboxylase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1	; Type I PLP-dependent aspartate aminotransferase-like (Major domain); Type I PLP-dependent aspartate aminotransferase-like (Major domain)		; GGDEF domain; Pyridoxal phosphate-dependent decarboxylase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1				; Pyridoxal-dependent decarboxylase conserved domain			; GGDEF domain profile.			; PLP-dependent transferases; PLP-dependent transferases	
V1415807	; TOPRIM_recR	; DNA recombination protein RecR; Recombination protein RecR; Recombination protein RecR, C4-type zinc finger; Recombination protein RecR, conserved site; Toprim domain		; Recombination protein RecR [recR].	; DNA recombination protein RecR; Recombination protein RecR; Recombination protein RecR, C4-type zinc finger; Recombination protein RecR, conserved site; Toprim domain				; RecR protein; Toprim domain		; RecR protein signature.	; Toprim domain profile.		; 	; Recombination protein RecR	;  recombination protein RecR
V1552737	; DltA	; AMP-binding, conserved site; AMP-dependent synthetase/ligase; D-alanine--poly(phosphoribitol) ligase subunit 1	; Luciferase; Domain 3	; D-alanine--poly(phosphoribitol) ligase subunit 1 [dltA].	; AMP-binding, conserved site; AMP-dependent synthetase/ligase; D-alanine--poly(phosphoribitol) ligase subunit 1				; AMP-binding enzyme		; Putative AMP-binding domain signature.				; Acetyl-CoA synthetase-like	;  D-alanine--poly(phosphoribitol) ligase, subunit 1
V1886579		; DNA mismatch repair protein MutS, C-terminal; DNA mismatch repair protein MutS, core; P-loop containing nucleoside triphosphate hydrolase; Smr domain	; P-loop containing nucleotide triphosphate hydrolases		; DNA mismatch repair protein MutS, C-terminal; DNA mismatch repair protein MutS, core; P-loop containing nucleoside triphosphate hydrolase; Smr domain				; MutS domain V; Smr domain			; Smr domain profile.		; Small MutS-related domain; ATPase domain of DNA mismatch repair MUTS family	; DNA repair protein MutS, domain III; P-loop containing nucleoside triphosphate hydrolases; SMR domain-like	
V1000091		; WD40/YVTN repeat-like-containing domain	; YVTN repeat-like/Quinoprotein amine dehydrogenase 		; WD40/YVTN repeat-like-containing domain										; NHL repeat	
V1036803		; Cell cycle protein FtsW/RodA; Cell cycle, FtsW / RodA / SpoVE, conserved site			; Cell cycle protein FtsW/RodA; Cell cycle, FtsW / RodA / SpoVE, conserved site				; Cell cycle protein		; Cell cycle proteins ftsW / rodA / spoVE signature.					
V1200639		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase		; (Full) proline-specific peptidase, F1 type	; Prolyl aminopeptidase (S33) family signature	; alpha/beta hydrolase fold						; alpha/beta-Hydrolases	;  proline-specific peptidase
V1268240	; AmyAc_Pullulanase_LD-like; CBM41_pullulanase; E_set_Pullulanase	; Carbohydrate-binding-like fold; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold; Pullulanase, carbohydrate-binding module 41; Pullulanase, type I; SLAP domain, Lactobacillus	; Immunoglobulins; Glycosidases		; Carbohydrate-binding-like fold; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold; Pullulanase, carbohydrate-binding module 41; Pullulanase, type I; SLAP domain, Lactobacillus				; Alpha amylase, catalytic domain; Bacterial pullanase-associated domain; Bacterial surface layer protein; Carbohydrate-binding module 48 (Isoamylase N-terminal domain)					; Alpha-amylase domain	; Starch-binding domain-like; Starch-binding domain-like; (Trans)glycosidases; E set domains	;  pullulanase, type I
V1356515	; IMPDH	; Aldolase-type TIM barrel; Guanosine monophosphate reductase, type2; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase	; Aldolase class I	; GMP reductase [guaC].	; Aldolase-type TIM barrel; Guanosine monophosphate reductase, type2; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase		; (Full/Desc.) GMP reductase, Firmicutes type		; IMP dehydrogenase / GMP reductase domain		; IMP dehydrogenase / GMP reductase signature.			; IMP dehydrogenase / GMP reductase domain	; Inosine monophosphate dehydrogenase (IMPDH)	;  guanosine monophosphate reductase
V1580707	; GATase1_CobQ	; Class I glutamine amidotransferase-like; CobB/CobQ glutamine amidotransferase; CobB/CobQ-like glutamine amidotransferase; Cobyric acid synthase, glutamine amidotransferase type 1			; Class I glutamine amidotransferase-like; CobB/CobQ glutamine amidotransferase; CobB/CobQ-like glutamine amidotransferase; Cobyric acid synthase, glutamine amidotransferase type 1				; CobB/CobQ-like glutamine amidotransferase domain			; CobBQ-type GATase domain profile.			; Class I glutamine amidotransferase-like	
V1851972	; M20_peptT	; Peptidase M20; Peptidase M20, dimerisation domain; Peptidase M20B, tripeptide aminopeptidase	; Zn peptidases; Zn peptidases		; Peptidase M20; Peptidase M20, dimerisation domain; Peptidase M20B, tripeptide aminopeptidase		; (Full) peptidase T		; Peptidase dimerisation domain; Peptidase family M20/M25/M40						; Bacterial exopeptidase dimerisation domain; Zn-dependent exopeptidases; Zn-dependent exopeptidases	;  peptidase T
V1886217		; ECF transporter, substrate-specific component-like			; ECF transporter, substrate-specific component-like				; ECF-type riboflavin transporter, S component							
V1886715	; AAA; AAT_like	; AAA+ ATPase domain; ATPase, AAA-type, core; Aminotransferase, class I/classII; Clp, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2	; P-loop containing nucleotide triphosphate hydrolases; Double Clp-N motif; Type I PLP-dependent aspartate aminotransferase-like (Major domain); Aspartate Aminotransferase		; AAA+ ATPase domain; ATPase, AAA-type, core; Aminotransferase, class I/classII; Clp, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2				; ATPase family associated with various cellular activities (AAA); Aminotransferase class I and II; Clp amino terminal domain, pathogenicity island component					; ATPases associated with a variety of cellular activities	; Double Clp-N motif; P-loop containing nucleoside triphosphate hydrolases; PLP-dependent transferases	
V1000456		; Gcp-like domain; Kae1/TsaD family; tRNA N6-adenosine threonylcarbamoyltransferase, TsaD		; tRNA N6-adenosine threonylcarbamoyltransferase [tsaD].	; Gcp-like domain; Kae1/TsaD family; tRNA N6-adenosine threonylcarbamoyltransferase, TsaD			; O-sialoglycoprotein endopeptidase (M22) metallo-protease family signature	; Glycoprotease family						; Actin-like ATPase domain; Actin-like ATPase domain	;  tRNA threonylcarbamoyl adenosine modification protein TsaD;  metallohydrolase, glycoprotease/Kae1 family
V1144166		; Glutamine synthetase, catalytic domain; Glutamine synthetase/guanido kinase, catalytic domain	; Glutamine synthetase/guanido kinase		; Glutamine synthetase, catalytic domain; Glutamine synthetase/guanido kinase, catalytic domain				; Glutamine synthetase, catalytic domain						; Glutamine synthetase/guanido kinase	
V1150430		; Immunoglobulin-like fold; YSIRK Gram-positive signal peptide	; Immunoglobulins		; Immunoglobulin-like fold; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; YSIRK type signal peptide			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1355717		; Cell envelope-related transcriptional attenuator domain			; Cell envelope-related transcriptional attenuator domain				; Cell envelope-related transcriptional attenuator domain							;  cell envelope-related function transcriptional attenuator common domain
V1553707	; PTS_IIA_man	; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component			; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component				; PTS system fructose IIA component			; PTS_EIIA type-4 domain profile.			; PTS system fructose IIA component-like	
V1574081	; MFS	; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain				; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1000306	; PBP2_ChoS; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like; ABC-type glycine betaine transport system, substrate-binding domain	; MetI-like; Osmoprotection protein (prox); domain 2; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; ABC transporter type 1, transmembrane domain MetI-like; ABC-type glycine betaine transport system, substrate-binding domain				; Binding-protein-dependent transport system inner membrane component; Substrate binding domain of ABC-type glycine betaine transport system			; ABC transporter integral membrane type-1 domain profile.			; Periplasmic binding protein-like II; MetI-like	
V1000458		; Acyl-ACP thioesterase; HotDog domain			; Acyl-ACP thioesterase; HotDog domain				; Acyl-ACP thioesterase						; Thioesterase/thiol ester dehydrase-isomerase; Thioesterase/thiol ester dehydrase-isomerase	
V1420576		; Cell division protein DivIB; Cell division protein FtsQ/DivIB		; Cell division protein DivIB [divIB].	; Cell division protein DivIB; Cell division protein FtsQ/DivIB				; Cell division protein FtsQ							
V1498465		; Listeria/Bacterioides repeat; YSIRK Gram-positive signal peptide			; Listeria/Bacterioides repeat; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; Listeria-Bacteroides repeat domain (List_Bact_rpt); YSIRK type signal peptide							;  repeat, TIGR02543 family;  gram-positive signal peptide, YSIRK family
V1500254		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter			; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1886447		; Cell envelope-related transcriptional attenuator domain			; Cell envelope-related transcriptional attenuator domain				; Cell envelope-related transcriptional attenuator domain							;  cell envelope-related function transcriptional attenuator common domain
V1000005		; Ribosomal S11, conserved site; Ribosomal protein S11; Ribosomal protein S11, bacterial-type		; 30S ribosomal protein S11 [rpsK].	; Ribosomal S11, conserved site; Ribosomal protein S11; Ribosomal protein S11, bacterial-type		; (Full) ribosomal protein, S11p/S11a/S14e/organellar S11 types		; Ribosomal protein S11		; Ribosomal protein S11 signature.				; Translational machinery components	;  ribosomal protein uS11
V1000052		; ABC-2 family transporter protein			; ABC-2 family transporter protein				; ABC-2 family transporter protein							
V1064607	; AmyAc_Pullulanase_LD-like; CBM41_pullulanase; E_set_Pullulanase	; Carbohydrate-binding-like fold; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold; Pullulanase, carbohydrate-binding module 41; Pullulanase, type I; SLAP domain, Lactobacillus	; Glycosidases; Immunoglobulins		; Carbohydrate-binding-like fold; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold; Pullulanase, carbohydrate-binding module 41; Pullulanase, type I; SLAP domain, Lactobacillus				; Alpha amylase, catalytic domain; Bacterial pullanase-associated domain; Bacterial surface layer protein; Carbohydrate-binding module 48 (Isoamylase N-terminal domain)					; Alpha-amylase domain	; Starch-binding domain-like; E set domains; Starch-binding domain-like; (Trans)glycosidases	;  pullulanase, type I
V1162882		; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase; D-alanine--D-alanine ligase, C-terminal; D-alanine--D-alanine ligase, N-terminal domain; D-alanine--D-alanine ligase/VANA/B/C, conserved site; Pre-ATP-grasp domain	; ATP-grasp fold; ATP-grasp fold	; D-alanine--D-alanine ligase [ddl].	; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase; D-alanine--D-alanine ligase, C-terminal; D-alanine--D-alanine ligase, N-terminal domain; D-alanine--D-alanine ligase/VANA/B/C, conserved site; Pre-ATP-grasp domain		; (Full) D-alanine--D-alanine ligase/D-alanine--D-lactate ligase		; D-ala D-ala ligase C-terminus; D-ala D-ala ligase N-terminus		; D-alanine--D-alanine ligase signature 1.	; ATP-grasp fold profile.			; PreATP-grasp domain; Glutathione synthetase ATP-binding domain-like	;  D-alanine--D-alanine ligase
