Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1340423		; GHMP kinase N-terminal domain; Mevalonate kinase; Mevalonate/galactokinase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup			; GHMP kinase N-terminal domain; Mevalonate kinase; Mevalonate/galactokinase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup			; Mevalonate kinase family signature	; GHMP kinases N terminal domain						; Ribosomal protein S5 domain 2-like	;  mevalonate kinase
V1394780		; Acyl-CoA N-acyltransferase			; Acyl-CoA N-acyltransferase										; Acyl-CoA N-acyltransferases (Nat)	
V1409744	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1469335		; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric	; Bira Bifunctional Protein; Domain 2		; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric			; Glycyl-tRNA synthetase alpha subunit signature	; Glycyl-tRNA synthetase alpha subunit			; Heterodimeric glycyl-transfer RNA synthetases family profile.			; Class II aaRS and biotin synthetases	
V1469428		; Metallo-beta-lactamase	; Metallo-beta-lactamase		; Metallo-beta-lactamase										; Metallo-hydrolase/oxidoreductase	
V1581671		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase-related; Beta-lactamase/transpeptidase-like				; Beta-lactamase						; beta-lactamase/transpeptidase-like	
V1603837		; Fido domain	; Fic-like domain		; Fido domain				; Fic/DOC family			; Fido domain profile.			; Fic-like	
V1879984		; Xanthine/uracil/vitamin C permease			; Xanthine/uracil/vitamin C permease				; Permease family							
V1033984		; Ribosomal protein L28; Ribosomal protein L28/L24			; Ribosomal protein L28; Ribosomal protein L28/L24				; Ribosomal L28 family						; L28p-like	;  ribosomal protein bL28
V1034008		; ECF transporter, substrate-specific component			; ECF transporter, substrate-specific component				; ECF transporter, substrate-specific component							
V1116615		; CRISPR-associated protein Cse1			; CRISPR-associated protein Cse1				; CRISPR-associated protein Cse1 (CRISPR_cse1)							
V1204229	; AdoMet_MTases	; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; DNA methylase, adenine-specific; N6 adenine-specific DNA methyltransferase, N-terminal domain; S-adenosyl-L-methionine-dependent methyltransferase			; N12 class N6 adenine-specific DNA methyltransferase signature	; HsdM N-terminal domain; N-6 DNA Methylase		; N-6 Adenine-specific DNA methylases signature.				; S-adenosyl-L-methionine-dependent methyltransferases	
V1342077															; Nucleotidyltransferase	
V1418917		; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB protein signature	; MgtC family							
V1481336	; DEXDc	; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase				; Type III restriction enzyme, res subunit						; P-loop containing nucleoside triphosphate hydrolases	
V1581542		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1	; Type I PLP-dependent aspartate aminotransferase-like (Major domain)		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1				; Aminotransferase class-V						; PLP-dependent transferases	
V1886329		; Peptidase C69, dipeptidase A			; Peptidase C69, dipeptidase A				; Peptidase family C69							
V1886455		; Enolpyruvate transferase domain; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta			; Enolpyruvate transferase domain; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta										; EPT/RTPC-like	
V1886606		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1033754	; IF2_eIF5B; IF2_mtIF2_II; mtIF2_IVc	; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Transcription factor, GTP-binding domain; Translation initiation factor IF- 2, domain 3; Translation initiation factor aIF-2, bacterial-like; Translation protein, beta-barrel domain	; P-loop containing nucleotide triphosphate hydrolases; Translation factors; Translation factors		; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Transcription factor, GTP-binding domain; Translation initiation factor IF- 2, domain 3; Translation initiation factor aIF-2, bacterial-like; Translation protein, beta-barrel domain				; Elongation factor Tu GTP binding domain; Translation-initiation factor 2		; Initiation factor 2 signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.			; Translation proteins; P-loop containing nucleoside triphosphate hydrolases; Initiation factor IF2/eIF5b, domain 3; Translation proteins	;  translation initiation factor IF-2;  small GTP-binding protein domain
V1034103	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component						; MetI-like	
V1046007	; DEDDh	; Exonuclease, RNase T/DNA polymerase III; Ribonuclease H-like domain			; Exonuclease, RNase T/DNA polymerase III; Ribonuclease H-like domain				; Exonuclease						; Ribonuclease H-like	
V1057820		; Endonuclease relaxase, MobA/VirD2			; Endonuclease relaxase, MobA/VirD2				; Relaxase/Mobilisation nuclease domain							
V1092856		; Deoxynucleoside kinase domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Deoxynucleoside kinase domain; P-loop containing nucleoside triphosphate hydrolase				; Deoxynucleoside kinase						; P-loop containing nucleoside triphosphate hydrolases	
V1144489		; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain	; Topoisomerase II		; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain				; DNA gyrase/topoisomerase IV, subunit A						; Type II DNA topoisomerase	
V1149606	; GT_WecA_like	; Glycosyl transferase, family 4			; Glycosyl transferase, family 4				; Glycosyl transferase family 4							
V1168680						; consensus disorder prediction										
V1339603		; Cadmium resistance transporter			; Cadmium resistance transporter				; Cadmium resistance transporter							
V1414322		; Fido domain	; Fic-like domain		; Fido domain				; Fic/DOC family			; Fido domain profile.			; Fic-like	
V1463293		; RuvA domain 2-like; Soluble ligand binding domain	; Outer membrane lipoprotein wza domain like; AF1531-like domain		; RuvA domain 2-like; Soluble ligand binding domain				; Helix-hairpin-helix motif; SLBB domain						; RuvA domain 2-like	
V1518949		; Phosphotransferase system, mannose/fructose/sorbose family IID component			; Phosphotransferase system, mannose/fructose/sorbose family IID component				; PTS system mannose/fructose/sorbose family IID component			; PTS_EIID domain profile.				
V1879957		; NAD(+) synthetase; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; NAD(+) synthetase; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold				; NAD synthase						; Adenine nucleotide alpha hydrolases-like	;  NAD+ synthetase
V1197317	; ABC_cobalt_CbiO_domain1	; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1301134		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; TSP type-3 repeat; YSIRK Gram-positive signal peptide	; TSP type-3 repeat		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; TSP type-3 repeat; YSIRK Gram-positive signal peptide				; Protein of unknown function (DUF2974)		; EF-hand calcium-binding domain.				; alpha/beta-Hydrolases	;  gram-positive signal peptide, YSIRK family
V1301241		; ECF transporter, Riboflavin transporter RibU; ECF transporter, substrate-specific component			; ECF transporter, Riboflavin transporter RibU; ECF transporter, substrate-specific component		; (Full) membrane transporter, RibU/YfgL type		; ECF transporter, substrate-specific component							
V1403014									; O-antigen ligase like membrane protein							
V1423298		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Fungal lipase-like domain; TSP type-3 repeat; YSIRK Gram-positive signal peptide	; TSP type-3 repeat		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Fungal lipase-like domain; TSP type-3 repeat; YSIRK Gram-positive signal peptide				; Lipase (class 3)		; EF-hand calcium-binding domain.				; alpha/beta-Hydrolases	;  gram-positive signal peptide, YSIRK family
V1430972		; TPM domain			; TPM domain				; TPM domain							
V1467832		; DNA methylase, N-6 adenine-specific, conserved site; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; S-adenosyl-L-methionine-dependent methyltransferase				; Conserved hypothetical protein 95		; N-6 Adenine-specific DNA methylases signature.				; S-adenosyl-L-methionine-dependent methyltransferases	
V1469375		; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Lambda repressor-like, DNA-binding domain											
V1581693		; P-loop containing nucleoside triphosphate hydrolase	; ABC transporter ATPase  like domain		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases	
V1593049		; Immunoglobulin-like fold	; Immunoglobulins		; Immunoglobulin-like fold	; consensus disorder prediction										
V1613837	; PseudoU_synth_RluCD_like	; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain			; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain				; RNA pseudouridylate synthase						; Pseudouridine synthase	
V1879867		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1				; alpha/beta hydrolase fold						; alpha/beta-Hydrolases	
V1044990		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Pre-ATP-grasp domain	; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Pre-ATP-grasp domain				; Carbamoyl-phosphate synthase L chain, ATP binding domain		; Carbamoyl-phosphate synthase subdomain signature 1.	; ATP-grasp fold profile.			; PreATP-grasp domain; Glutathione synthetase ATP-binding domain-like	
V1101764		; Nucleotide-diphospho-sugar transferases; Nucleotidyl transferase domain	; Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A		; Nucleotide-diphospho-sugar transferases; Nucleotidyl transferase domain				; Nucleotidyl transferase						; Nucleotide-diphospho-sugar transferases	
V1101812		; HD containing hydrolase-like enzyme; HD domain	; Hypothetical protein af1432		; HD containing hydrolase-like enzyme; HD domain				; HD containing hydrolase-like enzyme						; HD-domain/PDEase-like	
V1195944		; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1256632		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family	; Preprotein translocase SecY subunit domain		; SecY conserved site; SecY subunit domain; SecY/SEC61-alpha family			; Preprotein translocase SecY subunit signature	; SecY translocase		; Protein secY signature 2.				; Preprotein translocase SecY subunit	
V1295927		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1302207		; DNA mismatch repair, conserved site; Histidine kinase-like ATPase, C-terminal domain			; DNA mismatch repair, conserved site; Histidine kinase-like ATPase, C-terminal domain						; DNA mismatch repair proteins mutL / hexB / PMS1 signature.				; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	
V1327119		; S-adenosyl-L-methionine-dependent methyltransferase; SAM-dependent methyltransferase RsmB/NOP2-type	; Vaccinia Virus protein VP39		; S-adenosyl-L-methionine-dependent methyltransferase; SAM-dependent methyltransferase RsmB/NOP2-type				; 16S rRNA methyltransferase RsmB/F			; SAM-dependent MTase RsmB/NOP-type domain profile.			; S-adenosyl-L-methionine-dependent methyltransferases	
V1339559		; Nucleic acid-binding, OB-fold; tRNA-binding domain	; Nucleic acid-binding proteins		; Nucleic acid-binding, OB-fold; tRNA-binding domain				; Putative tRNA binding domain			; tRNA-binding domain profile.			; Nucleic acid-binding proteins	
V1418611		; Chloride channel, core; Chloride channel, voltage gated	; Clc chloride channel		; Chloride channel, core; Chloride channel, voltage gated				; Voltage gated chloride channel						; Clc chloride channel	
V1469503		; PTS EIIA type-2 domain; Phosphotransferase/anion transporter	; Mannitol-specific EII; Chain A		; PTS EIIA type-2 domain; Phosphotransferase/anion transporter				; Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2			; PTS_EIIA type-2 domain profile.			; Phoshotransferase/anion transport protein	
V1835879		; Ribosomal protein S21; Ribosomal protein S21, conserved site		; 30S ribosomal protein S21 [rpsU].	; Ribosomal protein S21; Ribosomal protein S21, conserved site			; Ribosomal protein S21 family signature	; Ribosomal protein S21	; RIBOSOMAL S21 RIBONUCLEOPROTEIN 30S S21P A SSU SUBUNIT SEQUENCING DIRECT	; Ribosomal protein S21 signature.					;  ribosomal protein bS21
V1886604		; Integrase, catalytic core; Ribonuclease H-like domain			; Integrase, catalytic core; Ribonuclease H-like domain							; Integrase catalytic domain profile.			; Ribonuclease H-like	
V1059086			; Toxin ADP-ribosyltransferase; Chain A												; ADP-ribosylation	
V1136915						; consensus disorder prediction						; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1269510	; GIY-YIG_UPF0213	; GIY-YIG nuclease superfamily; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; GIY-YIG nuclease superfamily; S-adenosyl-L-methionine-dependent methyltransferase				; GIY-YIG catalytic domain			; GIY-YIG domain profile.			; GIY-YIG endonuclease	
V1390273		; Immunoglobulin/albumin-binding domain; YSIRK Gram-positive signal peptide	; Albumin-binding domain; Albumin-binding domain; Albumin-binding domain; Albumin-binding domain; Albumin-binding domain		; Immunoglobulin/albumin-binding domain; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide						; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains	;  gram-positive signal peptide, YSIRK family
V1434799		; Carbamoyl-phosphate synthetase, large subunit oligomerisation domain	; Carbamoyl Phosphate Synthetase; Chain A		; Carbamoyl-phosphate synthetase, large subunit oligomerisation domain				; Carbamoyl-phosphate synthetase large chain, oligomerisation domain					; Carbamoyl-phosphate synthetase large chain, oligomerisation domain	; Carbamoyl phosphate synthetase, large subunit connection domain	
V1483332		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1581154		; DltD, C-terminal			; DltD, C-terminal				; DltD C-terminal region							
V1819520		; Beta-lactamase, class-A; Beta-lactamase, class-A active site; Beta-lactamase/transpeptidase-like	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase, class-A; Beta-lactamase, class-A active site; Beta-lactamase/transpeptidase-like			; Beta-lactamase class A signature	; Beta-lactamase enzyme family		; Beta-lactamase class-A active site.				; beta-lactamase/transpeptidase-like	
V1879878		; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; KH domain, NusA-like			; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; KH domain, NusA-like				; NusA-like KH domain						; Prokaryotic type KH domain (KH-domain type II)	
V1879943		; Preprotein translocase SecG subunit			; Preprotein translocase SecG subunit				; Preprotein translocase SecG subunit							
V1912439		; MucBP domain	; Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain	; consensus disorder prediction			; MucBP domain							
V1105217	; Cas5_I-E	; CRISPR-associated protein Cas5, N-terminal; CRISPR-associated protein, Cas5; CRISPR-associated protein, CasD			; CRISPR-associated protein Cas5, N-terminal; CRISPR-associated protein, Cas5; CRISPR-associated protein, CasD				; CRISPR-associated protein (Cas_Cas5)							;  CRISPR-associated protein Cas5;  CRISPR-associated protein Cas5/CasD, subtype I-E/ECOLI
V1144482		; Clp, N-terminal	; Double Clp-N motif		; Clp, N-terminal				; Clp amino terminal domain, pathogenicity island component						; Double Clp-N motif	
V1152786		; Homeodomain-like; Transposase IS30-like HTH domain	; Homeodomain-like		; Homeodomain-like; Transposase IS30-like HTH domain				; Helix-turn-helix domain						; Homeodomain-like	
V1292893						; consensus disorder prediction										
V1295230		; Protein of unknown function DUF4417			; Protein of unknown function DUF4417				; Domain of unknown function (DUF4417)							
V1341396		; FAD-dependent oxidoreductase 2, FAD binding domain; Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	; Flavocytochrome C3; Chain A		; FAD-dependent oxidoreductase 2, FAD binding domain; Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain				; FAD binding domain						; Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	
V1364316		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Methylglyoxal synthase-like domain	; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Methylglyoxal synthase-like domain			; Carbamoyl-phosphate synthase protein CPSase domain signature	; Carbamoyl-phosphate synthase L chain, ATP binding domain		; Carbamoyl-phosphate synthase subdomain signature 2.	; ATP-grasp fold profile.		; MGS-like domain	; Glutathione synthetase ATP-binding domain-like; Methylglyoxal synthase-like	
V1398470		; Aminoacyl-tRNA synthetase, class Ia; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	; Isoleucyl-tRNA Synthetase; Domain 2		; Aminoacyl-tRNA synthetase, class Ia; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain				; tRNA synthetases class I (I, L, M and V)						; ValRS/IleRS/LeuRS editing domain	
V1420584		; PTS EIIA type-2 domain; Phosphotransferase/anion transporter	; Mannitol-specific EII; Chain A		; PTS EIIA type-2 domain; Phosphotransferase/anion transporter				; Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2			; PTS_EIIA type-2 domain profile.			; Phoshotransferase/anion transport protein	
V1491909						; consensus disorder prediction										
V1520257	; OMP_decarboxylase_like	; Aldolase-type TIM barrel; Orotidine 5'-phosphate decarboxylase domain; Orotidine 5'-phosphate decarboxylase, active site; Ribulose-phosphate binding barrel	; Aldolase class I		; Aldolase-type TIM barrel; Orotidine 5'-phosphate decarboxylase domain; Orotidine 5'-phosphate decarboxylase, active site; Ribulose-phosphate binding barrel				; Orotidine 5'-phosphate decarboxylase / HUMPS family		; Orotidine 5'-phosphate decarboxylase active site.			; Orotidine 5'-phosphate decarboxylase / HUMPS family	; Ribulose-phoshate binding barrel	
V1525033			; Immunoglobulin FC			; consensus disorder prediction										
V1592733		; RNA polymerase Rpb2, domain 2; RNA polymerase, beta subunit, protrusion			; RNA polymerase Rpb2, domain 2; RNA polymerase, beta subunit, protrusion				; RNA polymerase Rpb2, domain 2; RNA polymerase beta subunit						; beta and beta-prime subunits of DNA dependent RNA-polymerase	
V1885948	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins ; Helix-turn-helix XRE-family like proteins ; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains	
V1886132		; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD-binding, type 2; Transporter-associated domain	; CBS-domain		; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD-binding, type 2; Transporter-associated domain				; Transporter associated domain						; CBS-domain pair; FAD-binding/transporter-associated domain-like	
V1891316		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor				; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1000512	; ABC_PstB_phosphate_transporter	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, phosphate import, PstB; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Phosphate transport system permease protein 1	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, phosphate import, PstB; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Phosphate transport system permease protein 1				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.; Phosphate import ATP-binding protein pstB family profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	;  phosphate ABC transporter, ATP-binding protein
V1064194		; Immunoglobulin/albumin-binding domain; SLAP domain, Lactobacillus; YSIRK Gram-positive signal peptide	; Albumin-binding domain; Albumin-binding domain; Albumin-binding domain; Albumin-binding domain		; Immunoglobulin/albumin-binding domain; SLAP domain, Lactobacillus; YSIRK Gram-positive signal peptide				; Bacterial surface layer protein; YSIRK type signal peptide						; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains; Bacterial immunoglobulin/albumin-binding domains; Immunoglobulin-binding domains; Bacterial immunoglobulin/albumin-binding domains	;  gram-positive signal peptide, YSIRK family
V1100780		; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase, C-terminal	; ATP-grasp fold; ATP-grasp fold; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase, C-terminal				; D-ala D-ala ligase C-terminus			; ATP-grasp fold profile.			; Glutathione synthetase ATP-binding domain-like	
V1198200		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases	
V1340183	; PseudoU_synth_RluCD_like	; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain			; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain				; RNA pseudouridylate synthase						; Pseudouridine synthase	
V1376316						; consensus disorder prediction										
V1394540		; Fido domain	; Fic-like domain		; Fido domain				; Fic/DOC family			; Fido domain profile.			; Fic-like	
V1552783		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor				; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1552905		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase											
V1886184		; ATP synthase, F0 complex, subunit A; ATP synthase, F0 complex, subunit A, active site	; F1F0 ATP synthase subunit A		; ATP synthase, F0 complex, subunit A; ATP synthase, F0 complex, subunit A, active site				; ATP synthase A chain		; ATP synthase a subunit signature.				; F1F0 ATP synthase subunit A	
V1886217		; ECF transporter, substrate-specific component-like			; ECF transporter, substrate-specific component-like				; ECF-type riboflavin transporter, S component							
V1886520		; Phosphotransferase system, mannose-type IIA component			; Phosphotransferase system, mannose-type IIA component											
V1033814		; Mannose-6-phosphate isomerase, type I; RmlC-like cupin domain; RmlC-like jelly roll fold	; Jelly Rolls		; Mannose-6-phosphate isomerase, type I; RmlC-like cupin domain; RmlC-like jelly roll fold				; Phosphomannose isomerase type I						; RmlC-like cupins	
V1034900		; Beta-lactamase/transpeptidase-like; Glycosyl transferase, family 51; Lysozyme-like domain; Penicillin-binding protein, transpeptidase	; DD-peptidase/beta-lactamase superfamily; Penicillin binding protein transpeptidase domain		; Beta-lactamase/transpeptidase-like; Glycosyl transferase, family 51; Lysozyme-like domain; Penicillin-binding protein, transpeptidase				; Penicillin binding protein transpeptidase domain; Transglycosylase						; beta-lactamase/transpeptidase-like; beta-lactamase/transpeptidase-like; Lysozyme-like	
V1149507		; Domain of unknown function DUF3854			; Domain of unknown function DUF3854				; Domain of unknown function (DUF3854)							
V1153705						; consensus disorder prediction										
V1166915	; S26_SPase_I	; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C; Peptidase S26A, signal peptidase I; Peptidase S26A, signal peptidase I, conserved site	; Umud Fragment; Umud Fragment		; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C; Peptidase S26A, signal peptidase I; Peptidase S26A, signal peptidase I, conserved site			; Bacterial leader peptidase 1 (S26A) family signature	; Peptidase S24-like		; Signal peptidases I signature 3.				; LexA/Signal peptidase	;  signal peptidase I
V1263210						; consensus disorder prediction										
V1290819		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; YSIRK Gram-positive signal peptide			; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; YSIRK Gram-positive signal peptide				; Protein of unknown function (DUF2974)		; EF-hand calcium-binding domain.				; alpha/beta-Hydrolases	;  gram-positive signal peptide, YSIRK family
V1338855		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Fungal lipase-like domain; YSIRK Gram-positive signal peptide			; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Fungal lipase-like domain; YSIRK Gram-positive signal peptide				; Lipase (class 3)		; EF-hand calcium-binding domain.				; alpha/beta-Hydrolases	;  gram-positive signal peptide, YSIRK family
V1339730		; Cation/H+ exchanger			; Cation/H+ exchanger				; Sodium/hydrogen exchanger family							
V1382908		; Lantibiotic, type A, Lactobacillales-type			; Lantibiotic, type A, Lactobacillales-type				; Type-A lantibiotic							
V1464303		; Conserved hypothetical protein CHP01784			; Conserved hypothetical protein CHP01784				; PD-(D/E)XK nuclease family transposase							;  conserved hypothetical protein
V1469279		; Aspartate carbamoyltransferase; Aspartate/ornithine carbamoyltransferase; Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain			; Aspartate carbamoyltransferase; Aspartate/ornithine carbamoyltransferase; Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain			; Aspartate carbamoyltransferase signature	; Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain						; Aspartate/ornithine carbamoyltransferase	
