Gene	EC_number	EC_Annotation
V1162547	ec:6.3.3.2	 5-formyltetrahydrofolate cyclo-ligase; 5,10-methenyltetrahydrofolate synthetase; formyltetrahydrofolic cyclodehydrase; 5-formyltetrahydrofolate cyclodehydrase
V1064604	ec:5.1.3.2	 UDP-glucose 4-epimerase; UDP-galactose 4-epimerase; uridine diphosphoglucose epimerase; galactowaldenase; UDPG-4-epimerase; uridine diphosphate galactose 4-epimerase; uridine diphospho-galactose-4-epimerase; UDP-glucose epimerase; 4-epimerase; uridine diphosphoglucose 4-epimerase; uridine diphosphate glucose 4-epimerase; UDP-D-galactose 4-epimerase ec:5.1.3.20 ADP-glyceromanno-heptose 6-epimerase ec:5.1.3.21 maltose epimerase ec:5.1.3.22 L-ribulose-5-phosphate 3-epimerase; L-xylulose 5-phosphate 3-epimerase; UlaE; SgaU ec:5.1.3.23 UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase; UDP-GlcNAc3NAcA 2-epimerase; UDP-alpha-D-GlcNAc3NAcA 2-epimerase; 2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid 2-epimerase; WbpI; WlbD ec:5.1.3.24 N-acetylneuraminate epimerase; sialic acid epimerase; N-acetylneuraminate mutarotase; YjhT ec:5.1.3.25 dTDP-L-rhamnose 4-epimerase; dTDP-4-L-rhamnose 4-epimerase; wbiB (gene name) ec:5.1.3.26 N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase; GlcNAc-P-P-Und epimerase; GlcNAc-P-P-Und 4-epimerase; gne (gene name) ec:5.1.3.27 dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase; dTDP-deoxyglucose 3-epimerase; dTDP-4-keto-6-deoxy-D-glucose 3-epimerase; dTDP-4-keto-6-deoxyglucose 3-epimerase; gerF (gene name); tylJ (gene name); chmJ (gene name); mydH (gene name) ec:5.1.3.28 UDP-N-acetyl-L-fucosamine synthase; WbjD; Cap5G ec:5.1.3.29 L-fucose mutarotase; FucU; fucose mutarotase; FucM
V1852074	ec:6.1.1.13	 D-alanine---poly(phosphoribitol) ligase; D-alanyl-poly(phosphoribitol) synthetase; D-alanine: membrane acceptor ligase; D-alanine-D-alanyl carrier protein ligase; D-alanine-membrane acceptor ligase; D-alanine-activating enzyme
V1882223	ec:2.7.1.11	 6-phosphofructokinase; phosphohexokinase; phosphofructokinase I; phosphofructokinase (phosphorylating); 6-phosphofructose 1-kinase; ATP-dependent phosphofructokinase; D-fructose-6-phosphate 1-phosphotransferase; fructose 6-phosphate kinase; fructose 6-phosphokinase; nucleotide triphosphate-dependent phosphofructokinase; phospho-1,6-fructokinase; PFK ec:2.7.1.110 Transferred to 2.7.11.3 ec:2.7.1.111 Deleted entry ec:2.7.1.112 Transferred to 2.7.10.2 ec:2.7.1.113 deoxyguanosine kinase; deoxyguanosine kinase (phosphorylating); (dihydroxypropoxymethyl)guanine kinase; 2'-deoxyguanosine kinase; NTP-deoxyguanosine 5'-phosphotransferase ec:2.7.1.114 AMP---thymidine kinase; adenylate-nucleoside phosphotransferase ec:2.7.1.115 Transferred to 2.7.11.4 ec:2.7.1.116 Transferred to 2.7.11.5 ec:2.7.1.117 Transferred to 2.7.11.18 ec:2.7.1.118 ADP---thymidine kinase; ADP:dThd phosphotransferase; adenosine diphosphate-thymidine phosphotransferase ec:2.7.1.119 hygromycin-B 7''-O-kinase; hygromycin B phosphotransferase; hygromycin-B kinase (ambiguous)
V1883122	ec:5.4.99.22	 23S rRNA pseudouridine2605 synthase; RluB; YciL
V1000820	ec:1.1.1.28	 D-lactate dehydrogenase; lactic acid dehydrogenase; lactic acid dehydrogenase; D-specific lactic dehydrogenase; D-(-)-lactate dehydrogenase (NAD+); D-lactic acid dehydrogenase; D-lactic dehydrogenase ec:1.1.1.280 (S)-3-hydroxyacid-ester dehydrogenase; 3-oxo ester (S)-reductase ec:1.1.1.281 GDP-4-dehydro-6-deoxy-D-mannose reductase; GDP-4-keto-6-deoxy-D-mannose reductase [ambiguous]; GDP-6-deoxy-D-lyxo-4-hexulose reductase; Rmd; GDP-6-deoxy-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming); GDP-6-deoxy-alpha-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming) ec:1.1.1.282 quinate/shikimate dehydrogenase; YdiB ec:1.1.1.283 methylglyoxal reductase (NADPH); lactaldehyde dehydrogenase (NADP+); GRE2 (gene name); methylglyoxal reductase (NADPH-dependent); lactaldehyde:NADP+ oxidoreductase ec:1.1.1.284 S-(hydroxymethyl)glutathione dehydrogenase; NAD-linked formaldehyde dehydrogenase (incorrect); formaldehyde dehydrogenase (incorrect); formic dehydrogenase (incorrect); class III alcohol dehydrogenase; ADH3; chi-ADH; FDH (incorrect); formaldehyde dehydrogenase (glutathione) (incorrect); GS-FDH (incorrect); glutathione-dependent formaldehyde dehydrogenase (incorrect); NAD-dependent formaldehyde dehydrogenase; GD-FALDH; NAD- and glutathione-dependent formaldehyde dehydrogenase ec:1.1.1.285 3''-deamino-3''-oxonicotianamine reductase ec:1.1.1.286 isocitrate---homoisocitrate dehydrogenase; homoisocitrate---isocitrate dehydrogenase; PH1722 ec:1.1.1.287 D-arabinitol dehydrogenase (NADP+); NADP+-dependent D-arabitol dehydrogenase; ARD1p; D-arabitol dehydrogenase 1 ec:1.1.1.288 xanthoxin dehydrogenase; xanthoxin oxidase; ABA2 ec:1.1.1.289 sorbose reductase; Sou1p ec:1.2.1.56 Transferred to 1.1.1.280
V1144147	ec:1.17.4.2	 ribonucleoside-triphosphate reductase (thioredoxin); ribonucleotide reductase (ambiguous); 2'-deoxyribonucleoside-triphosphate:oxidized-thioredoxin 2'-oxidoreductase
V1034932	ec:2.1.1.199	 16S rRNA (cytosine1402-N4)-methyltransferase; RsmH; MraW
V1035269	ec:3.4.21.107	 peptidase Do; DegP; DegP protease; HtrA; high temperature requirement protease A; HrtA heat shock protein; protease Do; Do protease
V1101439	ec:3.1.3.48	 protein-tyrosine-phosphatase; phosphotyrosine phosphatase; phosphoprotein phosphatase (phosphotyrosine); phosphotyrosine histone phosphatase; protein phosphotyrosine phosphatase; tyrosylprotein phosphatase; phosphotyrosine protein phosphatase; phosphotyrosylprotein phosphatase; tyrosine O-phosphate phosphatase; PPT-phosphatase; PTPase; [phosphotyrosine]protein phosphatase; PTP-phosphatase
V1204604	ec:2.4.2.22	 xanthine phosphoribosyltransferase; Xan phosphoribosyltransferase; xanthosine 5'-phosphate pyrophosphorylase; xanthylate pyrophosphorylase; xanthylic pyrophosphorylase; XMP pyrophosphorylase; 5-phospho-alpha-D-ribose-1-diphosphate:xanthine phospho-D-ribosyltransferase; 9-(5-phospho-beta-D-ribosyl)xanthine:diphosphate 5-phospho-alpha-D-ribosyltransferase
V1389007	ec:3.2.1.86	 6-phospho-beta-glucosidase; phospho-beta-glucosidase A; phospho-beta-glucosidase; phosphocellobiase; 6-phospho-beta-D-glucosyl-(1,4)-D-glucose glucohydrolase
V1000062	ec:3.1.3.5	 5'-nucleotidase; uridine 5'-nucleotidase; 5'-adenylic phosphatase; adenosine 5'-phosphatase; AMP phosphatase; adenosine monophosphatase; 5'-mononucleotidase; AMPase; UMPase; snake venom 5'-nucleotidase; thimidine monophosphate nucleotidase; 5'-AMPase; 5'-AMP nucleotidase; AMP phosphohydrolase; IMP 5'-nucleotidase ec:3.1.3.50 sorbitol-6-phosphatase; sorbitol-6-phosphate phosphatase ec:3.1.3.51 dolichyl-phosphatase; dolichol phosphate phosphatase; dolichol phosphatase; dolichol monophosphatase; dolichyl monophosphate phosphatase; dolichyl phosphate phosphatase; polyisoprenyl phosphate phosphatase; polyprenylphosphate phosphatase; Dol-P phosphatase ec:3.1.3.52 [3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase; branched-chain oxo-acid dehydrogenase phosphatase; branched-chain 2-keto acid dehydrogenase phosphatase; branched-chain alpha-keto acid dehydrogenase phosphatase; BCKDH; [3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase; [3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphate phosphohydrolase ec:3.1.3.53 [myosin-light-chain] phosphatase; myosin light chain kinase phosphatase; myosin phosphatase; myosin phosphatase; protein phosphatase 2A; myosin-light-chain-phosphatase ec:3.1.3.54 fructose-2,6-bisphosphate 6-phosphatase; fructose 2,6-bisphosphate-6-phosphohydrolase; fructose-2,6-bisphosphate 6-phosphohydrolase; D-fructose-2,6-bisphosphate 6-phosphohydrolase ec:3.1.3.55 caldesmon-phosphatase; SMP-I; smooth muscle caldesmon phosphatase ec:3.1.3.56 inositol-polyphosphate 5-phosphatase; type I inositol-polyphosphate phosphatase; inositol trisphosphate phosphomonoesterase; InsP3/Ins(1,3,4,5)P4 5-phosphatase; inosine triphosphatase; D-myo-inositol 1,4,5-triphosphate 5-phosphatase; D-myo-inositol 1,4,5-trisphosphate 5-phosphatase; L-myo-inositol 1,4,5-trisphosphate-monoesterase; inositol phosphate 5-phosphomonoesterase; inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase; Ins(1,4,5)P3 5-phosphatase; D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase; inositol 1,4,5-trisphosphate phosphatase; inositol polyphosphate-5-phosphatase; myo-inositol-1,4,5-trisphosphate 5-phosphatase; inositol-1,4,5-trisphosphate 5-phosphatase ec:3.1.3.57 inositol-1,4-bisphosphate 1-phosphatase; inositol-polyphosphate 1-phosphatase ec:3.1.3.58 sugar-terminal-phosphatase; xylitol-5-phosphatase ec:3.1.3.59 alkylacetylglycerophosphatase; 1-alkyl-2-lyso-sn-glycero-3-P:acetyl-CoA acetyltransferase; alkylacetylglycerophosphate phosphatase
V1143823	ec:2.7.1.11	 6-phosphofructokinase; phosphohexokinase; phosphofructokinase I; phosphofructokinase (phosphorylating); 6-phosphofructose 1-kinase; ATP-dependent phosphofructokinase; D-fructose-6-phosphate 1-phosphotransferase; fructose 6-phosphate kinase; fructose 6-phosphokinase; nucleotide triphosphate-dependent phosphofructokinase; phospho-1,6-fructokinase; PFK ec:2.7.1.110 Transferred to 2.7.11.3 ec:2.7.1.111 Deleted entry ec:2.7.1.112 Transferred to 2.7.10.2 ec:2.7.1.113 deoxyguanosine kinase; deoxyguanosine kinase (phosphorylating); (dihydroxypropoxymethyl)guanine kinase; 2'-deoxyguanosine kinase; NTP-deoxyguanosine 5'-phosphotransferase ec:2.7.1.114 AMP---thymidine kinase; adenylate-nucleoside phosphotransferase ec:2.7.1.115 Transferred to 2.7.11.4 ec:2.7.1.116 Transferred to 2.7.11.5 ec:2.7.1.117 Transferred to 2.7.11.18 ec:2.7.1.118 ADP---thymidine kinase; ADP:dThd phosphotransferase; adenosine diphosphate-thymidine phosphotransferase ec:2.7.1.119 hygromycin-B 7''-O-kinase; hygromycin B phosphotransferase; hygromycin-B kinase (ambiguous)
V1000818	ec:3.4.21.92	 endopeptidase Clp; endopeptidase Ti; caseinolytic protease; protease Ti; ATP-dependent Clp protease; endopeptidase Ti; caseinolytic protease; ClpP; Clp protease
V1001488	ec:2.4.1.246	 mannosylfructose-phosphate synthase; mannosylfructose-6-phosphate synthase; MFPS
V1034633	ec:5.99.1.3	 DNA topoisomerase (ATP-hydrolysing); type II DNA topoisomerase; DNA-gyrase; deoxyribonucleate topoisomerase; deoxyribonucleic topoisomerase; topoisomerase; DNA topoisomerase II
V1035121	ec:6.1.1.14	 glycine---tRNA ligase; glycyl-tRNA synthetase; glycyl-transfer ribonucleate synthetase; glycyl-transfer RNA synthetase; glycyl-transfer ribonucleic acid synthetase; glycyl translase
V1069602	ec:3.2.1.70	 glucan 1,6-alpha-glucosidase; exo-1,6-beta-glucosidase; glucodextrinase; glucan alpha-1,6-D-glucohydrolase
V1000628	ec:2.7.8.33	 UDP-N-acetylglucosamine---undecaprenyl-phosphate N-acetylglucosaminephosphotransferase; UDP-N-acetylglucosamine:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; WecA; WecA transferase; UDP-GIcNAc:undecaprenyl phosphate N-acetylglucosaminyl 1-P transferase; GlcNAc-P-P-Und synthase; GPT (ambiguous); TagO; UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; UDP-N-acetyl-D-glucosamine:ditrans,octacis-undecaprenyl phosphate N-acetylglucosaminephosphotransferase
V1034669	ec:3.6.4.13	 RNA helicase; CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
V1458842	ec:4.2.1.11	 phosphopyruvate hydratase; enolase; 2-phosphoglycerate dehydratase; 14-3-2-protein; nervous-system specific enolase; phosphoenolpyruvate hydratase; 2-phosphoglycerate dehydratase; 2-phosphoglyceric dehydratase; 2-phosphoglycerate enolase; gamma-enolase; 2-phospho-D-glycerate hydro-lyase ec:4.2.1.110 aldos-2-ulose dehydratase; pyranosone dehydratase; AUDH; 1,5-anhydro-D-fructose dehydratase (microthecin-forming) ec:4.2.1.111 1,5-anhydro-D-fructose dehydratase; 1,5-anhydro-D-fructose 4-dehydratase; 1,5-anhydro-D-fructose hydrolyase; 1,5-anhydro-D-arabino-hex-2-ulose dehydratase; AFDH; AF dehydratase; 1,5-anhydro-D-fructose hydro-lyase ec:4.2.1.112 acetylene hydratase; AH; acetaldehyde hydro-lyase ec:4.2.1.113 o-succinylbenzoate synthase; o-succinylbenzoic acid synthase; OSB synthase; OSBS; 2-succinylbenzoate synthase; MenC ec:4.2.1.114 methanogen homoaconitase; methanogen HACN ec:4.2.1.115 UDP-N-acetylglucosamine 4,6-dehydratase (configuration-inverting); FlaA1; UDP-N-acetylglucosamine 5-inverting 4,6-dehydratase; PseB; UDP-N-acetylglucosamine hydro-lyase (inverting; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose-forming) ec:4.2.1.116 3-hydroxypropionyl-CoA dehydratase; 3-hydroxypropionyl-CoA hydro-lyase; 3-hydroxypropanoyl-CoA dehydratase ec:4.2.1.117 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) ec:4.2.1.118 3-dehydroshikimate dehydratase ec:4.2.1.119 enoyl-CoA hydratase 2; 2-enoyl-CoA hydratase 2; AtECH2; ECH2; MaoC; MFE-2; PhaJAc; D-3-hydroxyacyl-CoA hydro-lyase; D-specific 2-trans-enoyl-CoA hydratase
V1598288	ec:3.6.4.13	 RNA helicase; CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
V1000156	ec:3.1.11.6	 exodeoxyribonuclease VII; Escherichia coli exonuclease VII; E. coli exonuclease VII; endodeoxyribonuclease VII; exonuclease VII
V1000659	ec:6.1.1.3	 threonine---tRNA ligase; threonyl-tRNA synthetase; threonyl-transfer ribonucleate synthetase; threonyl-transfer RNA synthetase; threonyl-transfer ribonucleic acid synthetase; threonyl ribonucleic synthetase; threonine-transfer ribonucleate synthetase; threonine translase; threonyl-tRNA synthetase; TRS
V1034789	ec:4.2.1.2	 fumarate hydratase; fumarase; L-malate hydro-lyase; (S)-malate hydro-lyase ec:4.2.1.20 tryptophan synthase; L-tryptophan synthetase; indoleglycerol phosphate aldolase; tryptophan desmolase; tryptophan synthetase; L-serine hydro-lyase (adding indoleglycerol-phosphate); L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate, L-tryptophan and glyceraldehyde-3-phosphate-forming] ec:4.2.1.21 Deleted entry ec:4.2.1.22 cystathionine beta-synthase; serine sulfhydrase; beta-thionase; methylcysteine synthase; cysteine synthase (incorrect); serine sulfhydrylase; L-serine hydro-lyase (adding homocysteine) ec:4.2.1.23 Deleted entry ec:4.2.1.24 porphobilinogen synthase; aminolevulinate dehydratase; delta-aminolevulinate dehydratase; delta-aminolevulinic acid dehydrase; delta-aminolevulinic acid dehydratase; aminolevulinic dehydratase; delta-aminolevulinic dehydratase; 5-levulinic acid dehydratase; 5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing); hemB (gene name) ec:4.2.1.25 L-arabinonate dehydratase; L-arabonate dehydrase; L-arabonate dehydratase; L-arabinonate hydro-lyase ec:4.2.1.26 Deleted entry ec:4.2.1.27 acetylenecarboxylate hydratase; acetylenemonocarboxylate hydratase; alkynoate hydratase; acetylenemonocarboxylate hydrase; acetylenemonocarboxylic acid hydrase; malonate-semialdehyde dehydratase; 3-oxopropanoate hydro-lyase ec:4.2.1.28 propanediol dehydratase; meso-2,3-butanediol dehydrase; diol dehydratase; DL-1,2-propanediol hydro-lyase; diol dehydrase; adenosylcobalamin-dependent diol dehydratase; propanediol dehydrase; coenzyme B12-dependent diol dehydrase; 1,2-propanediol dehydratase; dioldehydratase; propane-1,2-diol hydro-lyase ec:4.2.1.29 Transferred to 4.99.1.6
V1032624	ec:3.1.3.48	 protein-tyrosine-phosphatase; phosphotyrosine phosphatase; phosphoprotein phosphatase (phosphotyrosine); phosphotyrosine histone phosphatase; protein phosphotyrosine phosphatase; tyrosylprotein phosphatase; phosphotyrosine protein phosphatase; phosphotyrosylprotein phosphatase; tyrosine O-phosphate phosphatase; PPT-phosphatase; PTPase; [phosphotyrosine]protein phosphatase; PTP-phosphatase
V1033635	ec:3.1.3.3	 phosphoserine phosphatase ec:3.1.3.30 Deleted entry ec:3.1.3.31 nucleotidase; nucleotide phosphatase; nucleotide-specific phosphatase; NSP I; NSP II; deoxyribonucleoside-activated nucleotidase (DAN); deoxyinosine-activated nucleotidase (DIAN); acid nucleotidase ec:3.1.3.32 polynucleotide 3'-phosphatase; 2'(3')-polynucleotidase; DNA 3'-phosphatase; deoxyribonucleate 3'-phosphatase; 5'-polynucleotidekinase 3'-phosphatase ec:3.1.3.33 polynucleotide 5'-phosphatase; 5'-polynucleotidase ec:3.1.3.34 deoxynucleotide 3'-phosphatase; 3'-deoxynucleotidase; 3'-deoxyribonucleotidase ec:3.1.3.35 thymidylate 5'-phosphatase; thymidylate 5'-nucleotidase; deoxythymidylate 5'-nucleotidase; thymidylate nucleotidase; deoxythymidylic 5'-nucleotidase; deoxythymidylate phosphohydrolase; dTMPase ec:3.1.3.36 phosphoinositide 5-phosphatase; type II inositol polyphosphate 5-phosphatase; triphosphoinositide phosphatase; IP3 phosphatase; PtdIns(4,5)P2 phosphatase; triphosphoinositide phosphomonoesterase; diphosphoinositide phosphatase; inositol 1,4,5-triphosphate 5-phosphomonoesterase; inositol triphosphate 5-phosphomonoesterase; phosphatidylinositol-bisphosphatase; phosphatidyl-myo-inositol-4,5-bisphosphate phosphatase; phosphatidylinositol 4,5-bisphosphate phosphatase; polyphosphoinositol lipid 5-phosphatase; phosphatidyl-inositol-bisphosphate phosphatase ec:3.1.3.37 sedoheptulose-bisphosphatase; SBPase; sedoheptulose 1,7-diphospate phosphatase; sedoheptulose 1,7-diphosphatase; sedoheptulose diphosphatase; sedoheptulose bisphosphatase; sedoheptulose 1,7-bisphosphatase ec:3.1.3.38 3-phosphoglycerate phosphatase; D-3-Phosphoglycerate phosphatase; 3-PGA phosphatase ec:3.1.3.39 streptomycin-6-phosphatase; streptomycin 6-phosphate phosphatase; streptomycin 6-phosphate phosphohydrolase; streptomycin-6-P phosphohydrolase
V1074688	ec:2.5.1.7	 UDP-N-acetylglucosamine 1-carboxyvinyltransferase; MurA transferase; UDP-N-acetylglucosamine 1-carboxyvinyl-transferase; UDP-N-acetylglucosamine enoylpyruvyltransferase; enoylpyruvate transferase; phosphoenolpyruvate-UDP-acetylglucosamine-3-enolpyruvyltransferase; phosphoenolpyruvate:UDP-2-acetamido-2-deoxy-D-glucose 2-enoyl-1-carboxyethyltransferase; phosphoenolpyruvate:uridine diphosphate N-acetylglucosamine enolpyruvyltransferase; phosphoenolpyruvate:uridine-5'-diphospho-N-acetyl-2-amino-2-deoxyglucose 3-enolpyruvyltransferase; phosphopyruvate-uridine diphosphoacetylglucosamine pyruvatetransferase; pyruvate-UDP-acetylglucosamine transferase; pyruvate-uridine diphospho-N-acetylglucosamine transferase; pyruvate-uridine diphospho-N-acetyl-glucosamine transferase; pyruvic-uridine diphospho-N-acetylglucosaminyltransferase; phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyltransferase ec:2.5.1.8 Transferred to 2.5.1.75 ec:2.5.1.70 naringenin 8-dimethylallyltransferase; N8DT ec:2.5.1.71 leachianone-G 2''-dimethylallyltransferase; LG 2''-dimethylallyltransferase; leachianone G 2''-dimethylallyltransferase; LGDT ec:2.5.1.72 quinolinate synthase; NadA; QS; quinolinate synthetase ec:2.5.1.73 O-phospho-L-seryl-tRNA:Cys-tRNA synthase; SepCysS; Sep-tRNA:Cys-tRNA synthase ec:2.5.1.74 1,4-dihydroxy-2-naphthoate polyprenyltransferase ec:2.5.1.75 tRNA dimethylallyltransferase; tRNA prenyltransferase; MiaA; transfer ribonucleate isopentenyltransferase (incorrect); Delta2-isopentenyl pyrophosphate:tRNA-Delta2-isopentenyl transferase (incorrect); Delta2-isopentenyl pyrophosphate:transfer ribonucleic acid Delta2-isopentenyltransferase (incorrect); dimethylallyl-diphosphate: tRNA dimethylallyltransferase ec:2.5.1.76 cysteate synthase ec:2.5.1.77 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase; FO synthase ec:2.5.1.78 6,7-dimethyl-8-ribityllumazine synthase; lumazine synthase; 6,7-dimethyl-8-ribityllumazine synthase 2; 6,7-dimethyl-8-ribityllumazine synthase 1; lumazine synthase 2; lumazine synthase 1; type I lumazine synthase; type II lumazine synthase; RIB4; MJ0303; RibH; Pbls; MbtLS; RibH1 protein; RibH2 protein; RibH1; RibH2 ec:2.5.1.79 thermospermine synthase; TSPMS; ACL5; SAC51
V1268318	ec:3.2.2.27	 uracil-DNA glycosylase; UdgB (ambiguous); uracil-DNA N-glycosylase; UDG (ambiguous); uracil DNA glycohydrolase
V1006626	ec:6.1.1.21	 histidine---tRNA ligase; histidyl-tRNA synthetase; histidyl-transfer ribonucleate synthetase; histidine translase
V1034926	ec:3.6.4.12	 DNA helicase; 3' to 5' DNA helicase; 3'-5' DNA helicase; 3'-5' PfDH; 5' to 3' DNA helicase; AvDH1; BACH1 helicase; BcMCM; BLM protein; BRCA1-associated C-terminal helicase; CeWRN-1; Dbp9p; DmRECQ5; DNA helicase 120; DNA helicase A; DNA helicase E; DNA helicase II; DNA helicase III; DNA helicase RECQL5beta; DNA helicase VI; dnaB; DnaB helicase E1; helicase HDH IV; Hel E; helicase DnaB; helicase domain of bacteriophage T7 gene 4 protein helicase; PcrA helicase; UvrD; hHcsA; Hmi1p; hPif1; MCM helicase; MCM protein; MER3 helicase; MER3 protein; MPH1; PcrA; PcrA helicase; PDH120; PfDH A; Pfh1p; PIF1
V1829394	ec:3.4.16.4	 serine-type D-Ala-D-Ala carboxypeptidase; DD-peptidase; D-alanyl-D-alanine-carboxypeptidase; D-alanyl-D-alanine-cleaving-peptidase; D-alanyl-D-alanine-cleaving peptidase; DD-transpeptidase; D-alanine carboxypeptidase; DD-carboxypeptidase; D-alanyl carboxypeptidase
V1366480	ec:3.6.4.13	 RNA helicase; CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
V1784277	ec:2.7.1.40	 pyruvate kinase; phosphoenolpyruvate kinase; phosphoenol transphosphorylase
