Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1852133		; Translation initiation factor 3; Translation initiation factor 3, C-terminal; Translation initiation factor 3, N-terminal; Translation initiation factor 3, conserved site	; Translation initiation factor IF3; Translation Initiation Factor If3		; Translation initiation factor 3; Translation initiation factor 3, C-terminal; Translation initiation factor 3, N-terminal; Translation initiation factor 3, conserved site				; Translation initiation factor IF-3, C-terminal domain; Translation initiation factor IF-3, N-terminal domain		; Initiation factor 3 signature.				; Translation initiation factor IF3, N-terminal domain; Translation initiation factor IF3, C-terminal domain	;  translation initiation factor IF-3
V1000533	; CTGs; GATase1_CTP_Synthase	; CTP synthase; CTP synthase GATase domain; CTP synthase, N-terminal; Class I glutamine amidotransferase-like; Glutamine amidotransferase; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases	; CTP synthase [pyrG].	; CTP synthase; CTP synthase GATase domain; CTP synthase, N-terminal; Class I glutamine amidotransferase-like; Glutamine amidotransferase; P-loop containing nucleoside triphosphate hydrolase				; CTP synthase N-terminus; Glutamine amidotransferase class-I			; Glutamine amidotransferase type 1 domain profile.			; Class I glutamine amidotransferase-like; P-loop containing nucleoside triphosphate hydrolases	;  CTP synthase
V1382281		; Ribosomal protein L27; Ribosomal protein L27, conserved site		; 50S ribosomal protein L27 [rpmA].	; Ribosomal protein L27; Ribosomal protein L27, conserved site	; consensus disorder prediction		; Ribosomal protein L27 signature	; Ribosomal L27 protein	; RIBOSOMAL L27 50S RIBONUCLEOPROTEIN CHLOROPLAST MITOCHONDRIAL PEPTIDE 60S TRANSIT PRECURSOR	; Ribosomal protein L27 signature.				; Ribosomal L27 protein-like	;  ribosomal protein bL27
V1423344		; Ezrin/radixin/moesin, C-terminal; YSIRK Gram-positive signal peptide			; Ezrin/radixin/moesin, C-terminal; YSIRK Gram-positive signal peptide				; Ezrin/radixin/moesin family; YSIRK type signal peptide						; Tropomyosin	;  gram-positive signal peptide, YSIRK family
V1483410		; Ezrin/radixin/moesin, C-terminal; Immunoglobulin/albumin-binding domain	; Albumin-binding domain		; Ezrin/radixin/moesin, C-terminal; Immunoglobulin/albumin-binding domain				; Ezrin/radixin/moesin family						; Tropomyosin; Bacterial immunoglobulin/albumin-binding domains	
V1420590		; Immunoglobulin/albumin-binding domain; SLAP domain, Lactobacillus	; Albumin-binding domain		; Immunoglobulin/albumin-binding domain; SLAP domain, Lactobacillus	; consensus disorder prediction			; Bacterial surface layer protein						; Bacterial immunoglobulin/albumin-binding domains	
V1143984		; Enolase; Enolase C-terminal domain-like; Enolase N-terminal domain-like; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal	; Enolase superfamily; Enolase-like		; Enolase; Enolase C-terminal domain-like; Enolase N-terminal domain-like; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal			; Enolase signature	; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal domain					; Enolase, N-terminal domain ; Enolase, C-terminal TIM barrel domain 	; Enolase C-terminal domain-like; Enolase N-terminal domain-like	
V1144358		; Ribosomal protein S20		; 30S ribosomal protein S20 [rpsT].	; Ribosomal protein S20				; Ribosomal protein S20	; RIBOSOMAL S20 30S RRNA-BINDING RNA-BINDING RIBONUCLEOPROTEIN S20P SUBUNIT CHLOROPLAST DIRECT					; Ribosomal protein S20	;  ribosomal protein bS20
V1000023	; PRTases_typeI	; Phosphoribosyl pyrophosphate synthetase, conserved site; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Ribose-phosphate diphosphokinase; Ribose-phosphate pyrophosphokinase, N-terminal domain		; Ribose-phosphate pyrophosphokinase [prs].	; Phosphoribosyl pyrophosphate synthetase, conserved site; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Ribose-phosphate diphosphokinase; Ribose-phosphate pyrophosphokinase, N-terminal domain				; N-terminal domain of ribose phosphate pyrophosphokinase; Phosphoribosyl synthetase-associated domain		; Phosphoribosyl pyrophosphate synthase signature.				; PRTase-like	;  ribose-phosphate diphosphokinase
V1204223		; Listeria/Bacterioides repeat; MucBP domain; YSIRK Gram-positive signal peptide			; Listeria/Bacterioides repeat; MucBP domain; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; Listeria-Bacteroides repeat domain (List_Bact_rpt); MucBP domain; YSIRK type signal peptide							;  LPXTG cell wall anchor domain;  repeat, TIGR02543 family;  gram-positive signal peptide, YSIRK family
V1000021		; Ribosomal protein L3; Ribosomal protein L3, bacterial/organelle-type; Ribosomal protein L3, conserved site; Translation protein, beta-barrel domain	; Ribosomal protein L3; Translation factors; Translation factors	; 50S ribosomal protein L3 [rplC].	; Ribosomal protein L3; Ribosomal protein L3, bacterial/organelle-type; Ribosomal protein L3, conserved site; Translation protein, beta-barrel domain	; consensus disorder prediction			; Ribosomal protein L3		; Ribosomal protein L3 signature.				; Translation proteins	;  50S ribosomal protein uL3
V1000552	; HTH_LacI; PBP1_LacI_sugar_binding_like	; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I	; lambda repressor-like DNA-binding domains		; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I			; LacI bacterial regulatory protein HTH signature	; Bacterial regulatory proteins, lacI family; Periplasmic binding protein-like domain		; LacI-type HTH domain signature.	; LacI-type HTH domain profile.		; helix_turn _helix lactose operon repressor	; Periplasmic binding protein-like I; lambda repressor-like DNA-binding domains	
V1102439	; REC; trans_reg_C	; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain				; Response regulator receiver domain; Transcriptional regulatory protein, C terminal			; OmpR/PhoB-type DNA-binding domain profile.; Response regulatory domain profile.		; cheY-homologous receiver domain; Transcriptional regulatory protein, C terminal	; CheY-like; C-terminal effector domain of the bipartite response regulators	
V1000082	; DnaB_C	; AAA+ ATPase domain; DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal; DNA helicase, DnaB type; DNA helicase, DnaB-like, C-terminal; DNA helicase, DnaB-like, N-terminal; P-loop containing nucleoside triphosphate hydrolase	; DNAb Helicase; Chain A; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal; DNA helicase, DnaB type; DNA helicase, DnaB-like, C-terminal; DNA helicase, DnaB-like, N-terminal; P-loop containing nucleoside triphosphate hydrolase				; DnaB-like helicase C terminal domain; DnaB-like helicase N terminal domain			; Superfamily 4 helicase domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; N-terminal domain of DnaB helicase	;  replicative DNA helicase
V1886965		; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; YebC-like			; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; YebC-like				; Transcriptional regulator						; YebC-like	
V1036606		; ATP synthase, F0 complex, subunit B, bacterial; ATP synthase, F0 complex, subunit B/B', bacterial/chloroplast		; ATP synthase subunit b [atpF].	; ATP synthase, F0 complex, subunit B, bacterial; ATP synthase, F0 complex, subunit B/B', bacterial/chloroplast				; ATP synthase B/B' CF(0)							;  ATP synthase F0, B subunit
V1034901		; Initiator Rep protein; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Initiator Rep protein; Winged helix-turn-helix DNA-binding domain				; Initiator Replication protein						; Winged helix DNA-binding domain	
V1482513	; TOP1Ac; TOPRIM_TopoIA_TopoI	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain	; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Bacterial Topoisomerase I	; DNA topoisomerase 1 [topA].	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain			; Prokaryotic DNA topoisomerase I signature	; DNA topoisomerase; Topoisomerase DNA binding C4 zinc finger; Toprim domain		; Prokaryotic DNA topoisomerase I active site.	; Toprim domain profile.		; Bacterial DNA topoisomeraes I ATP-binding domain; Bacterial DNA topoisomerase I DNA-binding domain; 	; Zinc beta-ribbon; Prokaryotic type I DNA topoisomerase	;  DNA topoisomerase I
V1574082		; ATP-grasp fold; ATP-grasp fold, subdomain 2	; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2							; ATP-grasp fold profile.			; Glutathione synthetase ATP-binding domain-like	
V1836824												; Prokaryotic membrane lipoprotein lipid attachment site profile.				
V1340131		; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; Transcriptional regulator TACO1-like, domain 3; YebC-like		; Probable transcriptional regulatory protein YebC [yebC].	; Integrase, N-terminal zinc-binding domain-like; Transcriptional regulator TACO1-like; Transcriptional regulator TACO1-like, domain 2; Transcriptional regulator TACO1-like, domain 3; YebC-like	; consensus disorder prediction			; Transcriptional regulator						; YebC-like	;  DNA-binding regulatory protein, YebC/PmpR family
V1339711		; Peptidyl-prolyl cis-trans isomerase, PpiC-type			; Peptidyl-prolyl cis-trans isomerase, PpiC-type				; PPIC-type PPIASE domain			; PpiC-type peptidyl-prolyl cis-trans isomerase family profile.			; FKBP-like	
V1420559	; MGS_CPS_II	; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large chain, methylglyoxal synthase-like domain; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Carbamoyl-phosphate synthetase, large subunit oligomerisation domain; Methylglyoxal synthase-like domain; Pre-ATP-grasp domain	; Carbamoyl Phosphate Synthetase; Chain A; ATP-grasp fold; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large chain, methylglyoxal synthase-like domain; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Carbamoyl-phosphate synthetase, large subunit oligomerisation domain; Methylglyoxal synthase-like domain; Pre-ATP-grasp domain			; Carbamoyl-phosphate synthase protein CPSase domain signature	; Carbamoyl-phosphate synthase L chain, ATP binding domain; Carbamoyl-phosphate synthetase large chain, oligomerisation domain; MGS-like domain			; ATP-grasp fold profile.		; Carbamoyl-phosphate synthetase large chain, oligomerisation domain; MGS-like domain	; Glutathione synthetase ATP-binding domain-like; Methylglyoxal synthase-like; Carbamoyl phosphate synthetase, large subunit connection domain; Glutathione synthetase ATP-binding domain-like; PreATP-grasp domain; PreATP-grasp domain	
V1076330	; SSB_OBF	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; Nucleic acid-binding proteins	; Single-stranded DNA-binding protein.	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; consensus disorder prediction	; (Full) single-strand binding protein		; Single-strand binding protein family			; Single-strand binding (SSB) domain profile.			; Nucleic acid-binding proteins	;  single-stranded DNA-binding protein
V1000144	; RPS2	; Ribosomal protein S2; Ribosomal protein S2, bacteria/mitochondria/plastid; Ribosomal protein S2, conserved site; Ribosomal protein S2, flavodoxin-like domain	; Helix hairpin bin; Glucose-6-phosphate isomerase like protein; domain 1; Glucose-6-phosphate isomerase like protein; domain 1	; 30S ribosomal protein S2 [rpsB].	; Ribosomal protein S2; Ribosomal protein S2, bacteria/mitochondria/plastid; Ribosomal protein S2, conserved site; Ribosomal protein S2, flavodoxin-like domain	; consensus disorder prediction		; Ribosomal protein S2 signature	; Ribosomal protein S2		; Ribosomal protein S2 signature 1.; Ribosomal protein S2 signature 2.				; Ribosomal protein S2	;  ribosomal protein uS2
V1000151		; Ribosomal protein S16; Ribosomal protein S16 domain		; 30S ribosomal protein S16 [rpsP].	; Ribosomal protein S16; Ribosomal protein S16 domain				; Ribosomal protein S16						; Ribosomal protein S16	;  ribosomal protein bS16
V1000025		; Protein Veg			; Protein Veg		; (Full) uncharacterized protein Veg		; Biofilm formation stimulator VEG							
V1059001		; PEP-utilising enzyme, C-terminal; PEP-utilising enzyme, conserved site; Phosphotransferase system, enzyme I-like; Pyruvate/Phosphoenolpyruvate kinase-like domain	; Phosphoenolpyruvate-binding domains		; PEP-utilising enzyme, C-terminal; PEP-utilising enzyme, conserved site; Phosphotransferase system, enzyme I-like; Pyruvate/Phosphoenolpyruvate kinase-like domain			; Phosphoenolpyruvate-protein phosphotransferase signature	; PEP-utilising enzyme, TIM barrel domain		; PEP-utilizing enzymes signature 2.				; Phosphoenolpyruvate/pyruvate domain	;  phosphoenolpyruvate-protein phosphotransferase
V1198583		; CRISPR-associated endonuclease Cas9; CRISPR-associated endonuclease Cas9, PAM-interacting domain; CRISPR-associated endonuclease Cas9, REC lobe; CRISPR-associated endonuclease Cas9, bridge helix; Cas9-type HNH domain; HNH nuclease		; CRISPR-associated endonuclease Cas9 [cas9].	; CRISPR-associated endonuclease Cas9; CRISPR-associated endonuclease Cas9, PAM-interacting domain; CRISPR-associated endonuclease Cas9, REC lobe; CRISPR-associated endonuclease Cas9, bridge helix; Cas9-type HNH domain; HNH nuclease				; Bridge helix of CRISPR-associated endonuclease Cas9; HNH endonuclease; PAM-interacting domain of CRISPR-associated endonuclease Cas9; REC lobe of CRISPR-associated endonuclease Cas9			; Cas9-type HNH domain profile.				;  CRISPR subtype II RNA-guided endonuclease Cas9
V1000077	; beta_clamp	; DNA polymerase III, beta chain; DNA polymerase III, beta chain, C-terminal; DNA polymerase III, beta chain, N-terminal; DNA polymerase III, beta chain, central	; DNA Polymerase III; DNA Polymerase III; DNA Polymerase III		; DNA polymerase III, beta chain; DNA polymerase III, beta chain, C-terminal; DNA polymerase III, beta chain, N-terminal; DNA polymerase III, beta chain, central		; (Full) DNA polymerase III, beta subunit		; DNA polymerase III beta subunit, C-terminal domain; DNA polymerase III beta subunit, N-terminal domain; DNA polymerase III beta subunit, central domain					; DNA polymerase III beta subunit	; DNA clamp; DNA clamp; DNA clamp	;  DNA polymerase III, beta subunit
V1000076		; Ribosomal protein L34; Ribosomal protein L34, conserved site		; 50S ribosomal protein L34 [rpmH].	; Ribosomal protein L34; Ribosomal protein L34, conserved site				; Ribosomal protein L34	; RIBOSOMAL L34 RIBONUCLEOPROTEIN 50S CHLOROPLAST PLASTID L34 MITOCHONDRIAL PEPTIDE SEQUENCING	; Ribosomal protein L34 signature.					;  ribosomal protein bL34
V1852109		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1000066	; PDZ_serine_protease	; PDZ domain; Peptidase S1, PA clan; Peptidase S1C	; Trypsin-like serine proteases; Trypsin-like serine proteases		; PDZ domain; Peptidase S1, PA clan; Peptidase S1C			; HtrA/DegQ protease family signature	; PDZ domain; Trypsin-like peptidase domain			; PDZ domain profile.		; Domain present in PSD-95, Dlg, and ZO-1/2.	; PDZ domain-like; Trypsin-like serine proteases	
V1006727	; S1_RPS1_repeat_ec2_hs2; S1_RPS1_repeat_ec3	; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; Ribosomal protein S1; S1 domain	; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins		; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; Ribosomal protein S1; S1 domain	; consensus disorder prediction		; Ribosomal protein S1 signature	; S1 RNA binding domain			; S1 domain profile.		; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain	; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins	
V1000307		; Glutamine synthetase type I; Glutamine synthetase, N-terminal conserved site; Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain; Glutamine synthetase, glycine-rich site; Glutamine synthetase/guanido kinase, catalytic domain	; Glutamine synthetase; Glutamine synthetase/guanido kinase		; Glutamine synthetase type I; Glutamine synthetase, N-terminal conserved site; Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain; Glutamine synthetase, glycine-rich site; Glutamine synthetase/guanido kinase, catalytic domain				; Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain		; Glutamine synthetase putative ATP-binding region signature.; Glutamine synthetase signature 1.			; Glutamine synthetase, catalytic domain	; Glutamine synthetase, N-terminal domain; Glutamine synthetase/guanido kinase	;  glutamine synthetase, type I
V1420563	; HATPase_c; TOPRIM_TopoIIA_GyrB; TopoII_Trans_DNA_gyrase	; DNA gyrase B subunit, C-terminal; DNA gyrase, subunit B; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA, subunit B; DNA topoisomerase, type IIA, subunit B, domain 2; DNA topoisomerase, type IIA-like domain; Histidine kinase-like ATPase, C-terminal domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Toprim domain		; DNA gyrase subunit B [gyrB].	; DNA gyrase B subunit, C-terminal; DNA gyrase, subunit B; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA, subunit B; DNA topoisomerase, type IIA, subunit B, domain 2; DNA topoisomerase, type IIA-like domain; Histidine kinase-like ATPase, C-terminal domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Toprim domain			; DNA gyrase subunit B signature; DNA topoisomerase II family signature	; DNA gyrase B; DNA gyrase B subunit, carboxyl terminus; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase; Toprim domain		; DNA topoisomerase II signature.	; Toprim domain profile.		; Histidine kinase-like ATPases; TopoisomeraseII	; Ribosomal protein S5 domain 2-like; Type II DNA topoisomerase; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	;  DNA gyrase, B subunit
V1886377		; P-loop containing nucleoside triphosphate hydrolase; Phosphoribulokinase/uridine kinase; UvrD-like helicase C-terminal domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; Phosphoribulokinase/uridine kinase; UvrD-like helicase C-terminal domain				; Phosphoribulokinase / Uridine kinase family; UvrD-like helicase C-terminal domain						; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1000081		; Cyclic-di-AMP phosphodiesterase GdpP/PdeA; DDH domain; DHHA1 domain; GGDEF domain; Nucleotide cyclase	; inorganic pyrophosphatase (n-terminal core)		; Cyclic-di-AMP phosphodiesterase GdpP/PdeA; DDH domain; DHHA1 domain; GGDEF domain; Nucleotide cyclase		; (Full/Desc.) signal transduction phosphoesterase with modified GGDEF domain, YybT type		; DHH family; DHHA1 domain			; GGDEF domain profile.		; diguanylate cyclase	; Nucleotide cyclase; DHH phosphoesterases	
V1323707		; KilA, N-terminal; KilA, N-terminal/APSES-type HTH, DNA-binding			; KilA, N-terminal; KilA, N-terminal/APSES-type HTH, DNA-binding				; KilA-N domain			; KilA-N domain profile.		; 		
V1500383	; GroEL	; Chaperonin Cpn60; Chaperonin Cpn60, conserved site; Chaperonin Cpn60/TCP-1 family; GroEL-like apical domain; GroEL-like equatorial domain	; GroEL; GROEL		; Chaperonin Cpn60; Chaperonin Cpn60, conserved site; Chaperonin Cpn60/TCP-1 family; GroEL-like apical domain; GroEL-like equatorial domain			; 60kDa chaperonin signature	; TCP-1/cpn60 chaperonin family		; Chaperonins cpn60 signature.				; GroEL equatorial domain-like; GroEL apical domain-like; GroEL equatorial domain-like	;  chaperonin GroL
V1364877	; F1-ATPase_delta	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	; ATP Synthase; domain 1	; ATP synthase epsilon chain [atpC].	; ATP synthase delta/epsilon subunit, C-terminal domain; ATP synthase, F1 complex, delta/epsilon subunit; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal				; ATP synthase, Delta/Epsilon chain, beta-sandwich domain; ATP synthase, Delta/Epsilon chain, long alpha-helix domain	; ATP SYNTHASE ION EPSILON SUBUNIT HYDROLASE CF1 SYNTHESIS CHAIN HYDROGEN					; Epsilon subunit of F1F0-ATP synthase N-terminal domain; Epsilon subunit of F1F0-ATP synthase C-terminal domain	;  ATP synthase F1, epsilon subunit
V1592983		; Rib/alpha/Esp surface antigen			; Rib/alpha/Esp surface antigen				; Rib/alpha-like repeat							;  Rib/alpha/Esp surface antigen repeat
V1203300		; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain			; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain				; DAK2 domain; Dihydroxyacetone kinase family			; DhaL domain profile.		; ; 	; DhaL-like	;  DAK2 domain fusion protein YloV
V1608313		; PEP-utilising enzyme, mobile domain; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta	; Phosphohistidine domains of PEP-utilising enzymes		; PEP-utilising enzyme, mobile domain; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta				; PEP-utilising enzyme, mobile domain						; Phosphohistidine domain; PK C-terminal domain-like	
V1000518	; SIS_RpiR	; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain; Glucose-6-phosphate isomerase like protein; domain 1		; Helix-turn-helix protein RpiR; Homeodomain-like; Sugar isomerase (SIS); Winged helix-turn-helix DNA-binding domain				; Helix-turn-helix domain, rpiR family; SIS domain			; RpiR-type HTH domain profile.; SIS domain profile.			; Homeodomain-like; SIS domain	
V1581223	; SSB_OBF	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; Nucleic acid-binding proteins	; Single-stranded DNA-binding protein.	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein		; (Full) single-strand binding protein		; Single-strand binding protein family			; Single-strand binding (SSB) domain profile.			; Nucleic acid-binding proteins	;  single-stranded DNA-binding protein
V1356068		; Metallo-beta-lactamase; Ribonuclease J; Ribonuclease J, bacteria; Ribonuclease J, conserved site; Zn-dependent metallo-hydrolase, RNA specificity domain	; Metallo-beta-lactamase	; Ribonuclease J [rnj].	; Metallo-beta-lactamase; Ribonuclease J; Ribonuclease J, bacteria; Ribonuclease J, conserved site; Zn-dependent metallo-hydrolase, RNA specificity domain		; (Full) ribonuclease J		; Metallo-beta-lactamase superfamily; Zn-dependent metallo-hydrolase RNA specificity domain		; Uncharacterized protein family UPF0036 signature.			; Metallo-beta-lactamase superfamily	; Metallo-hydrolase/oxidoreductase	;  beta-CASP ribonuclease, RNase J family
V1580709		; Ribosomal protein S21; Ribosomal protein S21, conserved site		; 30S ribosomal protein S21 [rpsU].	; Ribosomal protein S21; Ribosomal protein S21, conserved site			; Ribosomal protein S21 family signature	; Ribosomal protein S21	; RIBOSOMAL S21 RIBONUCLEOPROTEIN 30S S21P A SSU SUBUNIT SEQUENCING DIRECT	; Ribosomal protein S21 signature.					;  ribosomal protein bS21
V1491714	; S1_RPS1_repeat_ec2_hs2; S1_RPS1_repeat_ec3	; Amino acid/polyamine transporter I; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; Ribosomal protein S1; S1 domain	; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins		; Amino acid/polyamine transporter I; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; Ribosomal protein S1; S1 domain	; consensus disorder prediction		; Ribosomal protein S1 signature	; Amino acid permease; S1 RNA binding domain			; S1 domain profile.		; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain; Ribosomal protein S1-like RNA-binding domain	; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins; Nucleic acid-binding proteins	
V1043994		; Translation elongation factor EFTs/EF1B; Translation elongation factor EFTs/EF1B, dimerisation; Translation elongation factor Ts, conserved site	; Elongation Factor Tu; Chain B; Elongation Factor Tu; Chain B; Elongation Factor Tu; Chain B	; Elongation factor Ts [tsf].	; Translation elongation factor EFTs/EF1B; Translation elongation factor EFTs/EF1B, dimerisation; Translation elongation factor Ts, conserved site				; Elongation factor TS		; Elongation factor Ts signature 2.				; Elongation factor Ts (EF-Ts), dimerisation domain; Elongation factor Ts (EF-Ts), dimerisation domain	;  translation elongation factor Ts
V1852108		; Negative regulator of genetic competence, MecA			; Negative regulator of genetic competence, MecA	; consensus disorder prediction			; Negative regulator of genetic competence (MecA)							
V1000017	; Ribosomal_L16_L10e	; Ribosomal protein L10e/L16; Ribosomal protein L16; Ribosomal protein L16, conserved site		; 50S ribosomal protein L16 [rplP].	; Ribosomal protein L10e/L16; Ribosomal protein L16; Ribosomal protein L16, conserved site			; Ribosomal protein L16 signature	; Ribosomal protein L16p/L10e		; Ribosomal protein L16 signature 1.; Ribosomal protein L16 signature 2.				; Ribosomal protein L16p/L10e	;  ribosomal protein uL16
V1104333		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase		; (Full) proline-specific peptidase, F1 type	; Prolyl aminopeptidase (S33) family signature	; alpha/beta hydrolase fold						; alpha/beta-Hydrolases	;  proline-specific peptidase
V1001368	; PTS_IIA_man; PTS_IIB_man	; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component	; Fructose Permease		; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component				; PTS system fructose IIA component; PTS system sorbose subfamily IIB component			; PTS_EIIA type-4 domain profile.; PTS_EIIB type-4 domain profile.			; PTS IIb component; PTS system fructose IIA component-like	
