Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1000893									; O-antigen ligase like membrane protein							
V1151337		; Prophage tail endopeptidase			; Prophage tail endopeptidase				; Prophage endopeptidase tail						; Apolipoprotein A-I	
V1218351		; Integration host factor (IHF)-like DNA-binding domain			; Integration host factor (IHF)-like DNA-binding domain										; IHF-like DNA-binding proteins	
V1382053		; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB/SrpB/YhiD family			; MgtC/SapB protein signature	; MgtC family							
V1448501	; AsnA	; Aminoacyl-tRNA synthetase, class II; Aspartate--ammonia ligase	; Bira Bifunctional Protein; Domain 2	; Aspartate--ammonia ligase [asnA].	; Aminoacyl-tRNA synthetase, class II; Aspartate--ammonia ligase		; (Full) aspartate-ammonia ligase		; Aspartate-ammonia ligase			; Aminoacyl-transfer RNA synthetases class-II family profile.			; Class II aaRS and biotin synthetases	;  aspartate--ammonia ligase
V1448504	; FMT_core_Met-tRNA-FMT_N; Met_tRNA_FMT_C	; Formyl transferase, C-terminal; Formyl transferase, C-terminal-like; Formyl transferase, N-terminal; Methionyl-tRNA formyltransferase	; Methionyl-tRNA Fmet Formyltransferase; Chain A; Formyltransferase	; Methionyl-tRNA formyltransferase [fmt].	; Formyl transferase, C-terminal; Formyl transferase, C-terminal-like; Formyl transferase, N-terminal; Methionyl-tRNA formyltransferase				; Formyl transferase; Formyl transferase, C-terminal domain						; Formyltransferase; FMT C-terminal domain-like	;  methionyl-tRNA formyltransferase
V1464757	; TM_PBP1_branched-chain-AA_like	; ABC transporter, permease			; ABC transporter, permease				; Branched-chain amino acid transport system / permease component							
V1599236	; THUMP_AdoMetMT	; DNA methylase, N-6 adenine-specific, conserved site; Putative RNA methylase domain; S-adenosyl-L-methionine-dependent methyltransferase; THUMP domain	; Vaccinia Virus protein VP39; Vaccinia Virus protein VP39		; DNA methylase, N-6 adenine-specific, conserved site; Putative RNA methylase domain; S-adenosyl-L-methionine-dependent methyltransferase; THUMP domain				; Putative RNA methylase family UPF0020; THUMP domain		; N-6 Adenine-specific DNA methylases signature.	; THUMP domain profile.		; 	; S-adenosyl-L-methionine-dependent methyltransferases; S-adenosyl-L-methionine-dependent methyltransferases	
V1600195		; Rossmann-like alpha/beta/alpha sandwich fold; Uncharacterised protein family UPF0348	; HUPs	; UPF0348 protein <locus_tag>.	; Rossmann-like alpha/beta/alpha sandwich fold; Uncharacterised protein family UPF0348				; HIGH Nucleotidyl Transferase						; Nucleotidylyl transferase; Nucleotidylyl transferase	
V1615590		; Coagulation factor 5/8 C-terminal domain; Galactose-binding domain-like; Glycosyl hydrolase family 98, putative carbohydrate-binding module	; Galactose-binding domain-like		; Coagulation factor 5/8 C-terminal domain; Galactose-binding domain-like; Glycosyl hydrolase family 98, putative carbohydrate-binding module	; consensus disorder prediction			; F5/8 type C domain; NPCBM/NEW2 domain			; Coagulation factors 5/8 type C domain (FA58C) profile.		; 	; Galactose-binding domain-like; Galactose-binding domain-like	
V1879966		; Adenylosuccinate synthetase; P-loop containing nucleoside triphosphate hydrolase	; Adenylosuccinate Synthetase	; Adenylosuccinate synthetase [purA].	; Adenylosuccinate synthetase; P-loop containing nucleoside triphosphate hydrolase				; Adenylosuccinate synthetase					; Adenylosuccinate synthetase	; P-loop containing nucleoside triphosphate hydrolases	
V1886585		; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1			; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1				; Phosphotransferase system, EIIC			; PTS_EIIC type-1 domain profile.				
V1000198		; Bacteriophage 69, Orf23, major tail protein; Phage major tail protein TP901-1			; Bacteriophage 69, Orf23, major tail protein; Phage major tail protein TP901-1	; consensus disorder prediction		; Phage major tail protein 2 family signature	; Phage tail tube protein							;  phage major tail protein, TP901-1 family
V1033572		; Rib/alpha/Esp surface antigen			; Rib/alpha/Esp surface antigen				; Rib/alpha-like repeat							;  LPXTG cell wall anchor domain;  Rib/alpha/Esp surface antigen repeat
V1203428		; Putative adhesin			; Putative adhesin				; Putative adhesin							
V1203492	; SIS_AgaS_like; SIS_GlmS_GlmD_1	; Sugar isomerase (SIS)	; Glucose-6-phosphate isomerase like protein; domain 1; Glucose-6-phosphate isomerase like protein; domain 1		; Sugar isomerase (SIS)				; SIS domain			; SIS domain profile.			; SIS domain	
V1211380		; CoA-transferase family III; CoA-transferase family III domain	; Crotonobetainyl-coa; Crotonobetainyl-coa; formyl-coa transferase		; CoA-transferase family III; CoA-transferase family III domain				; CoA-transferase family III						; CoA-transferase family III (CaiB/BaiF)	
V1289752		; Phage tail assembly chaperone protein, TAC			; Phage tail assembly chaperone protein, TAC				; Phage tail assembly chaperone protein, TAC							
V1339744		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup; SH3-like domain, bacterial-type	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 25; Glycoside hydrolase, family 25 subgroup; SH3-like domain, bacterial-type	; consensus disorder prediction			; Bacterial SH3 domain; Glycosyl hydrolases family 25					; Glycosyl hydrolases family 25; Bacterial SH3 domain homologues; Bacterial SH3 domain homologues; Bacterial SH3 domain homologues; Bacterial SH3 domain homologues	; (Trans)glycosidases	
V1366480	; HELICc	; Helicase, C-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; Helicase, C-terminal; P-loop containing nucleoside triphosphate hydrolase				; Helicase conserved C-terminal domain			; Superfamilies 1 and 2 helicase C-terminal domain profile.		; helicase superfamily c-terminal domain	; P-loop containing nucleoside triphosphate hydrolases	
V1418931		; Protein of unknown function DUF1002			; Protein of unknown function DUF1002				; Protein of unknown function (DUF1002)							
V1482504		; Domain of unknown function DUF1727; Mur ligase, central			; Domain of unknown function DUF1727; Mur ligase, central				; Domain of unknown function (DUF1727); Mur ligase middle domain						; MurD-like peptide ligases, catalytic domain; MurD-like peptide ligases, catalytic domain	
V1491905		; Beta-lactamase/transpeptidase-like; Penicillin-binding protein, transpeptidase	; DD-peptidase/beta-lactamase superfamily		; Beta-lactamase/transpeptidase-like; Penicillin-binding protein, transpeptidase	; consensus disorder prediction			; Penicillin binding protein transpeptidase domain						; beta-lactamase/transpeptidase-like	
V1553653	; SRP	; AAA+ ATPase domain; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain; Signal recognition particle, SRP54 subunit, helical bundle; Signal-recognition particle receptor FtsY	; P-loop containing nucleotide triphosphate hydrolases	; Signal recognition particle receptor FtsY [ftsY].	; AAA+ ATPase domain; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain; Signal recognition particle, SRP54 subunit, helical bundle; Signal-recognition particle receptor FtsY				; SRP54-type protein, GTPase domain; SRP54-type protein, helical bundle domain		; SRP54-type proteins GTP-binding domain signature.			; SRP54-type protein, helical bundle domain; SRP54-type protein, GTPase domain; ATPases associated with a variety of cellular activities	; Domain of the SRP/SRP receptor G-proteins; P-loop containing nucleoside triphosphate hydrolases	;  signal recognition particle-docking protein FtsY
V1614116	; ABCF_EF-3	; AAA+ ATPase domain; ABC transporter-like; ABC-transporter extension domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; ABC-transporter extension domain; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter			; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1615127		; DHBP synthase RibB-like alpha/beta domain; Putative GTP-binding controlling metal-binding domain; YrdC-like domain; tRNA threonylcarbamoyladenosine biosynthesis protein SUA5	; DHBP synthase		; DHBP synthase RibB-like alpha/beta domain; Putative GTP-binding controlling metal-binding domain; YrdC-like domain; tRNA threonylcarbamoyladenosine biosynthesis protein SUA5		; (Full/Desc.) translation factor, SUA5 type		; Putative GTP-binding controlling metal-binding; Telomere recombination			; YrdC-like domain profile.			; YrdC/RibB	;  tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
V1880399	; DPS	; DNA-binding protein Dps; DNA-binding protein Dps, conserved site; Ferritin-like superfamily; Ferritin-related; Ferritin/DPS protein domain			; DNA-binding protein Dps; DNA-binding protein Dps, conserved site; Ferritin-like superfamily; Ferritin-related; Ferritin/DPS protein domain		; (Full/Desc.) ferritin-like protein, Dps type	; Helicobacter neutrophil-activating protein A family signature	; Ferritin-like domain		; Dps protein family signature 1.				; Ferritin-like	
V1886473	; EngA1; EngA2	; EngA-type guanine nucleotide-binding (G) domain; GTP binding domain; GTP-binding protein EngA; GTPase Der, C-terminal KH-domain-like; K homology domain-like, alpha/beta; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases	; GTPase Der [der].	; EngA-type guanine nucleotide-binding (G) domain; GTP binding domain; GTP-binding protein EngA; GTPase Der, C-terminal KH-domain-like; K homology domain-like, alpha/beta; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain				; 50S ribosome-binding GTPase; KH-domain-like of EngA bacterial GTPase enzymes, C-terminal			; EngA-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	;  ribosome-associated GTPase EngA;  small GTP-binding protein domain
V1012054		; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit			; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit				; PTS system sorbose-specific iic component			; PTS_EIIC type-4 domain profile.				
V1033688		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1034232		; Gram-positive LPXTG cell wall anchor; Rib/alpha/Esp surface antigen			; Gram-positive LPXTG cell wall anchor; Rib/alpha/Esp surface antigen	; consensus disorder prediction			; Gram positive anchor; Rib/alpha-like repeat			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain;  Rib/alpha/Esp surface antigen repeat
V1045334			; Periplasmic binding protein-like II						; Bacterial extracellular solute-binding protein						; Periplasmic binding protein-like II	
V1075476		; RNA polymerase sigma factor 70, region 1.1; RNA polymerase sigma factor, region 2; RNA polymerase sigma factor, region 3/4; RNA polymerase sigma-70; RNA polymerase sigma-70 like domain; RNA polymerase sigma-70 region 1.2; RNA polymerase sigma-70 region 2; RNA polymerase sigma-70 region 3; Winged helix-turn-helix DNA-binding domain	; RNA Polymerase Primary Sigma Factor; winged helix repressor DNA binding domain		; RNA polymerase sigma factor 70, region 1.1; RNA polymerase sigma factor, region 2; RNA polymerase sigma factor, region 3/4; RNA polymerase sigma-70; RNA polymerase sigma-70 like domain; RNA polymerase sigma-70 region 1.2; RNA polymerase sigma-70 region 2; RNA polymerase sigma-70 region 3; Winged helix-turn-helix DNA-binding domain	; consensus disorder prediction		; Major sigma-70 factor signature	; Sigma-70 factor, region 1.1; Sigma-70 factor, region 1.2; Sigma-70 region 2; Sigma-70 region 3		; Sigma-70 factors family signature 1.				; Sigma2 domain of RNA polymerase sigma factors; Sigma3 and sigma4 domains of RNA polymerase sigma factors	;  RNA polymerase sigma factor, sigma-70 family
V1136206	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Tetratricopeptide-like helical domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Tetratricopeptide-like helical domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; TPR-like; lambda repressor-like DNA-binding domains	
V1136723		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1144065		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, family 13, catalytic domain	; Glycosidases; Oligo-1		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, family 13, catalytic domain				; Alpha amylase, catalytic domain					; Alpha-amylase domain	; (Trans)glycosidases	
V1203329	; PTS_IIA_glc; PTS_IIB_glc	; Duplicated hybrid motif; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, beta-glucoside-specific IIABC component; Phosphotransferase system, sugar-specific permease EIIA type 1	; Glucose Permease (Domain IIA)		; Duplicated hybrid motif; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, beta-glucoside-specific IIABC component; Phosphotransferase system, sugar-specific permease EIIA type 1				; Phosphotransferase system, EIIC; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1; phosphotransferase system, EIIB		; PTS EIIA domains phosphorylation site signature 1.; PTS EIIB domains cysteine phosphorylation site signature.	; PTS_EIIA type-1 domain profile.; PTS_EIIB type-1 domain profile.; PTS_EIIC type-1 domain profile.			; Glucose permease domain IIB; Duplicated hybrid motif	;  PTS system, glucose subfamily, IIA component;  PTS system, beta-glucoside-specific IIABC component
V1211530	; tRNA_bind_bactPheRS	; Domain of unknown function DUF4479; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain	; Nucleic acid-binding proteins; Myf domain		; Domain of unknown function DUF4479; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain				; Domain of unknown function (DUF4479); Putative tRNA binding domain			; tRNA-binding domain profile.			; Nucleic acid-binding proteins	
V1552763	; SufS_like	; Aminotransferase class V domain; Cysteine desulfurase; Cysteine desulfurase, SufS; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2	; Type I PLP-dependent aspartate aminotransferase-like (Major domain); Aspartate Aminotransferase		; Aminotransferase class V domain; Cysteine desulfurase; Cysteine desulfurase, SufS; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2		; (Full) cysteine desulfurase, NifS type		; Aminotransferase class-V						; PLP-dependent transferases	;  cysteine desulfurase, SufS family
V1555312		; DegV	; degv family protein; Dihydroxyacetone kinase; domain 1; Dihydroxyacetone kinase; domain 1		; DegV				; Uncharacterised protein, DegV family COG1307			; DegV domain profile.			; DAK1/DegV-like	;  EDD domain protein, DegV family
V1599239	; DEDDh; DEXDc	; ATP-dependent helicase, C-terminal; DNA polymerase III epsilon subunit, exonuclease domain; DnaQ exonuclease/DinG helicase, predicted; Exonuclease, RNase T/DNA polymerase III; Helicase superfamily 1/2, ATP-binding domain; Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Ribonuclease H-like domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; ATP-dependent helicase, C-terminal; DNA polymerase III epsilon subunit, exonuclease domain; DnaQ exonuclease/DinG helicase, predicted; Exonuclease, RNase T/DNA polymerase III; Helicase superfamily 1/2, ATP-binding domain; Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Ribonuclease H-like domain				; Exonuclease; Helicase C-terminal domain; Type III restriction enzyme, res subunit			; Superfamilies 1 and 2 helicase ATP-binding type-2 domain profile.		; ; DEAD-like helicases superfamily; 	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; Ribonuclease H-like	;  putative DnaQ family exonuclease/DinG family helicase;  exonuclease, DNA polymerase III, epsilon subunit family
V1599308		; MTA/SAH nucleosidase; Nucleoside phosphorylase domain			; MTA/SAH nucleosidase; Nucleoside phosphorylase domain				; Phosphorylase superfamily						; Purine and uridine phosphorylases	;  MTA/SAH nucleosidase
V1599359	; GDPD	; Glycerophosphodiester phosphodiesterase domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	; Phosphatidylinositol (PI) phosphodiesterase		; Glycerophosphodiester phosphodiesterase domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain				; Glycerophosphoryl diester phosphodiesterase family			; GP-PDE domain profile.			; PLC-like phosphodiesterases	
V1886646	; S1_NusA	; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; KH domain, NusA-like; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; S1 domain; Transcription factor NusA, N-terminal	; Nucleic acid-binding proteins; Transcription factor NusA		; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; KH domain, NusA-like; Nucleic acid-binding, OB-fold; RNA-binding domain, S1; S1 domain; Transcription factor NusA, N-terminal				; NusA N-terminal domain; NusA-like KH domain; S1 RNA binding domain			; S1 domain profile.		; Ribosomal protein S1-like RNA-binding domain	; Transcription factor NusA, N-terminal domain; Nucleic acid-binding proteins; Prokaryotic type KH domain (KH-domain type II)	
V1000034		; Transcription elongation factor GreA; Transcription elongation factor GreA/GreB; Transcription elongation factor GreA/GreB family; Transcription elongation factor, GreA/GreB, C-terminal; Transcription elongation factor, GreA/GreB, N-terminal; Transcription elongation factor, GreA/GreB, conserved site		; Transcription elongation factor GreA [greA].	; Transcription elongation factor GreA; Transcription elongation factor GreA/GreB; Transcription elongation factor GreA/GreB family; Transcription elongation factor, GreA/GreB, C-terminal; Transcription elongation factor, GreA/GreB, N-terminal; Transcription elongation factor, GreA/GreB, conserved site		; (Full) transcription elongation factor GreA/GreB		; Transcription elongation factor, GreA/GreB, C-term; Transcription elongation factor, N-terminal		; Prokaryotic transcription elongation factors signature 1.				; GreA transcript cleavage protein, N-terminal domain; FKBP-like	;  transcription elongation factor GreA
V1000083		; Alpha/Beta hydrolase fold; Protein of unknown function DUF2974			; Alpha/Beta hydrolase fold; Protein of unknown function DUF2974				; Protein of unknown function (DUF2974)						; alpha/beta-Hydrolases	
V1001395	; HTH_XRE; S24_LexA-like	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C	; lambda repressor-like DNA-binding domains; Umud Fragment		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C				; Helix-turn-helix; Peptidase S24-like			; Cro/C1-type HTH domain profile.			; LexA/Signal peptidase; lambda repressor-like DNA-binding domains	
V1042629		; ABC-2 family transporter protein			; ABC-2 family transporter protein				; ABC-2 family transporter protein							
V1136125		; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal	; Ribosomal Protein L9	; 50S ribosomal protein L9 [rplI].	; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal				; Ribosomal protein L9, C-terminal domain; Ribosomal protein L9, N-terminal domain		; Ribosomal protein L9 signature.				; L9 N-domain-like; Ribosomal protein L9 C-domain	;  ribosomal protein bL9
V1143990		; Metallopeptidase, catalytic domain; Peptidase M13, C-terminal domain; Peptidase M13, N-terminal domain	; Collagenase (Catalytic Domain); Collagenase (Catalytic Domain)		; Metallopeptidase, catalytic domain; Peptidase M13, C-terminal domain; Peptidase M13, N-terminal domain			; Neprilysin metalloprotease (M13) family signature	; Peptidase family M13						; Metalloproteases ("zincins"), catalytic domain	
V1220805		; Protein of unknown function DUF956			; Protein of unknown function DUF956		; (Full) glucose/mannose PTS protein ManO		; Domain of unknown function (DUF956)							
V1268318	; UDG_F1	; CRISPR-associated protein, CT1975; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like	; Uracil-DNA Glycosylase	; Uracil-DNA glycosylase [ung].	; CRISPR-associated protein, CT1975; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like				; CT1975-like protein; Uracil DNA glycosylase superfamily		; Uracil-DNA glycosylase signature.			; Uracil DNA glycosylase superfamily; UreE urease accessory protein, C-terminal domain 	; Uracil-DNA glycosylase-like	;  uracil-DNA glycosylase
V1494140		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1498466	; DEXDc; HELICc; MFS	; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; Major facilitator superfamily; Major facilitator superfamily domain; P-loop containing nucleoside triphosphate hydrolase; Transcription-repair-coupling factor, C-terminal domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; MFS general substrate transporter like domains		; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; Major facilitator superfamily; Major facilitator superfamily domain; P-loop containing nucleoside triphosphate hydrolase; Transcription-repair-coupling factor, C-terminal domain				; DEAD/DEAH box helicase; Helicase conserved C-terminal domain; Major Facilitator Superfamily; TRCF domain			; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.; Superfamilies 1 and 2 helicase C-terminal domain profile.		; DEAD-like helicases superfamily; ; helicase superfamily c-terminal domain	; P-loop containing nucleoside triphosphate hydrolases; TRCF domain-like; MFS general substrate transporter	
V1785238	; Ribosomal_L13	; Ribosomal protein L13; Ribosomal protein L13, bacterial-type; Ribosomal protein L13, conserved site		; 50S ribosomal protein L13 [rplM].	; Ribosomal protein L13; Ribosomal protein L13, bacterial-type; Ribosomal protein L13, conserved site		; (Full) ribosomal protein, L13p/L13Aa/L16e/organellar L13 types		; Ribosomal protein L13		; Ribosomal protein L13 signature.				; Ribosomal protein L13	;  ribosomal protein uL13
V1880116		; Branched-chain amino acid transport system II carrier protein			; Branched-chain amino acid transport system II carrier protein				; Branched-chain amino acid transport protein							
V1886653	; PseudoU_synth_RluCD_like; S4	; Carbamoyl-phosphate synthase, small subunit N-terminal domain; Class I glutamine amidotransferase-like; Glutamine amidotransferase; Pseudouridine synthase, RluC/RluD; Pseudouridine synthase, RluC/RluD, conserved site; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain; RNA-binding S4 domain	; Structural Genomics Hypothetical 15.5 Kd Protein In Mrca-pcka Intergenic Region; Chain; Carbamoyl phosphate synthetase		; Carbamoyl-phosphate synthase, small subunit N-terminal domain; Class I glutamine amidotransferase-like; Glutamine amidotransferase; Pseudouridine synthase, RluC/RluD; Pseudouridine synthase, RluC/RluD, conserved site; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain; RNA-binding S4 domain			; Carbamoyl-phosphate synthase protein GATase domain signature	; Carbamoyl-phosphate synthase small chain, CPSase domain; Glutamine amidotransferase class-I; RNA pseudouridylate synthase		; Rlu family of pseudouridine synthase signature.	; Glutamine amidotransferase type 1 domain profile.; S4 RNA-binding domain profile.		; Carbamoyl-phosphate synthase small chain, CPSase domain; S4 RNA-binding domain	; Carbamoyl phosphate synthetase, small subunit N-terminal domain; Class I glutamine amidotransferase-like; Alpha-L RNA-binding motif; Pseudouridine synthase	;  pseudouridine synthase, RluA family
V1136207		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-3			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-3				; alpha/beta hydrolase fold						; alpha/beta-Hydrolases	
V1136380		; Ribosomal protein S10; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site		; 30S ribosomal protein S10 [rpsJ].	; Ribosomal protein S10; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site			; Ribosomal protein S10 family signature	; Ribosomal protein S10p/S20e		; Ribosomal protein S10 signature.				; Ribosomal protein S10	;  ribosomal protein uS10
V1136458		; Cell division protein SepF; Cell division protein SepF/SepF-related		; Cell division protein SepF [sepF].	; Cell division protein SepF; Cell division protein SepF/SepF-related	; consensus disorder prediction			; Protein of unknown function (DUF552)							
V1203566		; Bifunctional kinase-pyrophosphorylase; P-loop containing nucleoside triphosphate hydrolase; Putative pyruvate, phosphate dikinase regulatory protein		; Putative pyruvate, phosphate dikinase regulatory protein.	; Bifunctional kinase-pyrophosphorylase; P-loop containing nucleoside triphosphate hydrolase; Putative pyruvate, phosphate dikinase regulatory protein				; Kinase/pyrophosphorylase						; P-loop containing nucleoside triphosphate hydrolases	
V1211211	; AdoMet_MTases	; (Uracil-5)-methyltransferase family; 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD; Nucleic acid-binding, OB-fold; RNA methyltransferase TrmA, active site; RNA methyltransferase TrmA, conserved site; S-adenosyl-L-methionine-dependent methyltransferase; TRAM domain	; Vaccinia Virus protein VP39; Nucleic acid-binding proteins		; (Uracil-5)-methyltransferase family; 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD; Nucleic acid-binding, OB-fold; RNA methyltransferase TrmA, active site; RNA methyltransferase TrmA, conserved site; S-adenosyl-L-methionine-dependent methyltransferase; TRAM domain				; TRAM domain; tRNA (Uracil-5-)-methyltransferase		; RNA methyltransferase trmA family signature 1.; RNA methyltransferase trmA family signature 2.	; SAM-dependent methyltransferase RNA m(5)U-type domain profile.; TRAM domain profile.			; Nucleic acid-binding proteins; S-adenosyl-L-methionine-dependent methyltransferases	;  23S rRNA (uracil-5-)-methyltransferase RumA
V1213504	; Ribosomal_S12	; Nucleic acid-binding, OB-fold; Ribosomal protein S12, bacterial-type; Ribosomal protein S12/S23	; Nucleic acid-binding proteins	; 30S ribosomal protein S12 [rpsL].	; Nucleic acid-binding, OB-fold; Ribosomal protein S12, bacterial-type; Ribosomal protein S12/S23		; (Full) ribosomal protein, S12p/S12a/S23e/organellar S12 types	; Ribosomal protein S12 signature	; Ribosomal protein S12/S23		; Ribosomal protein S12 signature.				; Nucleic acid-binding proteins	;  ribosomal protein uS12
V1237449		; Protein of unknown function DUF975			; Protein of unknown function DUF975				; Protein of unknown function (DUF975)							
